"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.809626679080741,0.809626679080741,0.802637336966329,0.809317049607193,0.736602659400078,0.568690677034253,-0.500641393317453,-0.538822678333163,-0.561731186843263,-0.673873407051568,-0.742816225599815,-0.75366715941062,-0.880934893356373,-0.831733815790808,-0.881739803732484
"miR200b",0.809626679080741,0.809626679080741,0.802637336966329,0.809317049607193,0.736602659400078,0.568690677034253,-0.500641393317453,-0.538822678333163,-0.561731186843263,-0.673873407051568,-0.742816225599815,-0.75366715941062,-0.880934893356373,-0.831733815790808,-0.881739803732484
"miR200a",0.809626679080741,0.809626679080741,0.802637336966329,0.809317049607193,0.736602659400078,0.568690677034253,-0.500641393317453,-0.538822678333163,-0.561731186843263,-0.673873407051568,-0.742816225599815,-0.75366715941062,-0.880934893356373,-0.831733815790808,-0.881739803732484
"miR141",0.809626679080741,0.809626679080741,0.802637336966329,0.809317049607193,0.736602659400078,0.568690677034253,-0.500641393317453,-0.538822678333163,-0.561731186843263,-0.673873407051568,-0.742816225599815,-0.75366715941062,-0.880934893356373,-0.831733815790808,-0.881739803732484
"miR101",0.660308355792912,0.660308355792912,0.647208689006634,0.557236165307495,0.509562602691912,0.455013316369182,-0.337763615373471,-0.433350053585167,-0.374852150416969,-0.485858164325902,-0.546566349825939,-0.54047197826055,-0.611048136516719,-0.59965547706233,-0.717602851470285
"miR34a",0.730361015691783,0.730361015691783,0.721475235769194,0.729561579771477,0.626359702240414,0.576704788118578,-0.472713324461459,-0.533978295593756,-0.552480127196203,-0.78308183734139,-0.747707835376678,-0.594479125692053,-0.791620927690706,-0.662560734143972,-0.693459630359451
"SNAI1",-0.526193908293494,-0.526193908293494,-0.516427761724602,-0.527893849749754,-0.486044662576431,-0.43560527938165,0.205105621340256,0.407993218715527,0.345354523320399,0.472434021494456,0.52301015863405,0.431900314166371,0.570425012109971,0.478135520999276,0.566365806806483
"TGFbeta",-0.591860957132474,-0.591860957132474,-0.682308330521267,-0.590882708612648,-0.579731327281034,-0.529170134539132,0.434802133983788,0.49634531346599,0.512894394545057,0.641901431352464,0.702106653190515,0.66595373187204,0.648205223222754,0.62896995806187,0.650462048289344
"FOXC2",-0.843297199753199,-0.843297199753199,-0.837753696913002,-0.843098718038031,-0.780076848320482,-0.533512785528031,0.491345055160195,0.508405474050815,0.52906370796766,0.713740919550316,0.687688118684712,0.677383912362439,0.919592751450919,0.760963329393584,0.720198357498962
"SNAI2",-0.683698664084426,-0.683698664084426,-0.875413207519868,-0.682344873905556,-0.59256638403215,-0.743576913334085,0.47253066838922,0.506784144954818,0.631926241812829,0.839173499532089,0.807136204133422,0.735836840142453,0.75010607298527,0.810062514059728,0.753126697091333
"ZEB1",-0.919883786339786,-0.919883786339786,-0.913217469755729,-0.919592751450919,-0.847705588397828,-0.593915988588842,0.535387947565998,0.565441471435144,0.589797869092464,0.784597983031355,0.755610220052225,0.760963329393584,0.8929054849991,0.841423633620784,0.793757941185034
"GSC",-0.740462394602546,-0.740462394602546,-0.730094984929812,-0.740989113669971,-0.646810942355054,-0.56839561018494,0.480777558885791,0.617324475592989,0.629055227343703,0.588139229139976,0.647448477939698,0.600810601968781,0.804695629461642,0.670641338648912,0.803552101064377
"TWIST2",-0.744379141101461,-0.744379141101461,-0.734869442601084,-0.743329195244532,-0.640650832013592,-0.586290901396636,0.485860673230471,0.528977000117762,0.665334845224253,0.692869672896286,0.758174133517235,0.604362224367018,0.807191462793482,0.674319778112478,0.809550577803736
"TWIST1",-0.744577801629132,-0.744577801629132,-0.73481808358785,-0.743749987014991,-0.635986311476101,-0.567825602731816,0.4040681651677,0.609841635802931,0.544011196521071,0.689387295778195,0.755476280586121,0.604034127408111,0.807853325340514,0.674327008263884,0.809761038571591
"ZEB2",-0.940689322523419,-0.940689322523419,-0.934999172975708,-0.740447208762488,-0.678661742788599,-0.52448239129432,0.476282270652362,0.501187463284239,0.520874103370727,0.610851839980699,0.684189106701024,0.774855342288128,0.817214129805932,0.859176151536683,0.918001695052539
