"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.916151846909247,0.80352326652826,0.898629466669121,0.60915102386899,0.520685866324067,0.854816258285607,0.456798953095048,0.683303765041145,0.476205227840739,0,-0.673636973982113,0,0,-0.934815186036338,-0.930381193486859,-0.934815186036338,-0.730290664291671,-0.52436720377975,0.460996464842634,0.772596742377554,0.275257727839415,-0.900521354408526
"ZEB1",0.79103642236402,0.876222096840208,0.870228710144298,0.782131436068065,0.58930761278503,0.835399054060837,0.52905909136798,0.754101175588533,0.53500155392358,0,-0.84114648846857,0,0,-0.912005012831604,-0.906993632547256,-0.912005012831604,-0.906405612051268,-0.593542017201439,0.533548179288016,0.757021678668937,0.319220586093957,-0.872489156323254
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.79371986570098,0.762799913288885,0.663612971391763,0.677420737025715,0.656252708399176,0.65048677364067,0.606250734896735,0.74535343279501,0.477774374527503,0,-0.614561417218935,0,0,-0.717041945321397,-0.711347022120566,-0.717041945321397,-0.703927803595747,-0.577872643481012,0.527829879019323,0.58460200393715,0.155392129821995,-0.768494888358671
"TWIST1",0.731098090884036,0.632131558462191,0.687572715261055,0.609318997332684,0.491146941711604,0.561653969473834,0.547172525020358,0.687778939322228,0.357229976158067,0,-0.508910747092941,0,0,-0.620781950863589,-0.628184614320803,-0.620781950863589,-0.580315688952775,-0.517665423833595,0.473674480177342,0.504085260244875,0.0956997513435647,-0.694033250992726
"TGFbeta",0.645084285462182,0.623573171889516,0.620012523844975,0.637064782968783,0.511166355932415,0.617693061510769,0.464667630486321,0.698934658842384,0.433676621774949,0,-0.568548786941459,0,0,-0.578783798904002,-0.671894665468885,-0.578783798904002,-0.56991262261102,-0.52783855591,0.481628686706671,0.657668540635761,0.204493581905763,-0.625267176622678
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.754937721656832,0.733461875164458,0.830085472933367,0.842210509775153,0.637328830473429,0.804970286825416,0.58192056535065,0.811849270721796,0.478251001010063,0,-0.592525015832525,0,0,-0.677110696308584,-0.871575628469167,-0.677110696308584,-0.668330602494427,-0.749040508273405,0.693595842050295,0.731885698220799,0.196998105126653,-0.833355476123078
"SNAI1",0.56278056996133,0.552478051873745,0.543464916997535,0.46899139809494,0.344534803682263,0.470889799524322,0.311535810396772,0.520783936509757,0.204236127263338,0,-0.476141944519196,0,0,-0.516803335313912,-0.508854584561773,-0.516803335313912,-0.512030537993271,-0.435093085766095,0.401577640421669,0.425486295204389,0.173037809931278,-0.548122097587901
"miR9",-0.940145778748276,-0.730290664291671,-0.825827869420585,-0.536121912932719,-0.456798953095048,-0.772596742377554,-0.394083187847638,-0.612791727498154,-0.430872455556568,0,0.604144845546642,0,0,0.856493282414117,0.852899073552878,0.856493282414117,0.653066283678972,0.460996464842634,-0.397227467882148,-0.686487928089477,-0.245523035835376,0.727426379073127
