"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.824861980304954,0.824861980304954,0.814323744420377,0.809037196764967,0.738605888283375,0.569805437741067,-0.501862814326109,-0.539746507734076,-0.563003742974452,-0.675184801297592,-0.744497947973533,-0.760907952191563,-0.881411916212005,-0.841772634356329,-0.92569427873643
"miR200b",0.824861980304954,0.824861980304954,0.814323744420377,0.809037196764967,0.738605888283375,0.569805437741067,-0.501862814326109,-0.539746507734076,-0.563003742974452,-0.675184801297592,-0.744497947973533,-0.760907952191563,-0.881411916212005,-0.841772634356329,-0.92569427873643
"miR200a",0.824861980304954,0.824861980304954,0.814323744420377,0.809037196764967,0.738605888283375,0.569805437741067,-0.501862814326109,-0.539746507734076,-0.563003742974452,-0.675184801297592,-0.744497947973533,-0.760907952191563,-0.881411916212005,-0.841772634356329,-0.92569427873643
"miR141",0.824861980304954,0.824861980304954,0.814323744420377,0.809037196764967,0.738605888283375,0.569805437741067,-0.501862814326109,-0.539746507734076,-0.563003742974452,-0.675184801297592,-0.744497947973533,-0.760907952191563,-0.881411916212005,-0.841772634356329,-0.92569427873643
"miR101",0.739616069367106,0.739616069367106,0.724639210754526,0.717917677229598,0.598879945268885,0.51143083564489,-0.390307517967714,-0.48626279663375,-0.428657088401137,-0.556004465000253,-0.620888607129251,-0.596741562465061,-0.779382993962393,-0.665007162269106,-0.837777045109557
"miR34a",0.753444277671817,0.753444277671817,0.739519289386637,0.73234165038852,0.63172928140835,0.579437721611359,-0.476091657071835,-0.536149248133011,-0.555418612204335,-0.786666986672498,-0.75197549275589,-0.608000542658047,-0.795161053010454,-0.67799606124192,-0.753143666104826
"SNAI1",-0.551364843972656,-0.551364843972656,-0.532695558455532,-0.526697880324481,-0.483568228610055,-0.434693708606432,0.204324606589161,0.405950944105292,0.345027024283526,0.471011075543477,0.521322419682853,0.446988569554908,0.569806835811998,0.495624447484854,0.548850500706783
"TGFbeta",-0.618057373570165,-0.618057373570165,-0.702351739547363,-0.595356725957545,-0.585998264936818,-0.532171362144448,0.438583637734439,0.498581750585958,0.516132688436191,0.646143917166225,0.706806111222095,0.682073722280606,0.653389318089186,0.646653782474817,0.717062212659282
"FOXC2",-0.85428310788466,-0.85428310788466,-0.84620495891146,-0.84242035683729,-0.781450721010177,-0.533917595556377,0.492021840648354,0.508598110952692,0.52952074912629,0.714391495369067,0.688574834908658,0.681731818714011,0.919274172787103,0.767486475494831,0.754379250095792
"SNAI2",-0.708222684271458,-0.708222684271458,-0.896589689996365,-0.690890486938334,-0.608592941714757,-0.75314905464396,0.482646902989198,0.515795520493142,0.641920643982385,0.850465250086896,0.819096472729618,0.74945881663609,0.760597834272464,0.827572866922949,0.808358589362855
"ZEB1",-0.933820327092779,-0.933820327092779,-0.924018804452985,-0.919274172787103,-0.849783152870582,-0.594731376297227,0.536574391423391,0.565986007650623,0.590701934661272,0.785656539937961,0.757144120425557,0.767486475494831,0.892849825771928,0.849814690179355,0.83401272108367
"GSC",-0.760051196751746,-0.760051196751746,-0.74530315028614,-0.739833750462372,-0.648299723645257,-0.569391792512285,0.482144950758246,0.618000974037226,0.630179585183933,0.589221629914887,0.649404528567371,0.611794377146808,0.80396481951708,0.683343046185748,0.859708805390935
"TWIST1",-0.765200264918461,-0.765200264918461,-0.751591061047404,-0.745077053166285,-0.639518152208662,-0.57029721149318,0.407252196592639,0.61180958867856,0.546675457149544,0.692223549377177,0.759385400068581,0.615936974838906,0.809788853244023,0.687916273286289,0.864175314175834
"TWIST2",-0.765593814239432,-0.765593814239432,-0.751765604163236,-0.745018974399933,-0.645161572763873,-0.588781416785608,0.488871740457227,0.530982248377477,0.668000507976501,0.696031071880685,0.762061361032737,0.616486275654003,0.809634705859215,0.688498319624879,0.865313118652212
"ZEB2",-0.952356357459426,-0.952356357459426,-0.943960778572618,-0.739971367192183,-0.68001584902663,-0.524845270691996,0.477103306446474,0.501326743879305,0.521281083293679,0.611384996231342,0.685141515726104,0.779943789472718,0.816683804185562,0.865673627844714,0.952528699495641
