"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.807495065017219,0.807495065017219,0.80124451255871,0.805898311591768,0.737206851152059,0.451967130324412,-0.497791109625048,-0.539841314374496,-0.563983448209368,-0.674824706501924,-0.744662784429108,-0.752128158831663,-0.877211560154,-0.830084518737491,-0.881375120905503
"miR200b",0.807495065017219,0.807495065017219,0.80124451255871,0.805898311591768,0.737206851152059,0.451967130324412,-0.497791109625048,-0.539841314374496,-0.563983448209368,-0.674824706501924,-0.744662784429108,-0.752128158831663,-0.877211560154,-0.830084518737491,-0.881375120905503
"miR200a",0.807495065017219,0.807495065017219,0.80124451255871,0.805898311591768,0.737206851152059,0.451967130324412,-0.497791109625048,-0.539841314374496,-0.563983448209368,-0.674824706501924,-0.744662784429108,-0.752128158831663,-0.877211560154,-0.830084518737491,-0.881375120905503
"miR141",0.807495065017219,0.807495065017219,0.80124451255871,0.805898311591768,0.737206851152059,0.451967130324412,-0.497791109625048,-0.539841314374496,-0.563983448209368,-0.674824706501924,-0.744662784429108,-0.752128158831663,-0.877211560154,-0.830084518737491,-0.881375120905503
"miR101",0.718130202847389,0.718130202847389,0.708178270032629,0.7150898465148,0.598327191524421,0.348888753614746,-0.386358333183406,-0.487631509056525,-0.429845120032289,-0.556315839991553,-0.621281444426773,-0.58397112671976,-0.775794447261705,-0.65051272305446,-0.783165764116815
"miR34a",0.726163883996984,0.726163883996984,0.718584317220423,0.724355211975053,0.626804901120531,0.430219078164344,-0.467970733999306,-0.533525943851233,-0.555216592611677,-0.784119385712028,-0.749874658821821,-0.591175234290664,-0.78591039754802,-0.658750740324762,-0.690522722585208
"SNAI1",-0.528119108951675,-0.528119108951675,-0.518641999131427,-0.529532336055791,-0.488337751126329,-0.270845057529985,0.198395223457473,0.40914902503734,0.346110052168385,0.47618579430176,0.52737583987812,0.433392983146552,0.572355995584754,0.480298724192586,0.567964039074329
"TGFbeta",-0.586436708988852,-0.586436708988852,-0.678232304297937,-0.58524950839994,-0.579470483195661,-0.394651664217654,0.428863927710751,0.494043661283761,0.514349365079741,0.642099451023818,0.703038511778457,0.661824240580053,0.641903518348352,0.624112917272069,0.645030751323667
"FOXC2",-0.841494073783283,-0.841494073783283,-0.836495747602615,-0.840354670158092,-0.780427835774201,-0.439079470643694,0.487589853688054,0.508384005690002,0.530085887267729,0.714200106667611,0.688896386757687,0.676453808169441,0.916342758305799,0.759624249170633,0.719628937325866
"SNAI2",-0.701462938676522,-0.701462938676522,-0.895076318779218,-0.699493360554984,-0.623571282272512,-0.456971277193936,0.499935296677776,0.537671749960347,0.667311406571605,0.866151654170444,0.837325192283027,0.747980526832468,0.769955802715079,0.825446007376047,0.775128964542243
"ZEB1",-0.917841890863401,-0.917841890863401,-0.911885688509797,-0.916342758305799,-0.848329381684977,-0.487589853688054,0.531585930954848,0.565957765945322,0.591458733856459,0.785438516787643,0.757356458525472,0.759624249170633,0.889110094111109,0.83967553946391,0.793314836385353
"GSC",-0.737449623553736,-0.737449623553736,-0.728092144751511,-0.735771898175896,-0.646511388043778,-0.438535445738477,0.477471806415561,0.618285895235841,0.630779963784388,0.588698246935817,0.649102512257431,0.598496707175648,0.798952392223414,0.667866339664087,0.803189732569357
"TWIST2",-0.740917785054427,-0.740917785054427,-0.732613464262073,-0.73842377707926,-0.641489960831459,-0.442589086759534,0.48193738749093,0.528912621960305,0.668521147635725,0.694269689655774,0.760747012352667,0.601531613585519,0.801883153810928,0.671129643038902,0.808040711283387
"TWIST1",-0.741262798308633,-0.741262798308633,-0.732743443918566,-0.738802429464109,-0.636868583853885,-0.365165596882129,0.404427020103103,0.611294676537037,0.548917029718049,0.690959745577208,0.758331375245369,0.601339315888006,0.802460837149003,0.671165862590538,0.808530210940654
"ZEB2",-0.939056743320432,-0.939056743320432,-0.933879389887145,-0.737830939728078,-0.679049757280179,-0.427753574856531,0.473208120311077,0.501479625941502,0.522111566410884,0.611332573270342,0.685430805885153,0.774052397091966,0.813895942629994,0.857795477521794,0.917586972625407
