"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.894519832368313,0.790981316013949,0.874671281396786,0.573817189782842,0.469946574953529,0.669167269331386,0.417652833843999,0.618858787113685,0.427450912507736,0,-0.655637870139121,0,0,-0.923383934094494,-0.910735276766932,-0.923383934094494,-0.722206960638223,-0.477928630453891,0.425426689597091,0.613154177536592,0.446830264312235,-0.876230291088863
"ZEB1",0.717319210496112,0.813181565201867,0.789924374177034,0.680756379166461,0.46561552600408,0.512624246669278,0.42145219486124,0.60151194636669,0.422528695439567,0,-0.772739793420227,0,0,-0.855826509953013,-0.833633267700748,-0.855826509953013,-0.854299298656174,-0.474887989791774,0.430325438687931,0.464668523334452,0.435280379910911,-0.790921653337519
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.785979392665906,0.77992433362757,0.656034304898761,0.656844883890611,0.615925454621724,0.47722458609533,0.573385951681205,0.696021261278552,0.439345445979969,0,-0.618653470951682,0,0,-0.725743034483469,-0.710065617470204,-0.725743034483469,-0.723298505783877,-0.541435636550871,0.498523063799135,0.431260928741631,0.475604721220135,-0.75992050060149
"TWIST1",0.783445188232572,0.777408606818173,0.749763970162103,0.649520926131485,0.490250437073622,0.470160802959223,0.547527242885752,0.688250325669397,0.353666919054914,0,-0.610479194807805,0,0,-0.723520242051809,-0.707169741997953,-0.723520242051809,-0.721078667463832,-0.51882981553051,0.475892164027477,0.424415695484087,0.552094152217469,-0.752788490955708
"TGFbeta",0.639094032461042,0.63523780443041,0.614048999481157,0.621753788313604,0.481204422276469,0.476263303379345,0.441337125830225,0.661543579896905,0.404240044230026,0,-0.570768656377197,0,0,-0.58459745942701,-0.670492936161143,-0.58459745942701,-0.58311910053438,-0.501018496331567,0.461083894666882,0.533835736753546,0.461232900550104,-0.618719936900884
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.743271954706083,0.73796790009605,0.817787904878225,0.819280260789034,0.59821832486862,0.638086780315821,0.551853781047498,0.763081943965268,0.440416460651546,0,-0.588222692337288,0,0,-0.677597082627677,-0.864058860556975,-0.677597082627677,-0.675539447804012,-0.713870578573842,0.666891520816341,0.587343026733914,0.469101207232481,-0.820547632853653
"SNAI1",0.554223419942892,0.558795764383591,0.534778927584692,0.451232517026142,0.313681559930922,0.338634332606985,0.286418068571118,0.483240287648185,0.17526965610005,0,-0.474920241738012,0,0,-0.519140180642756,-0.504344390948593,-0.519140180642756,-0.520621989513122,-0.407129510122501,0.379083283942312,0.307745326528548,0.373092254965404,-0.538874815825377
"miR9",-0.924779493209859,-0.722206960638223,-0.808729400257726,-0.509379738956721,-0.417652833843999,-0.613154177536592,-0.36452663514818,-0.560766793927996,-0.390512838308984,0,0.591767017163936,0,0,0.849715226955911,0.83942040421971,0.849715226955911,0.648918635053865,0.425426689597091,-0.371019394764264,-0.553934729876595,-0.39904728441689,0.710207607633426
"miR34a",-0.670385095049095,-0.765609672896702,-0.643138004183172,-0.747879665993124,-0.503543599693165,-0.450392034894325,-0.461884220902294,-0.686846516227021,-0.427057007936073,0,0.60545874555111,0,0,0.712497909779601,0.697369852211777,0.712497909779601,0.710624134332088,0.532586094445902,-0.490698736478648,-0.405704290304871,-0.480984393281952,0.646882500718294
"miR30c",-0.750425634215278,-0.639503743121674,-0.615229470971938,-0.615842901482984,-0.472871297975895,-0.490940772896328,-0.43211592783565,-0.665548888361166,-0.334812450154538,0,0.531341113046869,0,0,0.691019070048867,0.676655536326402,0.691019070048867,0.586316687107199,0.500670831883646,-0.459857629216369,-0.447719332309082,-0.438190573488454,0.620102588509146
"miR205",-0.880542931091144,-0.877054204288335,-0.758486777948312,-0.651765752853176,-0.452547847519089,-0.524389095626769,-0.403820916555316,-0.585205086573968,-0.42195018488611,0,0.742351112790361,0,0,0.812041151863167,0.795079726642266,0.812041151863167,0.810820474964172,0.459514935274057,-0.409951424412583,-0.470822997054683,-0.428446169173348,0.759344597658627
"miR200c",-0.847729455607073,-0.84362308993459,-0.724857568932558,-0.623633497613975,-0.497257749575307,-0.610262681709927,-0.451672494072489,-0.660697088575236,-0.440066153486829,0,0.703488131109025,0,0,0.782549933967167,0.76704274814172,0.782549933967167,0.780999052612316,0.508939225705244,-0.462375213386722,-0.559636166187392,-0.469945403593321,0.726548932723149
"miR200b",-0.847729455607073,-0.84362308993459,-0.724857568932558,-0.623633497613975,-0.497257749575307,-0.610262681709927,-0.451672494072489,-0.660697088575236,-0.440066153486829,0,0.703488131109025,0,0,0.782549933967167,0.76704274814172,0.782549933967167,0.780999052612316,0.508939225705244,-0.462375213386722,-0.559636166187392,-0.469945403593321,0.726548932723149
"miR200a",-0.847729455607073,-0.84362308993459,-0.724857568932558,-0.623633497613975,-0.497257749575307,-0.610262681709927,-0.451672494072489,-0.660697088575236,-0.440066153486829,0,0.703488131109025,0,0,0.782549933967167,0.76704274814172,0.782549933967167,0.780999052612316,0.508939225705244,-0.462375213386722,-0.559636166187392,-0.469945403593321,0.726548932723149
"miR141",-0.472263141077601,-0.462355046765767,-0.293394457413127,-0.133908497682111,-0.0418070257273964,-0.170284210555453,-0.0240731039465098,-0.0201507681017014,-0.0345072015842775,0,0.304744809932718,0,0,0.443034359885626,0.35464095340172,0.443034359885626,0.43868983645771,0.0112783117697206,0.00660114269574356,-0.151455298864876,0.000544028968962695,0.283349736533265
