"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.762923318968299,0.656811057179332,0.72582953428762,0.381065455586443,0.25500094829121,0.277802061460263,0.225075628234311,0.335779857448584,0.229695659726785,0,-0.519863535771666,0,0,-0.811837487658359,-0.772957474061128,-0.811837487658359,-0.609387314700571,-0.256781791073236,0.226026856591856,0.256786686212889,0.224467697414794,-0.723349247422592
"ZEB1",0.693455617293261,0.789419435445784,0.762492208628086,0.643138862132884,0.413350867999813,0.310789385310333,0.381129707834929,0.535674512220145,0.37215993010552,0,-0.748748932510929,0,0,-0.839483908324564,-0.809829423753433,-0.839483908324564,-0.838016128061565,-0.427574160453519,0.394330888385547,0.28811614965866,0.379202100432946,-0.763462773038505
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.745532905118406,0.739479674045458,0.610768097733876,0.597382283498969,0.538264194368244,0.207788941548289,0.50832353100829,0.601179567363901,0.367679000376331,0,-0.578658934941422,0,0,-0.695090858929401,-0.669271124520381,-0.695090858929401,-0.692661320322031,-0.470138586942203,0.439492113445739,0.187317200191127,0.392676705952675,-0.714430157470916
"TWIST1",0.742579739856208,0.736538184628199,0.70399458746702,0.589780303952756,0.412411715269398,0.213100669608762,0.482120022082817,0.593159009255335,0.281591640267169,0,-0.569957073191642,0,0,-0.692388878312974,-0.665852158904399,-0.692388878312974,-0.68996029553275,-0.447188267756076,0.416378241792917,0.192768619560639,0.469342059262177,-0.706758811582387
"TGFbeta",0.604686097862808,0.600939818590063,0.575548339165713,0.571101258909425,0.413087275933059,0.0682856280243238,0.384728451521603,0.57964376777791,0.341657846923596,0,-0.536857342566423,0,0,-0.558873218272513,-0.635962809873341,-0.558873218272513,-0.557452813202703,-0.439520295343517,0.410727191895242,0.149210968412786,0.387893806775762,-0.580124462387472
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.645734849970292,0.64019162707798,0.711575152982368,0.689244698562042,0.438496460652144,-0.0133642500240842,0.410450942584666,0.578003329342134,0.304512675082619,0,-0.491261145017047,0,0,-0.596680550442529,-0.764105003381508,-0.596680550442529,-0.594470422832509,-0.569353273412826,0.540192547246112,-0.0335555131648713,0.305260848274145,-0.713979431296205
"SNAI1",0.528272803018234,0.53289102633579,0.505817833308892,0.413108161298687,0.263876858890791,0.152688864736861,0.244777914555639,0.422225721413623,0.129076279731338,0,-0.449426038665758,0,0,-0.4995426738946,-0.478260660001394,-0.4995426738946,-0.501060225905464,-0.361480282616116,0.341410855463361,0.138752075721663,0.319320089002917,-0.509814495957759
"miR9",-0.814727303256937,-0.609387314700571,-0.68145342306316,-0.339261102059036,-0.225075628234311,-0.256786686212889,-0.192483888047634,-0.302065094181572,-0.208621250581683,0,0.476550659611685,0,0,0.759738716544077,0.723907409876276,0.759738716544077,0.55766874051209,0.226026856591856,-0.192490889013335,-0.234389905440054,-0.198184763420486,0.579116509319439
"miR34a",-0.638419227592692,-0.733724992179989,-0.607170308422981,-0.700022147764607,-0.439332604702951,-0.196468953045985,-0.409397772418131,-0.608218398564538,-0.367014177422856,0,0.573819136868567,0,0,0.689044327646099,0.665325567096463,0.689044327646099,0.687224282083407,0.474288597753652,-0.443732545145617,-0.176102728688061,-0.412019823404819,0.610832663704502
"miR30c",-0.698622696733151,-0.58758614867128,-0.557663364410852,-0.541681786105537,-0.377225856968607,-0.15955351436329,-0.349531910581247,-0.551748388647418,-0.249215893396436,0,0.480030625577244,0,0,0.650464845402003,0.62408972090048,0.650464845402003,0.545715440222393,0.413365093913791,-0.385423788074285,-0.14124987466303,-0.337384689344573,0.562196274518714
"miR205",-0.832259455529088,-0.828434229822369,-0.703359082633901,-0.579788725818567,-0.363250727250241,-0.274640314445431,-0.32856173203493,-0.470507460747758,-0.336487663208116,0,0.693384101904573,0,0,0.775010547890548,0.745496788467955,0.775010547890548,0.773673813747794,0.373714661254504,-0.338010526450416,-0.25090747243714,-0.333922002400388,0.703487331470645
"miR200c",-0.807113518649128,-0.802993888988268,-0.679094148387871,-0.563346203535692,-0.419624609073988,-0.344961345817533,-0.387162844286468,-0.56354897731962,-0.367488116359319,0,0.66315199076836,0,0,0.752089151711579,0.725948304242629,0.752089151711579,0.75056590468732,0.437074089574937,-0.403374133569658,-0.322152358395623,-0.387202985036405,0.680557725536126
"miR200b",-0.449593380079503,-0.439611319494407,-0.268090404987134,-0.101855319219123,-0.00325205728822742,-0.0714683740922708,0.0093634810580129,0.0284801674167611,0.000776599248491334,0,0.28225912654571,0,0,0.425058436213124,0.331400305747686,0.425058436213124,0.420697479150805,-0.0251644765598963,0.0378877497671114,-0.0635046391280461,0.0413337563163323,0.25787806257432
