"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.917408674309549,0.813660911920305,0.900441216826414,0.610197006503245,0.479027794691009,0.857976853637664,0.419564943285386,0.682815861695128,0.474747767842635,0,-0.678888677610028,0,0,-0.93910784046866,-0.933695414394368,-0.93910784046866,-0.737865569184982,-0.523189080975399,0.459646874864575,0.774299232354409,0.492909657004528,-0.902016481230504
"ZEB1",0.792809016192013,0.888484263958564,0.872546309811107,0.783525696779054,0.544722047771826,0.839619625492236,0.488621323682342,0.753597050024164,0.533027937576941,0,-0.847888227796881,0,0,-0.917626532322119,-0.911321409874741,-0.917626532322119,-0.916080149719464,-0.591892223771389,0.531541716960924,0.759758706052598,0.5535555331949,-0.874369363023624
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.801563971616621,0.79357485785714,0.66752708399158,0.678025247468013,0.408434078918788,0.665629076244893,0.361850559555496,0.745983955435337,0.395554701325106,0,-0.610910145385999,0,0,-0.734611376132972,-0.725617792225499,-0.734611376132972,-0.731269457539911,-0.559566495924701,0.508365059008978,0.597135709338959,0.491398601115077,-0.770858337746906
"TWIST1",0.809091962888214,0.802726739809623,0.777764890585444,0.688741760727134,0.414479945761388,0.672091532724607,0.466865237600819,0.753845232661013,0.402450744608498,0,-0.63594124200055,0,0,-0.741985028949551,-0.732967681193316,-0.741985028949551,-0.739385773477563,-0.56616332877014,0.513999125856177,0.602403293484414,0.597364431343357,-0.780643749555447
"TGFbeta",0.651007365492751,0.646773439221663,0.626912389863915,0.642778002729983,0.435122368830585,0.628774764665564,0.391388903222119,0.701078684492522,0.433170800130849,0,-0.582935849807573,0,0,-0.591643995917285,-0.682360700382262,-0.591643995917285,-0.589989229802411,-0.527722496476167,0.480426572348359,0.666192074005752,0.481247759835707,-0.631377085209822
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.75938700102944,0.753360264078601,0.834523432200679,0.844832728676249,0.484810286327929,0.813489165903632,0.432881000680811,0.812189695045401,0.470494887957058,0,-0.601934519270712,0,0,-0.687608543145402,-0.879987995097242,-0.687608543145402,-0.685227963354034,-0.745270152769947,0.688924112580822,0.73843960293669,0.49626562671101,-0.836940442746628
"SNAI1",0.569321454874084,0.573717640592764,0.551234452764666,0.475415826877265,0.310962570449332,0.481751542167407,0.280289874929005,0.524609827128104,0.207362228400612,0,-0.490498372642216,0,0,-0.529716893974704,-0.519679086688994,-0.529716893974704,-0.531113698320209,-0.437403369026371,0.403055215296152,0.435037665555253,0.396395215498108,-0.555176335432003
"miR9",-0.940577958991852,-0.737865569184982,-0.826881269122038,-0.536475695027835,-0.419564943285386,-0.774299232354409,-0.363863906733286,-0.611923874919846,-0.429402511636929,0,0.607837504508236,0,0,0.859541277001168,0.855192911587036,0.859541277001168,0.658631605179444,0.459646874864575,-0.396280851454262,-0.6874734887819,-0.434150346730066,0.728249466663647
