"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.91818291563509,0.814540840813905,0.901905439797379,0.611889229711737,0.520358689647581,0.85855335144284,0.456051280535754,0.686833949356845,0.476680426280188,0,-0.679442741883308,0,0,-0.939649951948025,-0.935048531932401,-0.939649951948025,-0.738442153888088,-0.521833969449436,0.458585517969739,0.774584980575752,0.501236414666043,-0.903528208569993
"ZEB1",0.794123681741038,0.889943902097087,0.874876090172407,0.786075923572512,0.589504716378353,0.840684023713047,0.528593687893155,0.758847308705959,0.535974696178709,0,-0.848886143668231,0,0,-0.918671044864663,-0.913407163896494,-0.918671044864663,-0.917180739785798,-0.590897139186421,0.53070905951091,0.760490666592678,0.565715960324688,-0.876785342289472
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.808038703409099,0.801823906905649,0.680088135404596,0.690589897558716,0.661971668635686,0.671768222275434,0.609938108792567,0.756735624649809,0.484001882197845,0,-0.640656790148085,0,0,-0.74106754138816,-0.733471142744474,-0.74106754138816,-0.738544569192838,-0.570149886785642,0.518386091321627,0.602211476050397,0.527475515463194,-0.783974876951546
"TWIST1",0.793574718329605,0.788506816709046,0.762985109129731,0.570153773390212,0.43687969577509,0.660244243326155,0.485393422125297,0.63007418701972,0.399086008716502,0,-0.626178641056685,0,0,-0.728392004823429,-0.720022976336881,-0.728392004823429,-0.726344618935807,-0.518714187954785,0.467694926052383,0.591801502711763,0.594527524134898,-0.763249873746476
"TGFbeta",0.65266596336396,0.648748282636393,0.629523437343234,0.641111208637883,0.511530607069484,0.630137751873486,0.463509959938591,0.70128263664134,0.437153448438754,0,-0.584700077095169,0,0,-0.593059076394437,-0.684311596019957,-0.593059076394437,-0.591541548988113,-0.524188300631809,0.476873535173387,0.667082378333988,0.497961172337217,-0.634047283966385
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.761693365310288,0.756213698411899,0.838907085543063,0.849040049167695,0.639078432926175,0.815585350119908,0.582352421169927,0.818432928549161,0.48101253279161,0,-0.606799281214568,0,0,-0.689756987641486,-0.883381429439364,-0.689756987641486,-0.687626825825026,-0.74506009115557,0.688647809067826,0.740123684018243,0.514650654697131,-0.841542614377244
"SNAI1",0.569804015519732,0.574446175895227,0.552241217259589,0.469353102104514,0.343597371402451,0.481784003875164,0.309642891172859,0.520590101069271,0.208432056846253,0,-0.491085293492123,0,0,-0.530157429591855,-0.519703789204983,-0.530157429591855,-0.531665756240986,-0.435154578705757,0.400716239519639,0.435006614843423,0.410845838368412,-0.556609328996545
"miR9",-0.941081081658256,-0.738442153888088,-0.828033680650299,-0.537638397303302,-0.456051280535754,-0.774584980575752,-0.393348791401025,-0.614789427669163,-0.430803429821418,0,0.608326589433217,0,0,0.859893968841502,0.856169798520033,0.859893968841502,0.659019513602652,0.458585517969739,-0.394990746727909,-0.687611671863313,-0.441131230593917,0.729421331574792
"miR34a",-0.695170443802486,-0.790248952311425,-0.670961280555217,-0.784050668943306,-0.552367537634812,-0.662790518875229,-0.50104934082008,-0.750335376121546,-0.474657610032304,0,0.629986244284117,0,0,0.730325179908113,0.723011115104384,0.730325179908113,0.728378454069328,0.573548987459734,-0.522689855295118,-0.594697657468846,-0.535373006564501,0.674658886860008
"miR30c",-0.764281161879624,-0.653166392799814,-0.631442605472761,-0.635009143807551,-0.503340481451293,-0.635314894681684,-0.45470244060427,-0.708088674993249,-0.366858786865634,0,0.545039424728222,0,0,0.699759759514854,0.69142767662968,0.699759759514854,0.594951466174425,0.526612102682021,-0.478635088948701,-0.571222757811986,-0.472944906636951,0.636186647238662
"miR205",-0.927504495139929,-0.924325926371483,-0.812120055709116,-0.722197425934891,-0.537618683125943,-0.765268180877005,-0.475984046501247,-0.698035759390913,-0.504005186682379,0,0.789917574941249,0,0,0.848264946924558,0.844042634881631,0.848264946924558,0.847162024811208,0.539370115236741,-0.477215459484658,-0.680674732225923,-0.519129666477261,0.813653381153861
"miR200c",-0.882133969463604,-0.877970788823134,-0.76376163211448,-0.67568465433714,-0.561289917599877,-0.831036950034386,-0.504481425474235,-0.746220146143978,-0.501245157631939,0,0.737654354584288,0,0,0.808316090172544,0.802777682840439,0.808316090172544,0.806719455607777,0.566155432590215,-0.508739486384643,-0.753056923468734,-0.539320253462502,0.765556630052424
"miR200b",-0.882133969463604,-0.877970788823134,-0.76376163211448,-0.67568465433714,-0.561289917599877,-0.831036950034386,-0.504481425474235,-0.746220146143978,-0.501245157631939,0,0.737654354584288,0,0,0.808316090172544,0.802777682840439,0.808316090172544,0.806719455607777,0.566155432590215,-0.508739486384643,-0.753056923468734,-0.539320253462502,0.765556630052424
"miR200a",-0.882133969463604,-0.877970788823134,-0.76376163211448,-0.67568465433714,-0.561289917599877,-0.831036950034386,-0.504481425474235,-0.746220146143978,-0.501245157631939,0,0.737654354584288,0,0,0.808316090172544,0.802777682840439,0.808316090172544,0.806719455607777,0.566155432590215,-0.508739486384643,-0.753056923468734,-0.539320253462502,0.765556630052424
"miR141",-0.882133969463604,-0.877970788823134,-0.76376163211448,-0.67568465433714,-0.561289917599877,-0.831036950034386,-0.504481425474235,-0.746220146143978,-0.501245157631939,0,0.737654354584288,0,0,0.808316090172544,0.802777682840439,0.808316090172544,0.806719455607777,0.566155432590215,-0.508739486384643,-0.753056923468734,-0.539320253462502,0.765556630052424
"miR101",-0.783289632105303,-0.776119629362133,-0.649423809968157,-0.553585488102026,-0.427708369348881,-0.65142447064601,-0.377509431783017,-0.619488566784278,-0.390093285347738,0,0.598576381563696,0,0,0.718319579084856,0.710002567431791,0.718319579084856,0.715352081141811,0.509954445594815,-0.560168242630163,-0.584579092525398,-0.486776696311848,0.649482773358335
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",0.79965907827712,0.795621016048407,0.672681537975017,0.583429247219444,0.623103551756389,0.665735084092793,0.571380190276694,0.639900366548963,0.47695784984833,0,-0.643468659876487,0,0,-0.734469798804939,-0.726042460395959,-0.734469798804939,-0.732874353212363,-0.542388444973352,0.49097663321492,0.596681403507929,0.614098441530137,-0.674801841652346
"FOXC2",0.72043942293758,0.917180739785798,0.804179187475151,0.714837655331519,0.528593687893155,0.760490666592678,0.467498088903659,0.690003551493866,0.491630675164954,0,-0.781041769486438,0,0,-0.842289400718514,-0.837854628935264,-0.842289400718514,-0.841159388484703,-0.53070905951091,0.469281430826352,0.677097592730805,0.508486470865709,-0.805924062389273
