"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","FOXC2","SNAI1","TWIST1","GSC","TGFbeta","SNAI2","TWIST2","ZEB1","ZEB2"
"miR200c",0.752089151711579,0.752089151711579,0.725948304242629,0.75056590468732,0.66315199076836,0.437074089574937,-0.387202985036405,-0.367488116359319,-0.419624609073988,-0.322152358395623,-0.344961345817533,-0.56354897731962,-0.563346203535692,-0.802993888988268,-0.807113518649128
"miR200a",0.752089151711579,0.752089151711579,0.725948304242629,0.75056590468732,0.66315199076836,0.437074089574937,-0.387202985036405,-0.367488116359319,-0.419624609073988,-0.322152358395623,-0.344961345817533,-0.56354897731962,-0.563346203535692,-0.802993888988268,-0.807113518649128
"miR141",0.752089151711579,0.752089151711579,0.725948304242629,0.75056590468732,0.66315199076836,0.437074089574937,-0.387202985036405,-0.367488116359319,-0.419624609073988,-0.322152358395623,-0.344961345817533,-0.56354897731962,-0.563346203535692,-0.802993888988268,-0.807113518649128
"miR101",0.67058140116934,0.67058140116934,0.644035669841418,0.667714592015178,0.53531516820212,0.397405763344444,-0.354740933192987,-0.273465389343701,-0.304661691847546,-0.208901795674452,-0.228307485429726,-0.466389159285168,-0.461585608081354,-0.712241438648224,-0.719254954398302
"miR34a",0.689044327646099,0.689044327646099,0.665325567096463,0.687224282083407,0.573819136868567,0.474288597753652,-0.412019823404819,-0.367014177422856,-0.439332604702951,-0.176102728688061,-0.196468953045985,-0.608218398564538,-0.700022147764607,-0.733724992179989,-0.638419227592692
"miR200b",0.425058436213124,0.425058436213124,0.331400305747686,0.420697479150805,0.28225912654571,-0.0251644765598963,0.0413337563163323,0.000776599248491334,-0.00325205728822742,-0.0635046391280461,-0.0714683740922708,0.0284801674167611,-0.101855319219123,-0.439611319494407,-0.449593380079503
"SNAI1",-0.4995426738946,-0.4995426738946,-0.478260660001394,-0.501060225905464,-0.449426038665758,-0.361480282616116,0.319320089002917,0.129076279731338,0.263876858890791,0.138752075721663,0.152688864736861,0.422225721413623,0.413108161298687,0.53289102633579,0.528272803018234
"TGFbeta",-0.558873218272513,-0.558873218272513,-0.635962809873341,-0.557452813202703,-0.536857342566423,-0.439520295343517,0.387893806775762,0.341657846923596,0.413087275933059,0.149210968412786,0.0682856280243238,0.57964376777791,0.571101258909425,0.600939818590063,0.604686097862808
"FOXC2",-0.782775049030321,-0.782775049030321,-0.756448053121998,-0.781725614290888,-0.701724736615949,-0.394330888385547,0.350916452249094,0.349100915678203,0.381129707834929,0.263712540869154,0.28811614965866,0.499082021826772,0.597732814331484,0.838016128061565,0.641231601655998
"SNAI2",-0.596680550442529,-0.596680550442529,-0.764105003381508,-0.594470422832509,-0.491261145017047,-0.569353273412826,0.305260848274145,0.304512675082619,0.438496460652144,-0.0335555131648713,-0.0133642500240842,0.578003329342134,0.689244698562042,0.64019162707798,0.645734849970292
"ZEB1",-0.839483908324564,-0.839483908324564,-0.809829423753433,-0.838016128061565,-0.748748932510929,-0.427574160453519,0.379202100432946,0.37215993010552,0.413350867999813,0.28811614965866,0.310789385310333,0.535674512220145,0.643138862132884,0.789419435445784,0.693455617293261
"TWIST1",-0.692388878312974,-0.692388878312974,-0.665852158904399,-0.68996029553275,-0.569957073191642,-0.447188267756076,0.469342059262177,0.281591640267169,0.412411715269398,0.192768619560639,0.213100669608762,0.593159009255335,0.589780303952756,0.736538184628199,0.742579739856208
"GSC",-0.693197871624319,-0.693197871624319,-0.667578045162273,-0.691677126581136,-0.586791415158224,-0.457533578965204,0.487405996368545,0.36724809090545,0.508285424300853,0.214719582419046,0.235364438399107,0.497168748399259,0.497163190571734,0.738815259746755,0.742709071587587
"TWIST2",-0.695090858929401,-0.695090858929401,-0.669271124520381,-0.692661320322031,-0.578658934941422,-0.470138586942203,0.392676705952675,0.367679000376331,0.538264194368244,0.187317200191127,0.207788941548289,0.601179567363901,0.597382283498969,0.739479674045458,0.745532905118406
"ZEB2",-0.811837487658359,-0.811837487658359,-0.772957474061128,-0.609387314700571,-0.519863535771666,-0.256781791073236,0.224467697414794,0.229695659726785,0.25500094829121,0.256786686212889,0.277802061460263,0.335779857448584,0.381065455586443,0.656811057179332,0.762923318968299
