"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.80643954968542,0.80643954968542,0.799574898755088,0.804807968090777,0.736036955769426,0.563347729392886,-0.494904952715748,-0.532856228683826,-0.532739053456654,-0.670517494065037,-0.737568135460337,-0.751532208318496,-0.875761444121204,-0.829160648497883,-0.880007378022417
"miR200b",0.80643954968542,0.80643954968542,0.799574898755088,0.804807968090777,0.736036955769426,0.563347729392886,-0.494904952715748,-0.532856228683826,-0.532739053456654,-0.670517494065037,-0.737568135460337,-0.751532208318496,-0.875761444121204,-0.829160648497883,-0.880007378022417
"miR200a",0.80643954968542,0.80643954968542,0.799574898755088,0.804807968090777,0.736036955769426,0.563347729392886,-0.494904952715748,-0.532856228683826,-0.532739053456654,-0.670517494065037,-0.737568135460337,-0.751532208318496,-0.875761444121204,-0.829160648497883,-0.880007378022417
"miR141",0.80643954968542,0.80643954968542,0.799574898755088,0.804807968090777,0.736036955769426,0.563347729392886,-0.494904952715748,-0.532856228683826,-0.532739053456654,-0.670517494065037,-0.737568135460337,-0.751532208318496,-0.875761444121204,-0.829160648497883,-0.880007378022417
"miR101",0.717596619741588,0.717596619741588,0.707349736134379,0.714523425728434,0.597726387219001,0.507676290369432,-0.384664208990985,-0.482664394930493,-0.415684513173096,-0.540915371500818,-0.616860485065946,-0.583660043689098,-0.775028662943468,-0.65006047499039,-0.782487690707893
"miR34a",0.722289235837303,0.722289235837303,0.713177009848869,0.720431149269907,0.622908575698124,0.564973426547268,-0.461784219934125,-0.518831034774944,-0.493480519095045,-0.665949635970414,-0.734424166993502,-0.58832489903901,-0.78123103309395,-0.655147991416099,-0.685969808386544
"SNAI1",-0.525284888037655,-0.525284888037655,-0.51478617022491,-0.526685778206435,-0.485658043349832,-0.427999659809952,0.195102517805733,0.398587756198513,0.316380310109676,0.446938908254317,0.516379098767487,0.431208838813811,0.569024327081614,0.477629502314574,0.564658250202696
"TGFbeta",-0.580895696193915,-0.580895696193915,-0.670605509034815,-0.579675600028458,-0.573952276791447,-0.512674466744733,0.420128691498,0.476096173455993,0.447162242421541,0.521543970855318,0.682702533307619,0.657605571617594,0.635357736393044,0.618905608492261,0.638578878490692
"FOXC2",-0.840821477252512,-0.840821477252512,-0.835298357436513,-0.839662040833905,-0.779630601908938,-0.52857344167568,0.485469473205142,0.502409292581514,0.509029465767403,0.709445157667753,0.683035639035333,0.676196834839213,0.915310733563604,0.759088916771344,0.71865690851222
"SNAI2",-0.694880346007909,-0.694880346007909,-0.88715620417865,-0.69266103760705,-0.614138640015478,-0.749350372522532,0.48240420753026,0.516778174786507,0.524232426464363,0.549607801454967,0.817841408152815,0.74317904979235,0.762061216527852,0.819598063067703,0.767790428361646
"ZEB1",-0.916836470400804,-0.916836470400804,-0.910275524412124,-0.915310733563604,-0.847251464268759,-0.588467764393424,0.528929985517253,0.558948830260143,0.567677060045687,0.779630601908938,0.750447788221681,0.759088916771344,0.887720140447284,0.838842888352315,0.792008105279834
"GSC",-0.736547342361098,-0.736547342361098,-0.726737488671676,-0.734837810954148,-0.645554591061298,-0.563715680599701,0.47527057283076,0.612033811694895,0.610657337800408,0.586823010618109,0.642994657338343,0.597923759844319,0.797748212353289,0.667080042088942,0.802070136752066
"TWIST2",-0.737919900210146,-0.737919900210146,-0.728394361110463,-0.735362947997933,-0.638451309693712,-0.576263918978121,0.476939824312111,0.515431051883564,0.61017123069261,0.579744430265784,0.746787071338062,0.599325813088648,0.798220107052766,0.668341388154618,0.804532328638773
"TWIST1",-0.738449489601784,-0.738449489601784,-0.728771898706208,-0.735921848180086,-0.633906848087105,-0.55957576594629,0.399168486348883,0.599712101765987,0.430023982707086,0.574740294960219,0.743829159016654,0.599246813126239,0.79901750348854,0.668540621633383,0.80525981113172
"ZEB2",-0.938428455464534,-0.938428455464534,-0.932782228922852,-0.737184980936761,-0.678344773804399,-0.520096725742471,0.471012051506449,0.496074928253556,0.500709063942043,0.607333947132336,0.679899710423734,0.773782669926477,0.812957344248215,0.85731345584338,0.916717446728295
