"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.781616071854633,0.781616071854633,0.77302716219307,0.779485076133027,0.68718059501248,0.501674385129117,-0.384624121408454,-0.462290807926904,-0.493890633632392,-0.635881014065558,-0.695364943364997,-0.740563643410809,-0.84151669639369,-0.811661508838381,-0.847183838278527
"miR200b",0.781616071854633,0.781616071854633,0.77302716219307,0.779485076133027,0.68718059501248,0.501674385129117,-0.384624121408454,-0.462290807926904,-0.493890633632392,-0.635881014065558,-0.695364943364997,-0.740563643410809,-0.84151669639369,-0.811661508838381,-0.847183838278527
"miR200a",0.781616071854633,0.781616071854633,0.77302716219307,0.779485076133027,0.68718059501248,0.501674385129117,-0.384624121408454,-0.462290807926904,-0.493890633632392,-0.635881014065558,-0.695364943364997,-0.740563643410809,-0.84151669639369,-0.811661508838381,-0.847183838278527
"miR141",0.781616071854633,0.781616071854633,0.77302716219307,0.779485076133027,0.68718059501248,0.501674385129117,-0.384624121408454,-0.462290807926904,-0.493890633632392,-0.635881014065558,-0.695364943364997,-0.740563643410809,-0.84151669639369,-0.811661508838381,-0.847183838278527
"miR101",0.693554685186452,0.693554685186452,0.681674426902016,0.690160417079234,0.553001735126372,0.450707503072731,-0.283891379958625,-0.417538436019448,-0.366779465277108,-0.520701288070476,-0.576817971558938,-0.57233346875917,-0.742665386783644,-0.632816587744374,-0.751124684410986
"miR34a",0.622130495554113,0.622130495554113,0.610292166475527,0.619269374178066,0.472177133840853,0.408393665171731,-0.218006696152896,-0.349705234107702,-0.366504268926019,-0.655912753468409,-0.607533754270099,-0.519486155986361,-0.663440212563858,-0.570459659933163,-0.570489861904565
"TWIST2",-0.402074468221681,-0.402074468221681,-0.393649065999018,-0.393791755686549,-0.267265389312036,-0.212253016835965,0.0859337827653807,0.172561130989543,0.244655631609885,0.350837275054264,0.38373102960334,0.336618501770273,0.421478894535616,0.368071132396112,0.440164400186932
"SNAI1",-0.49980174615948,-0.49980174615948,-0.488098428559898,-0.500722131349807,-0.44063995559208,-0.372629696208491,0.102047784020624,0.334339266260706,0.278540245364527,0.436319791940628,0.478955659594881,0.417602608875386,0.536062929430654,0.457980796287907,0.532729111178816
"TGFbeta",-0.551241052035088,-0.551241052035088,-0.639707908054193,-0.549115405554904,-0.517654629302012,-0.446337956696468,0.304914478720101,0.39917149037942,0.426333824683436,0.590136693925735,0.639668979289868,0.642833626410206,0.596013673253652,0.596826334676322,0.601431737516357
"SNAI2",-0.547799432504579,-0.547799432504579,-0.736501251822876,-0.542440249342878,-0.422427403548202,-0.54539981312331,0.208244479200519,0.291190575842838,0.431338097828421,0.687550015668916,0.635791628283182,0.638297470319827,0.589709462979562,0.692837403771203,0.60224266165059
"FOXC2",-0.81291200541822,-0.81291200541822,-0.805447757841175,-0.811192312117284,-0.725077568256371,-0.459768988073901,0.362603771770683,0.425629415582303,0.455652057576958,0.671366474610701,0.635510844481493,0.663319970965631,0.877173025693603,0.739165435071459,0.682149548269409
"ZEB1",-0.879448447925701,-0.879448447925701,-0.870685607049575,-0.877173025693603,-0.780164078093648,-0.505400424195579,0.390569484846982,0.46724428409468,0.501293971669795,0.731268759042234,0.691424376755987,0.739165435071459,0.838893988333896,0.810206448572003,0.744955370780552
"TWIST1",-0.702578632160169,-0.702578632160169,-0.691211328213671,-0.699407556395183,-0.571167106112112,-0.480510691306149,0.263150355046341,0.507545199309756,0.455050728262774,0.636579732765273,0.692340283272712,0.580034938791683,0.752609538333718,0.6412543270924,0.76048579570819
"GSC",-0.712046813496811,-0.712046813496811,-0.700627816412258,-0.709948589232474,-0.599601819734616,-0.504240535696505,0.369926089528654,0.543184700579141,0.563649894551477,0.551843169102452,0.602645983460975,0.586650490678254,0.764530671671142,0.649512591192498,0.769938936249007
"ZEB2",-0.923015422396233,-0.923015422396233,-0.916028897320238,-0.721439046425764,-0.642661172053428,-0.472440986301354,0.379781878652756,0.44091736293011,0.467355167236523,0.585294140876335,0.649955006555837,0.769017143219416,0.789640070657963,0.847598358016189,0.894344805481094
