"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.901805449039447,0.742346200774164,0.877070530280512,0.594076729821437,0.513646059205297,0.832002386353565,0.453084181538156,0.671681567475687,0.467132103828086,0,-0.637850957840568,0,0,-0.904133804491038,-0.904539639369506,-0.904133804491038,-0.681252093841934,-0.518140195547114,0.457804250879177,0.756671285729421,0.495634685779702,-0.880183258972481
"ZEB1",0.755115504825586,0.768225088942155,0.823544579858923,0.745074939483926,0.567726829455405,0.782598594288739,0.513610693485514,0.723539503225968,0.512420617281247,0,-0.771635657283886,0,0,-0.848535067274854,-0.852317186387762,-0.848535067274854,-0.813129421424999,-0.573631457793647,0.519522412561562,0.714608319799009,0.546863945748111,-0.82773998172338
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.488608038862991,0.158187910258515,0.34807499543326,0.384130280333499,0.436983089039651,0.266865775117648,0.414125983773031,0.471259014287984,0.283878408765692,0,-0.210636174707831,0,0,-0.295834017550495,-0.343339434187603,-0.295834017550495,-0.135213213911141,-0.369231829579529,0.34649156631733,0.238421514279085,0.322716303253635,-0.459043548383194
"TWIST1",0.770677756779423,0.688541845013285,0.729574952546786,0.649653688204314,0.521389436424761,0.616154665610183,0.57553973836369,0.72315584355475,0.381391176925721,0,-0.562200067424051,0,0,-0.675510325698694,-0.675238895483297,-0.675510325698694,-0.641563627150428,-0.547068548014971,0.501069458571272,0.558753050809627,0.590774914403809,-0.735143941855629
"TGFbeta",0.61159985403781,0.531072276779639,0.578469594436913,0.603094630034516,0.490370523589944,0.570617057497656,0.449269908805119,0.670121633804589,0.4124546593774,0,-0.508581871259749,0,0,-0.522845169672358,-0.623355094094396,-0.522845169672358,-0.489638555108774,-0.508573032504246,0.467589084822914,0.619728175778614,0.477318675837482,-0.585875866834776
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.625572015215399,0.444968973162924,0.684885556208073,0.713050798348882,0.547555254804642,0.635523674453382,0.507826766084338,0.696358342158118,0.395919101573808,0,-0.396941782801121,0,0,-0.488065520295768,-0.704182753370642,-0.488065520295768,-0.403614481691712,-0.664540228441787,0.624534525561832,0.584720044217382,0.432867749046402,-0.694433356222185
"SNAI1",0.540265360961071,0.488324709420604,0.514900071128719,0.44591444928149,0.330740338663576,0.438945373434028,0.30159087388473,0.501502824164678,0.190012191229606,0,-0.434096265305236,0,0,-0.47872904591571,-0.475621160273613,-0.47872904591571,-0.456744313966227,-0.422345505118473,0.392538700085737,0.400143693834658,0.39599366199778,-0.520912304135182
"miR9",-0.930943205701488,-0.681252093841934,-0.810870699332365,-0.526287587413884,-0.453084181538156,-0.756671285729421,-0.392823345327952,-0.605939546968471,-0.425326928149567,0,0.577724657031175,0,0,0.834531466386376,0.834704686132755,0.834531466386376,0.616319923916452,0.457804250879177,-0.396223703766715,-0.677772658310867,-0.438598056751886,0.713426620804177
"miR34a",-0.58700621216323,-0.528237939423938,-0.54597769624243,-0.678598894800228,-0.482978176722668,-0.50839349937795,-0.445632280031834,-0.656935186377694,-0.408747039668504,0,0.453966368746461,0,0,0.555208265590439,0.57473597566772,0.555208265590439,0.48985497796732,0.511713007032317,-0.474220835608858,-0.461665916665001,-0.472788612002139,0.554686020321344
"miR30c",-0.718065901500724,-0.526953702695878,-0.574249454771691,-0.591181685375306,-0.476420348397456,-0.570558352411532,-0.435243355675993,-0.667652408020701,-0.338457391020944,0,0.462383884860317,0,0,0.62456124371294,0.624174623662353,0.62456124371294,0.485347717140701,0.50296094554577,-0.461873273782658,-0.519717245208596,-0.448596389710207,0.581819707690313
"miR205",-0.904685792882115,-0.835686013055435,-0.779502115108948,-0.697470019907865,-0.526623231018118,-0.728915167479679,-0.469787961024953,-0.677831701324634,-0.490695337096495,0,0.737256115673173,0,0,0.80253154629745,0.804645997697431,0.80253154629745,0.775109363251536,0.531646113279652,-0.473758856055588,-0.655273527682351,-0.509733139662893,0.782667538996043
"miR200c",-0.855690885782007,-0.784061747185381,-0.727357158472899,-0.647109767174096,-0.548148446850351,-0.790356505074219,-0.496806397831559,-0.721875663989366,-0.485623657191961,0,0.680466757934405,0,0,0.757798124610909,0.758858266688528,0.757798124610909,0.728948447422348,0.556431918549382,-0.504021007858665,-0.723327108416432,-0.527733827373497,0.73110683492784
"miR200b",-0.855690885782007,-0.784061747185381,-0.727357158472899,-0.647109767174096,-0.548148446850351,-0.790356505074219,-0.496806397831559,-0.721875663989366,-0.485623657191961,0,0.680466757934405,0,0,0.757798124610909,0.758858266688528,0.757798124610909,0.728948447422348,0.556431918549382,-0.504021007858665,-0.723327108416432,-0.527733827373497,0.73110683492784
"miR200a",-0.855690885782007,-0.784061747185381,-0.727357158472899,-0.647109767174096,-0.548148446850351,-0.790356505074219,-0.496806397831559,-0.721875663989366,-0.485623657191961,0,0.680466757934405,0,0,0.757798124610909,0.758858266688528,0.757798124610909,0.728948447422348,0.556431918549382,-0.504021007858665,-0.723327108416432,-0.527733827373497,0.73110683492784
"miR141",-0.855690885782007,-0.784061747185381,-0.727357158472899,-0.647109767174096,-0.548148446850351,-0.790356505074219,-0.496806397831559,-0.721875663989366,-0.485623657191961,0,0.680466757934405,0,0,0.757798124610909,0.758858266688528,0.757798124610909,0.728948447422348,0.556431918549382,-0.504021007858665,-0.723327108416432,-0.527733827373497,0.73110683492784
"miR101",-0.758401322360868,-0.692504486304316,-0.615580028620847,-0.530628640819906,-0.415038499999177,-0.613813070141956,-0.369820877810088,-0.599955607107284,-0.37540168645049,0,0.54698240612752,0,0,0.672782842479331,0.669278977028111,0.672782842479331,0.646112508754082,0.49928705510267,-0.553887547203163,-0.557299056876417,-0.475587686303654,0.617296612853336
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",0.777962259863746,0.71327415139526,0.643242717058501,0.562105096530233,0.615574655695202,0.63045892114324,0.568668673291372,0.626914784833847,0.466315888622716,0,-0.593260183016376,0,0,-0.6908201695509,-0.687939151370481,-0.6908201695509,-0.664803477607297,-0.556243890086662,0.509054304982385,0.571144159493872,0.606278189867874,-0.647506558035492
"FOXC2",0.691212112309556,0.813129421424999,0.763937169491301,0.683820482861715,0.513610693485514,0.714608319799009,0.458494250295677,0.664344896949459,0.474409870282529,0,-0.717724994825201,0,0,-0.785837054206136,-0.789392323856854,-0.785837054206136,-0.754743671593195,-0.519522412561562,0.463487053894624,0.64360593976912,0.495643154508811,-0.767673086498027
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
