"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.808499633963063,0.808499633963063,0.802026628881961,0.80699692416722,0.73743003292952,0.569611501826806,-0.50192711664049,-0.498488233765428,-0.562702744848568,-0.674664005085112,-0.743671846652918,-0.752967406744834,-0.878376496797814,-0.831104481706194,-0.882181654341281
"miR200b",0.808499633963063,0.808499633963063,0.802026628881961,0.80699692416722,0.73743003292952,0.569611501826806,-0.50192711664049,-0.498488233765428,-0.562702744848568,-0.674664005085112,-0.743671846652918,-0.752967406744834,-0.878376496797814,-0.831104481706194,-0.882181654341281
"miR200a",0.808499633963063,0.808499633963063,0.802026628881961,0.80699692416722,0.73743003292952,0.569611501826806,-0.50192711664049,-0.498488233765428,-0.562702744848568,-0.674664005085112,-0.743671846652918,-0.752967406744834,-0.878376496797814,-0.831104481706194,-0.882181654341281
"miR141",0.808499633963063,0.808499633963063,0.802026628881961,0.80699692416722,0.73743003292952,0.569611501826806,-0.50192711664049,-0.498488233765428,-0.562702744848568,-0.674664005085112,-0.743671846652918,-0.752967406744834,-0.878376496797814,-0.831104481706194,-0.882181654341281
"miR101",0.718233894811165,0.718233894811165,0.708164035382917,0.715462207500143,0.597971689085061,0.511513114259876,-0.390225976775378,-0.403803103136266,-0.428499264940668,-0.555721708316126,-0.619897710567883,-0.58434010961278,-0.775999015281342,-0.650727099276632,-0.782593626008745
"miR34a",0.730950469295334,0.730950469295334,0.722747185604814,0.72897476258854,0.629802309132929,0.579214203209729,-0.475870919821617,-0.479552136819062,-0.555047902804386,-0.785808608050307,-0.750614919606987,-0.595083357346152,-0.790773800549113,-0.662970698688297,-0.695619784593877
"SNAI1",-0.531612932309504,-0.531612932309504,-0.521763379834255,-0.532795007888438,-0.490971720754618,-0.440221243695893,0.20957239544692,0.311727488081225,0.350013627224722,0.477833462478737,0.52839595758886,0.436226057775541,0.575877447221577,0.483544991666064,0.571704757059663
"TGFbeta",-0.59432978311927,-0.59432978311927,-0.685309004572509,-0.59258176218576,-0.58477711177679,-0.532670515969943,0.438913163798627,0.438850969569302,0.516426496024262,0.646064635732043,0.70637372363747,0.668093140498154,0.649750794885817,0.630953459134686,0.654030605970075
"FOXC2",-0.842450293935643,-0.842450293935643,-0.83730231915505,-0.841357696165799,-0.780962118716964,-0.534108966478893,0.492391572019558,0.490240755165187,0.529724316752683,0.714313352317947,0.68833922451328,0.677027330156176,0.917482000271575,0.760444415583312,0.720527230981164
"SNAI2",-0.690342640208246,-0.690342640208246,-0.882964339910033,-0.688211798334693,-0.606809328600376,-0.752787199853388,0.482542237940548,0.490089472332643,0.641445183282304,0.849617848845394,0.817884629044864,0.740303175954643,0.756866714432331,0.815871367653045,0.762220994828167
"ZEB1",-0.918886482849272,-0.918886482849272,-0.912721772070935,-0.917482000271575,-0.848794508777797,-0.594750532528761,0.53674090127991,0.546210873955243,0.590687694581179,0.785317851665674,0.756476495375782,0.760444415583312,0.890237899740783,0.840593867270304,0.794129325190746
"GSC",-0.736250435831661,-0.736250435831661,-0.726731326515359,-0.73447497638259,-0.644302222717719,-0.567847782838985,0.480650437198653,0.587244993633764,0.628460096276998,0.586608881159207,0.646362600017759,0.597859863828278,0.797321653248568,0.666923312630965,0.801742228361155
"TWIST1",-0.737146110919558,-0.737146110919558,-0.728300573777834,-0.734052495480303,-0.613125624726262,-0.563630012961679,0.400158467623449,0.410420948089129,0.539390409893394,0.680948161610853,0.750352445850113,0.59894227461849,0.796753012534643,0.667698986959105,0.804052434287837
"TWIST2",-0.742714412637452,-0.742714412637452,-0.734005539302771,-0.740008321730091,-0.641533405000009,-0.587416777852366,0.487525548171322,0.493192097565121,0.666480392634197,0.693708268984347,0.759254020152551,0.603272106407783,0.80337945401428,0.672838635390936,0.80988766585158
"ZEB2",-0.939874835942562,-0.939874835942562,-0.934555469993477,-0.738736061317739,-0.679420895403762,-0.525018827309916,0.477312577015096,0.479941203129983,0.521449424795452,0.611285697350435,0.684787407173169,0.774604236230034,0.814798612657907,0.858451158538495,0.918204064035805
