"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.916717446728295,0.812957344248215,0.899816863692894,0.607333947132336,0.500709063942043,0.85731345584338,0.438539814835964,0.679899710423734,0.471012051506449,0,-0.678344773804399,0,0,-0.938428455464534,-0.932782228922852,-0.938428455464534,-0.737184980936761,-0.520096725742471,0.456996053487512,0.773782669926477,0.496074928253556,-0.900296329140545
"ZEB1",0.792008105279834,0.887720140447284,0.871994379914289,0.779630601908938,0.567677060045687,0.838842888352315,0.509029465767403,0.750447788221681,0.528929985517253,0,-0.847251464268759,0,0,-0.916836470400804,-0.910275524412124,-0.916836470400804,-0.915310733563604,-0.588467764393424,0.52857344167568,0.759088916771344,0.558948830260143,-0.87250741659692
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.804532328638773,0.798220107052766,0.676953887408361,0.579744430265784,0.61017123069261,0.668341388154618,0.560417203873598,0.746787071338062,0.476939824312111,0,-0.638451309693712,0,0,-0.737919900210146,-0.728394361110463,-0.737919900210146,-0.735362947997933,-0.576263918978121,0.524883841528999,0.599325813088648,0.515431051883564,-0.778228356191524
"TWIST1",0.80525981113172,0.79901750348854,0.774394369264973,0.574740294960219,0.430023982707086,0.668540621633383,0.479585519549684,0.743829159016654,0.399168486348883,0,-0.633906848087105,0,0,-0.738449489601784,-0.728771898706208,-0.738449489601784,-0.735921848180086,-0.55957576594629,0.50773649583079,0.599246813126239,0.599712101765987,-0.774052914669828
"TGFbeta",0.638578878490692,0.635357736393044,0.615876805182558,0.521543970855318,0.447162242421541,0.618905608492261,0.401684371991778,0.682702533307619,0.420128691498,0,-0.573952276791447,0,0,-0.580895696193915,-0.670605509034815,-0.580895696193915,-0.579675600028458,-0.512674466744733,0.466360017606749,0.657605571617594,0.476096173455993,-0.617222737939459
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.767790428361646,0.762061216527852,0.843696810303567,0.549607801454967,0.524232426464363,0.819598063067703,0.468738586836005,0.817841408152815,0.48240420753026,0,-0.614138640015478,0,0,-0.694880346007909,-0.88715620417865,-0.694880346007909,-0.69266103760705,-0.749350372522532,0.692323953185826,0.74317904979235,0.516778174786507,-0.844358249978059
"SNAI1",0.564658250202696,0.569024327081614,0.546892683366724,0.446938908254317,0.316380310109676,0.477629502314574,0.284751387872295,0.516379098767487,0.195102517805733,0,-0.485658043349832,0,0,-0.525284888037655,-0.51478617022491,-0.525284888037655,-0.526685778206435,-0.427999659809952,0.394443069958664,0.431208838813811,0.398587756198513,-0.548763951685845
"miR9",-0.939910373736987,-0.737184980936761,-0.826302406811822,-0.534293714863568,-0.438539814835964,-0.773782669926477,-0.37920749313642,-0.609348424871083,-0.426098585909151,0,0.607333947132336,0,0,0.858941009936416,0.854379775651824,0.858941009936416,0.658039486053772,0.456996053487512,-0.394138910630369,-0.687137313861835,-0.43657411436316,0.72672492884758
