"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.755437465782451,0.577978909686434,0.710713273491833,0.0201069441470405,0.253236377298076,0.72858399903577,0.233463973315145,0.315237847599569,0.226687373588479,0,0.344444624820376,0,0,-0.781401502821391,-0.747573756830138,-0.781401502821391,-0.548597181630534,-0.259564572185487,0.241419325520232,0.683470587557615,0.31293439824211,-0.694474159376694
"ZEB1",0.346079519272743,0.347004892134269,0.391233865173438,-0.247130534831926,-0.0222453680093605,0.442207179825254,-0.0304298473689399,-0.0560872017508037,-0.0284591754481884,0,0.364421081107836,0,0,-0.478052240053462,-0.427771657820792,-0.478052240053462,-0.436305268588581,0.04748205360552,-0.0546810297511348,0.425585514971457,0.0126786259720818,-0.36082119179584
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.64481585601006,0.572191877203406,0.492975715441806,0.185377746699281,0.413721505298536,0.536465297540262,0.401676562069623,0.422637183566556,0.259480239463173,0,0.26227713400527,0,0,-0.580605072186403,-0.54641381025903,-0.580605072186403,-0.549823606594166,-0.342142139124627,0.330270307345417,0.502441178518378,0.343448964913363,-0.58205679132045
"TWIST1",0.630256609352267,0.555557763854218,0.574021557229487,0.147315723564228,0.274676383600903,0.522815014799077,0.363221332915524,0.395813915484764,0.16393057423699,0,0.291892054290147,0,0,-0.566139278907912,-0.530471606990674,-0.566139278907912,-0.53435563671872,-0.304981233725129,0.293730941485775,0.490587178204061,0.409474407254003,-0.561323730987786
"TGFbeta",0.543281774475122,0.485275513293742,0.499712888283592,0.255923828275557,0.331134106660878,0.544085249626131,0.317346432346888,0.456647506295372,0.268105162812158,0,0.143858279897943,0,0,-0.486320984159148,-0.557016862353243,-0.486320984159148,-0.46238033305095,-0.355192207034853,0.342142266487885,0.609115578076799,0.367314069292572,-0.492673802949467
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.626895240682729,0.556971881967016,0.679879482528974,0.377626691364015,0.418611264444202,0.709182486317917,0.401845442922941,0.51538834778744,0.276485690003809,0,0.25859271914578,0,0,-0.558506003804599,-0.726931929121774,-0.558506003804599,-0.529457036550255,-0.538033617100728,0.522138423361223,0.667112293771705,0.355812939637821,-0.668686510350354
"SNAI1",0.452548406628318,0.41046624179636,0.417682103353529,0.119524597616018,0.168813053722447,0.384040453156464,0.161894431351219,0.290616551724993,0.0478254471252932,0,0.148072724734339,0,0,-0.414260482373382,-0.38650363349385,-0.414260482373382,-0.395950481739973,-0.265943960183902,0.258781538728862,0.362012562925182,0.279645934834612,-0.411324327887507
"miR9",-0.818874443932368,-0.548597181630534,-0.67959024454899,-0.0206419559487714,-0.233463973315145,-0.683470587557615,-0.218849473890519,-0.299870292715444,-0.217815783715417,0,-0.325063676674863,0,0,0.742445365296653,0.712723215843525,0.742445365296653,0.51328095973384,0.241419325520232,-0.225370693301387,-0.630171430951034,-0.289552409809171,0.565077411647034
"miR34a",-0.528354782775987,-0.557652812019148,-0.480331213158511,-0.295806848028211,-0.30719270926351,-0.523650625107329,-0.295047816888979,-0.421660657069867,-0.253849532245355,0,-0.246506443843057,0,0,0.566009741851996,0.533186221064783,0.566009741851996,0.536260739622324,0.339949102071798,-0.328204000523977,-0.491040518140208,-0.351708673098699,0.470244461890118
