"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.914057598666983,0.813400432996501,0.899885327797433,0.610786768742164,0.520787714411317,0.857263516701471,0.456693027024255,0.683999160870498,0.476529430300531,0,-0.678641325233784,0,0,-0.937894659948045,-0.932781620003141,-0.937894659948045,-0.737770873459246,-0.524435635726561,0.460877406246544,0.773915114641642,0.500895538137852,-0.901733212117299
"ZEB1",0.789835312429147,0.889003168367954,0.873023486952128,0.785012839696558,0.590248276082411,0.83933580578753,0.52951662034124,0.755931158637304,0.536239045549942,0,-0.848321423638584,0,0,-0.916874973503965,-0.910969018519633,-0.916874973503965,-0.916638151100869,-0.594375037968653,0.533927768158168,0.759672785576622,0.565701566427969,-0.875173483732251
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.807372695558248,0.804618379573384,0.683348900139099,0.695301718046398,0.667659718176113,0.673140727097117,0.61529562543551,0.760567473957626,0.488631069508233,0,-0.643521625690787,0,0,-0.742463350701559,-0.73409213283292,-0.742463350701559,-0.741296474236273,-0.588592701500661,0.536196796206432,0.603639993305284,0.531066568913201,-0.787439063546394
"TWIST1",0.807221261287368,0.804593770753517,0.779808706708268,0.69138501723388,0.546077942737814,0.672746310244069,0.593279676742711,0.757650455327601,0.406624865249931,0,-0.637823396550193,0,0,-0.742266152435637,-0.733739786949629,-0.742266152435637,-0.741144765074676,-0.569927879468296,0.517229533432746,0.603084695215615,0.6117429350711,-0.783098153943294
"TGFbeta",0.641343289285537,0.643332943697855,0.6221189567404,0.64207403809072,0.512674654700228,0.624799632208401,0.465346618554712,0.701449797808835,0.435284577781381,0,-0.580079819363268,0,0,-0.586365711077679,-0.678042441051974,-0.586365711077679,-0.587133992773771,-0.529056918566508,0.482011986712895,0.663067013158761,0.495343083847149,-0.627650493321337
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.758815570477853,0.756613107677709,0.838776215442405,0.850057038298133,0.641704474892365,0.81519163694169,0.584968224390559,0.818133199908602,0.482785378926908,0,-0.607416099948436,0,0,-0.689088255369411,-0.881994144570267,-0.689088255369411,-0.688204352310577,-0.75306115118801,0.696321429085159,0.739983396280902,0.515891859035412,-0.841672913536131
"SNAI1",0.569227883513395,0.576648560026071,0.554378292920031,0.478944318739394,0.350799270512119,0.483429183338674,0.316605602501179,0.529231344489298,0.210298546915583,0,-0.492867345016371,0,0,-0.531113118217442,-0.521560775450529,-0.531113118217442,-0.533750400984031,-0.440983753094714,0.406277550940637,0.436402029875024,0.413117525027654,-0.558632769480203
"miR9",-0.938056701224694,-0.737770873459246,-0.826495842144699,-0.536934839982481,-0.456693027024255,-0.773915114641642,-0.393824809969991,-0.612991388680569,-0.430769618515695,0,0.607763148513155,0,0,0.858637480381556,0.854510691252964,0.858637480381556,0.658573154581662,0.460877406246544,-0.397012375571698,-0.687196496989601,-0.441033688049175,0.728080240035717
"miR34a",-0.692425097754873,-0.790692930759724,-0.670853607279183,-0.786384097758207,-0.555445177399475,-0.662410158741582,-0.504022226208611,-0.750954166470887,-0.476182111976599,0,0.630642331382225,0,0,0.729745609418013,0.721852538299305,0.729745609418013,0.729036608767454,0.579609555684234,-0.52831651990987,-0.594687629355561,-0.536679987030728,0.674753207130411
