"","miR200b","miR200c","miR200a","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","ZEB1","GSC","TGFbeta","ZEB2"
"miR200c",0.760661288955502,0.759880625441558,0.759880625441558,0.732096525708444,0.682863893596993,0.556968998850204,-0.486326059825186,-0.528191094963063,-0.54875201474836,-0.648131400550107,-0.722802363733651,-0.787423651004653,-0.724709020495942,-0.791728861149572,-0.856698242395919
"miR200b",0.760661288955502,0.759880625441558,0.759880625441558,0.732096525708444,0.682863893596993,0.556968998850204,-0.486326059825186,-0.528191094963063,-0.54875201474836,-0.648131400550107,-0.722802363733651,-0.787423651004653,-0.724709020495942,-0.791728861149572,-0.856698242395919
"miR200a",0.760661288955502,0.759880625441558,0.759880625441558,0.732096525708444,0.682863893596993,0.556968998850204,-0.486326059825186,-0.528191094963063,-0.54875201474836,-0.648131400550107,-0.722802363733651,-0.787423651004653,-0.724709020495942,-0.791728861149572,-0.856698242395919
"miR141",0.760661288955502,0.759880625441558,0.759880625441558,0.732096525708444,0.682863893596993,0.556968998850204,-0.486326059825186,-0.528191094963063,-0.54875201474836,-0.648131400550107,-0.722802363733651,-0.787423651004653,-0.724709020495942,-0.791728861149572,-0.856698242395919
"miR34a",0.648701053169062,0.645948123460443,0.645948123460443,0.607523035594454,0.538839247912028,0.549426168158002,-0.44356298277332,-0.508771188607791,-0.522915305244823,-0.733771987879914,-0.706295495663043,-0.65212276287962,-0.536183323662447,-0.590918575487198,-0.644190663027189
"miR101",0.130607700982561,0.121629874209346,0.121629874209346,-0.0502664341524705,0.0203557060934541,0.176280021584464,-0.0815464655701761,-0.169489240280055,-0.0801617816604492,-0.0835036812753779,-0.179750643294196,0.0429099077286459,-0.083584202225957,-0.093132223830841,-0.30679013598193
"SNAI1",-0.438486595381292,-0.436107021434442,-0.436107021434442,-0.403919578281025,-0.395465202994742,-0.40179032296644,0.171471910347589,0.376389981827502,0.309158503789146,0.416415648560555,0.474912426560615,0.432204520595138,0.364940599234131,0.398994516118546,0.509981073021922
"TGFbeta",-0.602671844408699,-0.499431984647005,-0.499431984647005,-0.459121998883236,-0.485802883099351,-0.497983715580019,0.402050336186219,0.467393420868169,0.479171117360367,0.587172874182132,0.655606812886498,0.499244179304875,0.600387745211944,0.5498634501871,0.5954968087778
"SNAI2",-0.694381747890994,-0.477254866830613,-0.477254866830613,-0.38877390967697,-0.385184581120234,-0.65973046781591,0.391119066777641,0.42836011421633,0.542388658404808,0.70528756570652,0.689644180824071,0.428956174218445,0.576496996861096,0.625502616712773,0.617971073509136
"FOXC2",-0.808972401497177,-0.808656470487816,-0.808656470487816,-0.786879133379583,-0.74150618398233,-0.52776922446079,0.482834360460639,0.503373131387219,0.522486908442066,0.698044696443012,0.676117459564993,0.847834270552403,0.660922707070891,0.735113220161056,0.704964856419276
"TWIST1",-0.666541758325288,-0.66655704364903,-0.66655704364903,-0.631133655392026,-0.553116931579517,-0.541885332717716,0.376367596045632,0.586022967041428,0.515991169316509,0.642434071455986,0.716148510501646,0.67802371795636,0.550815661928298,0.608340258228159,0.763320091550005
"TWIST2",-0.666458865453154,-0.665758822082963,-0.665758822082963,-0.629041538565425,-0.5575464367558,-0.560744459948812,0.45848299114331,0.505465035985927,0.637705423785918,0.646241700996915,0.719258999881199,0.675599555786333,0.550769253710478,0.607745491210974,0.763381337607597
"GSC",-0.67867041896344,-0.681016485459752,-0.681016485459752,-0.653292916461116,-0.583271125874612,-0.55086549969831,0.461305306726396,0.601299675127585,0.610009578069976,0.554386240833711,0.619846647286511,0.70153904339642,0.562423931150313,0.621448444511199,0.770287570222243
"ZEB1",-0.874486111501975,-0.873998323375031,-0.873998323375031,-0.847834270552403,-0.797644689253499,-0.583802736731637,0.522525354851975,0.55636765594957,0.57848786429367,0.761686582089387,0.737683407104457,0.805399197642577,0.735113220161056,0.805655161424093,0.771312163581912
"ZEB2",-0.905656332454755,-0.905444147651105,-0.905444147651105,-0.683390267228312,-0.639439880872296,-0.518417044638231,0.467552484421002,0.495897372570516,0.513959520719624,0.594849618988044,0.672206221054594,0.745314509878774,0.757204263744078,0.833212788633711,0.90252830187033
