"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.789009793315539,0.789009793315539,0.783083713189327,0.679802728584545,0.702817595590817,0.553509321407983,-0.482408500465681,-0.523831914772355,-0.545400127918439,-0.654511524616436,-0.724380673911292,-0.74165940449716,-0.744584603819452,-0.814519675747229,-0.863974091901958
"miR200b",0.789009793315539,0.789009793315539,0.783083713189327,0.679802728584545,0.702817595590817,0.553509321407983,-0.482408500465681,-0.523831914772355,-0.545400127918439,-0.654511524616436,-0.724380673911292,-0.74165940449716,-0.744584603819452,-0.814519675747229,-0.863974091901958
"miR200a",0.789009793315539,0.789009793315539,0.783083713189327,0.679802728584545,0.702817595590817,0.553509321407983,-0.482408500465681,-0.523831914772355,-0.545400127918439,-0.654511524616436,-0.724380673911292,-0.74165940449716,-0.744584603819452,-0.814519675747229,-0.863974091901958
"miR141",0.789009793315539,0.789009793315539,0.783083713189327,0.679802728584545,0.702817595590817,0.553509321407983,-0.482408500465681,-0.523831914772355,-0.545400127918439,-0.654511524616436,-0.724380673911292,-0.74165940449716,-0.744584603819452,-0.814519675747229,-0.863974091901958
"miR101",0.692978471592164,0.692978471592164,0.68321145133927,0.680611798982113,0.521971668752897,0.492368473114926,-0.368022985139933,-0.469200313159759,-0.408202915623902,-0.523261677022542,-0.595538363280356,-0.567946781642461,-0.734579620089285,-0.628941584316891,-0.759016131015554
"miR34a",0.710400777569541,0.710400777569541,0.70242602893343,0.701441063157196,0.584160423604388,0.563737854496893,-0.457092957446813,-0.521729170695424,-0.538382822253213,-0.76305444146856,-0.730638852392621,-0.582303962765311,-0.7575584561187,-0.645894076485693,-0.676505018203037
"SNAI1",-0.510177523552558,-0.510177523552558,-0.501423624138744,-0.504136608296338,-0.460127028227747,-0.42702033235749,0.194779941866307,0.400062176081285,0.336053118542488,0.458927037080657,0.51123542414407,0.421221776648954,0.542795557104198,0.464750054466105,0.554409309405131
"TGFbeta",-0.579099935003242,-0.579099935003242,-0.670342845086037,-0.570882318506649,-0.556471357629783,-0.522657449771584,0.425893685394538,0.490289272511718,0.505765594468564,0.630821343340079,0.692777244177088,0.658685638026418,0.623588248740453,0.618590289060289,0.641078769736545
"FOXC2",-0.724951293770882,-0.724951293770882,-0.719881876122954,-0.717992878408024,-0.636401799134504,-0.514373351512281,0.467214174306996,0.488145404736086,0.508289862698046,0.691781333298969,0.667600625229626,0.568620948495723,0.786561368539764,0.645835072581393,0.70225416896085
"SNAI2",-0.675810960897138,-0.675810960897138,-0.86848251759808,-0.667503074947739,-0.571730173270607,-0.741959853152997,0.467838524489187,0.505666026296928,0.629813470406434,0.832946660981294,0.803403518348555,0.732230779852539,0.731490914820456,0.804808841373143,0.749033878799116
"ZEB1",-0.795081193549436,-0.795081193549436,-0.789265653510142,-0.786561368539764,-0.696889781654533,-0.571953621049944,0.505683453221847,0.542866577808737,0.566579438738497,0.757620401350964,0.730523464053415,0.645835072581393,0.753848736996283,0.722400175184138,0.771517220663246
"GSC",-0.715091086604084,-0.715091086604084,-0.705473353870294,-0.706150657836602,-0.60146616259937,-0.551735478745464,0.461352915095227,0.601965580312399,0.611419335371926,0.562456005511586,0.625598275941588,0.584538215432727,0.763264182181861,0.649256691133861,0.782106603952238
"TWIST1",-0.723346620774804,-0.723346620774804,-0.71451770246147,-0.713098256475573,-0.58324859821942,-0.553679320220939,0.387110279722324,0.596673091887831,0.528731950899361,0.665923676352967,0.737154173957111,0.591065165129724,0.770751063572179,0.656337189706079,0.791735019353611
"TWIST2",-0.724965599456916,-0.724965599456916,-0.716273618050255,-0.715305231725149,-0.598420596070302,-0.573655728693945,0.470638687907253,0.517150243718126,0.651726656971963,0.672837929966772,0.741571062099261,0.592630420047589,0.773137827295411,0.658065889064823,0.793255932669819
"ZEB2",-0.927360276382709,-0.927360276382709,-0.92207809416032,-0.720941896576596,-0.652393875166144,-0.514741532551358,0.462152580383563,0.491973718748018,0.510531594228736,0.597522147474754,0.671438048659887,0.768307091179121,0.792544894953763,0.849676409658121,0.906814607542197
