"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.771065944126777,0.381839427926759,0.708516013170972,0.452992632529307,0.430562682236355,0.644549907422624,0.389417589775473,0.556639176254257,0.383841581405673,0,-0.391751825451333,0,0,-0.685744512873849,-0.71153591273284,-0.685744512873849,-0.351821660633509,-0.440149955881662,0.398728542937911,0.594017101820554,0.424428875483096,-0.715174014461609
"ZEB1",0.39690298776054,0.110368859282696,0.308858114855276,0.368987175185272,0.335352557393816,0.256943156593459,0.310097165793362,0.422376176463671,0.299773192822014,0,-0.227739820898387,0,0,-0.268404560977005,-0.303257754994411,-0.268404560977005,-0.188272845888742,-0.347413857948257,0.322342460695125,0.220856394804477,0.3377511205666,-0.313629794577335
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.661727124931387,0.402181982876516,0.502740911704363,0.542034226822387,0.572363749767216,0.460247478822012,0.54299671778332,0.632254322610031,0.395646322722048,0,-0.378901177080272,0,0,-0.499382480889274,-0.5244721941412,-0.499382480889274,-0.385462398711308,-0.49964452990261,0.469517488160323,0.430330723967931,0.448323355093356,-0.615268286879591
"TWIST1",0.649027502370348,0.388799057437315,0.583146981074247,0.52435366816674,0.442168989553998,0.441951815031343,0.513504196098854,0.618605264851552,0.306064782422593,0,-0.352714020793168,0,0,-0.480740182170703,-0.506431311561595,-0.480740182170703,-0.373302652358533,-0.472605012951952,0.443338010773999,0.413902675901838,0.521236418409905,-0.59453281060459
"TGFbeta",0.55292195057383,0.361855045417539,0.503972620384148,0.54311468943242,0.454867420176693,0.486633200696255,0.424315613309096,0.620000365927331,0.375297889895178,0,-0.398443682680522,0,0,-0.422237522859462,-0.536210990086104,-0.422237522859462,-0.342870015186199,-0.475928409889521,0.445057422969188,0.553418707568553,0.447217966633202,-0.515254823004086
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.639066896534455,0.391906563842911,0.682043482531941,0.722860665693173,0.566184061320347,0.636302034087934,0.529937305480858,0.712034405921746,0.404630521395356,0,-0.370941998572768,0,0,-0.474539937564391,-0.697677896685305,-0.474539937564391,-0.365832552783787,-0.683277707990392,0.646243839219997,0.592089968086754,0.451796285098351,-0.69231236760182
"SNAI1",0.465810674242463,0.308644268842282,0.426907717819594,0.371133574231942,0.282125839423464,0.336287595650506,0.263804558956497,0.437080236025764,0.143541066363666,0,-0.313702817720138,0,0,-0.361986536226682,-0.373753739478994,-0.361986536226682,-0.296492208102072,-0.376823808957798,0.357513100478604,0.315140741727278,0.353372746688845,-0.437368370407437
"miR9",-0.824437536666232,-0.351821660633509,-0.672972861228333,-0.408696802474232,-0.389417589775473,-0.594017101820554,-0.349716784251882,-0.516290103578997,-0.360011018252576,0,0.367114273196597,0,0,0.653450592866485,0.676003178458129,0.653450592866485,0.331230615477149,0.398728542937911,-0.357087205551893,-0.555832878238612,-0.384118584470519,0.578637163818734
"miR34a",-0.545797360667598,-0.394335487726613,-0.491892829782667,-0.635885848674396,-0.459612638562552,-0.44645222987782,-0.430825999354721,-0.622796140973482,-0.383113889186749,0,0.370220119069881,0,0,0.481051356329678,0.511053659372678,0.481051356329678,0.377733854268561,0.490494724373874,-0.46112414192778,-0.416895206027125,-0.45326451775282,0.503474687185527
"miR30c",-0.671063090307859,-0.375319237548811,-0.512591989548848,-0.542206242436499,-0.449539512610674,-0.500030416011123,-0.418073153654522,-0.628487570037183,-0.309113656813759,0,0.366853983131978,0,0,0.540312964089097,0.55166766695767,0.540312964089097,0.357364055060564,0.478508189431318,-0.446646901889751,-0.467970850328297,-0.426136138415488,0.523306811960276
"miR205",-0.661101970266105,-0.241535046098035,-0.451974742793705,-0.393875969559872,-0.368311470254023,-0.365657173828023,-0.342226371142608,-0.468217888537741,-0.343131428229969,0,0.26654460477215,0,0,0.424778376209022,0.45132283896665,0.424778376209022,0.232024161086951,0.377539000292902,-0.349867619092387,-0.346239394003058,-0.368520117534584,0.455703505671918
