"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.917049056791075,0.813355581187302,0.900032441251644,0.61000360811373,0.493164965961262,0.857780435528645,0.433705796522481,0.682364150125817,0.47557563237881,0,-0.678688159529871,0,0,-0.938870510548679,-0.933441388813556,-0.938870510548679,-0.737627017109526,-0.523112741469,0.459866459009875,0.774122694975777,0.490122547664955,-0.90156978770529
"ZEB1",0.792815492516511,0.888611508614393,0.872829819776048,0.784012295684257,0.558029936558852,0.839813077581042,0.501804099647451,0.754045374140263,0.534758819129636,0,-0.847964631396901,0,0,-0.917765908483723,-0.911504135611831,-0.917765908483723,-0.916254143354867,-0.592826609618835,0.532742508845452,0.759930769354414,0.55674594351685,-0.874698131898803
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.810097113602759,0.803929672254099,0.6828892039025,0.694173440210464,0.639723394963858,0.673552547157628,0.590993673978448,0.758648912928338,0.486986048249284,0,-0.642935430099439,0,0,-0.743262831545765,-0.73449791181923,-0.743262831545765,-0.740757774463596,-0.587112552405834,0.534991508659974,0.604018330175249,0.524551023074544,-0.786776535811933
"TWIST1",0.810025588896665,0.803883366909699,0.779336736987497,0.690211385543869,0.515254177218179,0.673161605026799,0.565996540058239,0.755680688120681,0.404887860814117,0,-0.637213834414693,0,0,-0.743082024853684,-0.734150924930547,-0.743082024853684,-0.740583861978937,-0.568384595896526,0.515937802148812,0.603471183195966,0.605079355171646,-0.782410673335462
"TGFbeta",0.644561024937884,0.640994854848534,0.620487179246833,0.63671728495595,0.490856836020025,0.624056329173864,0.446800891964081,0.694330114247679,0.434442972007138,0,-0.579060217836644,0,0,-0.586297652276176,-0.676769251020122,-0.586297652276176,-0.584877575740288,-0.524684329584291,0.477906728752285,0.662129895639134,0.472935144891273,-0.625414032494456
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.761504908964162,0.756038450259396,0.838386393007983,0.849071672393423,0.611525193862169,0.815620207967185,0.559121811935224,0.816295174496578,0.48121291814951,0,-0.606862719616768,0,0,-0.689859663929432,-0.882416741257434,-0.689859663929432,-0.687728846963469,-0.751598098782532,0.695266803257038,0.740279880212047,0.508964783701652,-0.841071189367234
"SNAI1",0.571488144439699,0.575968645053437,0.553901689380124,0.477898901490919,0.332066479035896,0.483759025824621,0.300550461101008,0.527555364186746,0.209023163458156,0,-0.492291425620257,0,0,-0.531784293905544,-0.521863011140686,-0.531784293905544,-0.533221906517138,-0.439715986069147,0.405239638516856,0.436800523251371,0.407957958977968,-0.557991735936732
"miR9",-0.940338300308031,-0.737627017109526,-0.826620424084262,-0.536123378417258,-0.433705796522481,-0.774122694975777,-0.374903618664042,-0.611597939214757,-0.429787438702047,0,0.607919286126851,0,0,0.85935132478827,0.854977876567994,0.85935132478827,0.658449553818051,0.459866459009875,-0.395942408376963,-0.687284648703283,-0.431281054216034,0.727977011055189
