"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200b",0.800469165968508,0.800469165968508,0.794715747974853,0.802910583863567,0.733379823984031,0.567030459405746,-0.498118927412035,-0.536447704105849,-0.559860228719106,-0.671956540318803,-0.739938590625314,-0.749232489107999,-0.872746075638155,-0.8257492380737,-0.866110918081488
"miR200a",0.800469165968508,0.800469165968508,0.794715747974853,0.802910583863567,0.733379823984031,0.567030459405746,-0.498118927412035,-0.536447704105849,-0.559860228719106,-0.671956540318803,-0.739938590625314,-0.749232489107999,-0.872746075638155,-0.8257492380737,-0.866110918081488
"miR141",0.800469165968508,0.800469165968508,0.794715747974853,0.802910583863567,0.733379823984031,0.567030459405746,-0.498118927412035,-0.536447704105849,-0.559860228719106,-0.671956540318803,-0.739938590625314,-0.749232489107999,-0.872746075638155,-0.8257492380737,-0.866110918081488
"miR101",0.706795738327094,0.706795738327094,0.697779797096352,0.709973014571185,0.593285318480387,0.508445303617522,-0.385924481734874,-0.483014670920215,-0.425025183518835,-0.552472181415836,-0.61546022994684,-0.577735118590513,-0.768952512027636,-0.642537282681115,-0.760570412801146
"miR34a",0.723700355715945,0.723700355715945,0.716397814528418,0.72630096128065,0.627825831387062,0.577858414747878,-0.473596683396388,-0.534498898431222,-0.553453780702786,-0.784570428183277,-0.748455120125359,-0.591447243881365,-0.786986245743312,-0.658167957028005,-0.680226100162816
"miR200c",0.786465128103987,0.786465128103987,0.780501497190177,0.789223443762741,0.715376590806336,0.553516896098025,-0.483585197094164,-0.520571926039695,-0.546005953512377,-0.656855455544689,-0.723382504806847,-0.739787370410764,-0.85694036699509,-0.813990039680501,-0.649507286681674
"SNAI1",-0.524461722894632,-0.524461722894632,-0.515594907263186,-0.530603428962878,-0.489771745726031,-0.439015460254906,0.207750323199835,0.410770722591274,0.348608749060921,0.476807939037372,0.526469159541431,0.432346440015081,0.572648213003331,0.478504803955859,0.556786249256784
"TGFbeta",-0.588486593459536,-0.588486593459536,-0.680288726426264,-0.591194340030483,-0.584172044157659,-0.532098553143371,0.437576918344859,0.498642184653765,0.515684598151959,0.645801364374335,0.705214297207823,0.665349824208182,0.64747570545109,0.6272745990625,0.640690235483943
"FOXC2",-0.836207862145838,-0.836207862145838,-0.831520703645292,-0.838151401557519,-0.777356601447817,-0.531676390666324,0.488559888456881,0.50579071668758,0.527006705127194,0.711928403858068,0.684993971332356,0.674657419115953,0.912855600141381,0.756614358993102,0.707385201187681
"SNAI2",-0.683941998612456,-0.683941998612456,-0.877304899698892,-0.686030329266188,-0.605076805977399,-0.751679298424184,0.480576585651574,0.514111666275079,0.640099517638274,0.848695919341116,0.816106763707619,0.737490207925497,0.753491452967055,0.811731647330141,0.747923633690754
"ZEB1",-0.910586959494444,-0.910586959494444,-0.905032332905431,-0.912855600141381,-0.843851583916685,-0.591245580936402,0.532031120030823,0.561822373364953,0.586783187770975,0.781863911401004,0.751912180412245,0.756614358993102,0.883973514154778,0.834951588683341,0.777906497802403
"GSC",-0.728225349936469,-0.728225349936469,-0.719671326834013,-0.732036975612256,-0.64251942635209,-0.566553782121599,0.478325504568901,0.614791181351509,0.626845250640978,0.585684367606823,0.644252934083243,0.593836991100711,0.793649951982901,0.661608491855123,0.783502164701556
"TWIST1",-0.735041958440097,-0.735041958440097,-0.727066217196569,-0.737608668157392,-0.634190311409367,-0.567544621633456,0.403269895608076,0.608828568953891,0.543391905099156,0.688905043934884,0.754363176083094,0.599046147278109,0.799935816461994,0.667548193177416,0.793080072628592
"TWIST2",-0.735470866901414,-0.735470866901414,-0.727673141185689,-0.737912382045302,-0.640031260892415,-0.586349283873003,0.485457369567743,0.528310148201399,0.665133346276023,0.692960920263118,0.757439089605155,0.59976880763365,0.800136834475667,0.668139338592684,0.793683725540247
"ZEB2",-0.931211613280985,-0.931211613280985,-0.926330717697921,-0.733310355743949,-0.672714671323784,-0.520104666493724,0.470837521453855,0.495518966860889,0.51612352117435,0.606465478937048,0.678674727104884,0.770853759066105,0.807471510077842,0.852631476284618,0.901853553705466
