"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.472320358962321,0.684415769241732,0.705293692368226,0.542045692588838,0.45714774433157,0.664241934871633,0.408605781315923,0.600101721167531,0.414235561030907,0,-0.587969370389551,0,0,-0.686316276380794,-0.710272607611935,-0.686316276380794,-0.63097802195535,-0.465856926336109,0.417123776501964,0.610778698458175,0.438130849556527,-0.714566684264663
"ZEB1",0.408151040663552,0.805362899377436,0.738239333675684,0.744798671689186,0.552269368172269,0.701852794396139,0.502245471882168,0.705017877491928,0.497590326193623,0,-0.79237501488261,0,0,-0.727898640725525,-0.750920745635075,-0.727898640725525,-0.849685757823597,-0.560021018098147,0.50958789451276,0.646143535966297,0.527892279726708,-0.74930827887002
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.519674780154894,0.748657376388228,0.588156064489994,0.671829453293569,0.645034122284253,0.575616182184632,0.600250089234665,0.728874017598254,0.463741333853947,0,-0.608082518192208,0,0,-0.603399455374478,-0.618692379837658,-0.603399455374478,-0.698312606425431,-0.568522249855487,0.523206522963942,0.525133179247567,0.508211946405483,-0.699865482041564
"TWIST1",0.513577307845415,0.746370888849002,0.681574522078183,0.666481996880814,0.522171005681296,0.572366387836798,0.577106814551625,0.724307031415388,0.380527263873327,0,-0.600653950000473,0,0,-0.599805823107019,-0.614994088105472,-0.599805823107019,-0.696147518879364,-0.548656926413738,0.503218936528296,0.521961350942348,0.587636200887642,-0.69260965000868
"TGFbeta",0.409967163636653,0.607354022177563,0.555478119606302,0.63037105795179,0.500764029452005,0.553287217889858,0.45875623218105,0.683703215482052,0.420927371618694,0,-0.559917643911737,0,0,-0.480617250219237,-0.592264507370264,-0.480617250219237,-0.561071363074745,-0.518993920344233,0.476791185504756,0.606873395859788,0.483639173714799,-0.566676133222295
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.354467958297531,0.65963818346095,0.692610077775172,0.800870811839599,0.595227069333692,0.656216375447179,0.550559471010673,0.756986099640859,0.436444642528265,0,-0.540862642922389,0,0,-0.474134223282297,-0.704073871009373,-0.474134223282297,-0.609126925058595,-0.71088379038604,0.665545894748743,0.605724103812461,0.469510748343988,-0.707301042101589
"SNAI1",0.372699729866945,0.539026232051062,0.490260504593754,0.463149023071163,0.335591229666386,0.417353364138766,0.306436223339785,0.507950632379612,0.193573702191017,0,-0.469056438009562,0,0,-0.436808837412533,-0.443558815176711,-0.436808837412533,-0.504836987717634,-0.427487864950716,0.397492112603521,0.383105159319632,0.397741572301353,-0.499618747818552
"miR9",-0.540979953947857,-0.63097802195535,-0.657504482539901,-0.485302970322906,-0.408605781315923,-0.610778698458175,-0.358855110046264,-0.546844030961494,-0.380453388368027,0,0.535483379106086,0,0,0.639165266117067,0.661007982634858,0.639165266117067,0.572720586123237,0.417123776501964,-0.365999156441174,-0.552187661580385,-0.393193733977715,0.565584514577525
"miR34a",-0.423686623239294,-0.741361789419548,-0.585368230556396,-0.766584853076867,-0.536200289138051,-0.574394758788001,-0.491652090418836,-0.723698942532814,-0.454608015907005,0,0.599985527770595,0,0,0.602454989784349,0.617405399682429,0.602454989784349,0.691706457561454,0.562645846631936,-0.517707580549803,-0.524609239090396,-0.517189275181506,0.596479871168717
"miR30c",-0.487189424852717,-0.597114452834266,-0.537641896086614,-0.614569460846284,-0.482348572414518,-0.538242683750906,-0.441158265295753,-0.675376559287414,-0.342329309113441,0,0.509292732425425,0,0,0.563028579775167,0.576772067071665,0.563028579775167,0.551763787690188,0.5093845006823,-0.468032916327039,-0.492746430501174,-0.450190812888693,0.550193317124788
"miR205",-0.562381303788992,-0.843396521508069,-0.677822136608494,-0.685151205327688,-0.504183853362083,-0.633549025095415,-0.45240668316386,-0.648373516786474,-0.467470010952078,0,0.736911805667863,0,0,0.664395535264398,0.686028394457618,0.664395535264398,0.783580117256378,0.511500102375785,-0.458593558422344,-0.573427422147464,-0.484955737430848,0.687420395063209
"miR200c",-0.562183986763463,-0.813823633511696,-0.654972239714873,-0.647490365064807,-0.53669489565313,-0.721166502541289,-0.488056374543962,-0.707014446210799,-0.473190041762715,0,0.696753027790062,0,0,0.651983756651225,0.670781332223604,0.651983756651225,0.757303343227336,0.54644568943549,-0.496595271485644,-0.664531649405128,-0.51342491399135,0.664622011915366
"miR200b",0.0121934661560628,-0.53271678111968,-0.306513264041363,-0.452456804876576,-0.363657334764259,-0.366274268694382,-0.33661927997202,-0.490846423865817,-0.319943997068569,0,0.471903177353177,0,0,0.24062708384278,0.293175156420795,0.24062708384278,0.501597298003566,0.381688812206827,-0.354038130288657,-0.335032107604042,-0.345051152464344,0.318952284004705
"miR200a",-0.562183986763463,-0.813823633511696,-0.654972239714873,-0.647490365064807,-0.53669489565313,-0.721166502541289,-0.488056374543962,-0.707014446210799,-0.473190041762715,0,0.696753027790062,0,0,0.651983756651225,0.670781332223604,0.651983756651225,0.757303343227336,0.54644568943549,-0.496595271485644,-0.664531649405128,-0.51342491399135,0.664622011915366
"miR141",-0.562183986763463,-0.813823633511696,-0.654972239714873,-0.647490365064807,-0.53669489565313,-0.721166502541289,-0.488056374543962,-0.707014446210799,-0.473190041762715,0,0.696753027790062,0,0,0.651983756651225,0.670781332223604,0.651983756651225,0.757303343227336,0.54644568943549,-0.496595271485644,-0.664531649405128,-0.51342491399135,0.664622011915366
"miR101",-0.505810585667446,-0.721220030939188,-0.555648305979231,-0.533011652453105,-0.406637279146426,-0.556895541827781,-0.363658173327508,-0.58909837991164,-0.366067793639854,0,0.563767608777564,0,0,0.584312523327636,0.596404829852087,0.584312523327636,0.673284802469175,0.492110300866929,-0.548776320032949,-0.508796525307434,-0.464675291811101,0.562919215066208
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",0.523468592153704,0.746944522863147,0.586304958809745,0.567315944438242,0.609327251767734,0.576253893125265,0.564486395753751,0.619015322731624,0.459186314880642,0,-0.614130635836602,0,0,-0.605285420777276,-0.618191459289831,-0.605285420777276,-0.696551197358653,-0.551092573701373,0.505728855825806,0.525715987329764,0.597310731003248,-0.595986632999205
"FOXC2",0.375520396959179,0.849685757823597,0.688530989496151,0.685511731242864,0.502245471882168,0.646143535966297,0.449451476886338,0.649608794177008,0.462029988968324,0,-0.737973421221442,0,0,-0.678822653481705,-0.699630934954926,-0.678822653481705,-0.789085166202405,-0.50958789451276,0.455787853870614,0.58525351548697,0.481298618895367,-0.69841205008835
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
