"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200a",0.85107148511476,0.85107148511476,0.845712994564309,0.849950112095552,0.795200348453751,0.540060364899882,-0.499465409187731,-0.513106395902711,-0.535827381775726,-0.72219772810224,-0.693987230117996,-0.681296450795313,-0.927913295339186,-0.766547891860707,-0.931167705344947
"miR200c",0.80806528412058,0.80806528412058,0.800634280048318,0.806412261641091,0.738524592643698,0.562380853897143,-0.493172687630468,-0.528117598653516,-0.555288520740899,-0.670466591272147,-0.73481755993296,-0.751828812234624,-0.877602577150819,-0.829647278477024,-0.881918082347922
"miR200b",0.80806528412058,0.80806528412058,0.800634280048318,0.806412261641091,0.738524592643698,0.562380853897143,-0.493172687630468,-0.528117598653516,-0.555288520740899,-0.670466591272147,-0.73481755993296,-0.751828812234624,-0.877602577150819,-0.829647278477024,-0.881918082347922
"miR141",0.80806528412058,0.80806528412058,0.800634280048318,0.806412261641091,0.738524592643698,0.562380853897143,-0.493172687630468,-0.528117598653516,-0.555288520740899,-0.670466591272147,-0.73481755993296,-0.751828812234624,-0.877602577150819,-0.829647278477024,-0.881918082347922
"miR101",0.715134173450959,0.715134173450959,0.703798311201095,0.712151784998593,0.595502504876814,0.499236618940331,-0.374750829400079,-0.471033126321731,-0.414370989532751,-0.548336393836887,-0.606580003554988,-0.580949418047684,-0.772082454542551,-0.646628507397442,-0.779303071014523
"miR34a",0.729612455270024,0.729612455270024,0.720493197610726,0.727630861768599,0.629380528659079,0.571259978331343,-0.465746924719274,-0.524724879270724,-0.545969368062695,-0.781219524203303,-0.741561463737777,-0.593395681692783,-0.789049378281863,-0.660803632378624,-0.694057767070078
"SNAI1",-0.530108966975187,-0.530108966975187,-0.519287658142485,-0.53151184813109,-0.490640214495442,-0.432798216222864,0.201601311328326,0.402093475775027,0.342227643879883,0.472982445338749,0.519390930972102,0.43445194476036,0.57404193764644,0.48100386712975,0.569638939393262
"TGFbeta",-0.59356644369311,-0.59356644369311,-0.683680352201013,-0.591985066641762,-0.58503251406911,-0.52593288826099,0.430730654170902,0.489805070352177,0.5091139726223,0.642247851288319,0.698303380402785,0.666851376669679,0.648834644473784,0.629307138033837,0.652900976990752
"FOXC2",-0.843876256481173,-0.843876256481173,-0.83816629679883,-0.842717296475907,-0.784245458949121,-0.529897473809752,0.48475204405539,0.500623297278524,0.524726811326642,0.713328018602178,0.684130697823685,0.677158985715516,0.919141447345748,0.760816670346255,0.722501104955042
"SNAI2",-0.689478291960747,-0.689478291960747,-0.881218888329381,-0.687308115475601,-0.606696406564767,-0.745074333385699,0.472884291142898,0.504448133825544,0.632683779088025,0.845509201314838,0.809229621671406,0.739149631695184,0.755591316549239,0.814134303675564,0.761134635509494
"ZEB1",-0.92068102300466,-0.92068102300466,-0.913801145364611,-0.919141447345748,-0.852461091807461,-0.589499218379997,0.528534338746776,0.556273417327715,0.584418326116005,0.784259719145039,0.751482306817531,0.760816670346255,0.89221803479739,0.84111391192099,0.796469644466038
"GSC",-0.735780486083736,-0.735780486083736,-0.725179643873355,-0.734119232090217,-0.645105490309462,-0.558826112193711,0.46972317363233,0.603814783857449,0.618444340706447,0.582093006320276,0.636276085010286,0.5966087175669,0.796708734654474,0.665277371409493,0.800878746468213
"TWIST2",-0.742351191271112,-0.742351191271112,-0.732621966778153,-0.739800775040491,-0.642335270891831,-0.579183179063682,0.477082689503045,0.517853049839122,0.657040248168393,0.689596234851597,0.750124172732907,0.602145382948044,0.802927174884682,0.671353436860757,0.809202552482452
"TWIST1",-0.742217568331993,-0.742217568331993,-0.732316147288582,-0.739679270540671,-0.636635907679004,-0.560108634682188,0.393933768061085,0.598188934422561,0.534622556097284,0.685714949014469,0.747232301916176,0.601567376576609,0.802964498029615,0.67096521446733,0.809205165263557
"ZEB2",-0.947691222917923,-0.947691222917923,-0.942107049111851,-0.746532473655343,-0.692332897725456,-0.530545621699036,0.48412623906022,0.503177110537444,0.526931452329492,0.618310630684748,0.68913397021997,0.778551891721911,0.824296089457608,0.863971303228279,0.927786792810964
