"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.805685553711186,0.805685553711186,0.798818005919501,0.803921194435951,0.729008865360018,0.565882965337699,-0.496921050610233,-0.536293996138187,-0.558665330489014,-0.669884122346544,-0.739219235401121,-0.751599625357535,-0.874167352326777,-0.828768959814149,-0.878469512834953
"miR200b",0.805685553711186,0.805685553711186,0.798818005919501,0.803921194435951,0.729008865360018,0.565882965337699,-0.496921050610233,-0.536293996138187,-0.558665330489014,-0.669884122346544,-0.739219235401121,-0.751599625357535,-0.874167352326777,-0.828768959814149,-0.878469512834953
"miR200a",0.805685553711186,0.805685553711186,0.798818005919501,0.803921194435951,0.729008865360018,0.565882965337699,-0.496921050610233,-0.536293996138187,-0.558665330489014,-0.669884122346544,-0.739219235401121,-0.751599625357535,-0.874167352326777,-0.828768959814149,-0.878469512834953
"miR141",0.805685553711186,0.805685553711186,0.798818005919501,0.803921194435951,0.729008865360018,0.565882965337699,-0.496921050610233,-0.536293996138187,-0.558665330489014,-0.669884122346544,-0.739219235401121,-0.751599625357535,-0.874167352326777,-0.828768959814149,-0.878469512834953
"miR101",0.714275131710765,0.714275131710765,0.703465611585174,0.711170154466347,0.590078907712489,0.507259013700611,-0.384804020048018,-0.48281768856232,-0.424132647445091,-0.550280974349551,-0.614424130165233,-0.581696475677277,-0.770845364713524,-0.647657846545317,-0.777902145883914
"miR34a",0.596776265280617,0.596776265280617,0.688391972021585,0.594538479482763,0.583592215164677,0.548174038591415,-0.442986139369092,-0.503834981546331,-0.521900716528636,-0.75037288455946,-0.712891291548324,-0.570116046792534,-0.651927816210242,-0.633674936092271,-0.657204564130051
"SNAI1",-0.523605623677352,-0.523605623677352,-0.514103342658384,-0.52395308721918,-0.482257292943412,-0.434582283977104,0.203726014322262,0.407055442222303,0.344222377597309,0.470628709287721,0.521465840139553,0.430339482232388,0.565709899204246,0.476097300098192,0.564730142604967
"TGFbeta",-0.593383412772477,-0.593383412772477,-0.68383585587226,-0.592066438368309,-0.580386396940435,-0.530617600515538,0.435849925014602,0.497740128607254,0.514306211203025,0.643499523729779,0.703759146880058,0.667661253703119,0.648891481760517,0.630581953747994,0.652099990615971
"FOXC2",-0.838560845900306,-0.838560845900306,-0.83296663697521,-0.837194138416086,-0.771023847131031,-0.528816700044299,0.485252642691071,0.503970814368621,0.524058016920917,0.708335575238303,0.682218039886563,0.675124873356036,0.911984444691871,0.75748356051415,0.715558285749984
"SNAI2",-0.689252496799209,-0.689252496799209,-0.881408241100496,-0.687127147372484,-0.601673483721471,-0.750740417918702,0.479516947528793,0.513796429770529,0.639244266008244,0.846913563119769,0.815346483850374,0.740023050523409,0.755096034037442,0.815045588166067,0.760207260469671
"ZEB1",-0.913715854380906,-0.913715854380906,-0.907037285928876,-0.911984444691871,-0.836984705158453,-0.58816376046153,0.528420758059141,0.560000633024666,0.583719836100503,0.777795549530168,0.748909317573961,0.75748356051415,0.883441090694345,0.836497568098707,0.78780938780438
"GSC",-0.734699918483429,-0.734699918483429,-0.724645760634353,-0.732931324083549,-0.638406508860543,-0.565350826012919,0.47703313139954,0.614501285629694,0.625812951258203,0.583352360877093,0.643258860003924,0.59714679818616,0.795129154519848,0.665871411732842,0.799303205314202
"TWIST1",-0.741582400198687,-0.741582400198687,-0.732077846403935,-0.73917163785663,-0.631092480970316,-0.566521299353593,0.402184479804322,0.608639248870286,0.542575298328587,0.687098095844187,0.753524254832983,0.602410273669575,0.802153404793881,0.67202281176274,0.807770660931488
"TWIST2",-0.742013507695937,-0.742013507695937,-0.732728141198352,-0.739602345014908,-0.636719527540969,-0.585383630667559,0.484417044408717,0.528148879339898,0.664320607559934,0.691164350101602,0.756735550505258,0.603175971159295,0.802449563462196,0.67256180605006,0.808068230520629
"ZEB2",-0.938098957580173,-0.938098957580173,-0.9324831599026,-0.736725664727765,-0.673091311571998,-0.522641475373776,0.473660588883023,0.49947835664406,0.518870694699962,0.608129782989938,0.681787575862151,0.773807415087339,0.812159827272445,0.857321938613753,0.915848769542853
