"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,0.000266153773746249,-1,-1,-1,0.00497691421611576,1,-1,1,1,-1
"GRHL2",1,1,0.000266153773746249,-1,-1,-1,0.00497691421611576,1,-1,1,1,-1
"Iext",0.000266153773746249,0.000266153773746249,1,-0.000266153773746201,-0.000266153773746201,-0.000266153773746201,0.0060490576069947,0.000266153773746249,-0.000266153773746201,0.000266153773746249,0.000266153773746249,-0.000266153773746201
"KEAP1",-1,-1,-0.000266153773746201,1,1,1,-0.0049769142161158,-1,1,-1,-1,1
"NRF2",-1,-1,-0.000266153773746201,1,1,1,-0.0049769142161158,-1,1,-1,-1,1
"OCT4",-1,-1,-0.000266153773746201,1,1,1,-0.0049769142161158,-1,1,-1,-1,1
"OVOL2",0.00497691421611576,0.00497691421611576,0.0060490576069947,-0.0049769142161158,-0.0049769142161158,-0.0049769142161158,1,0.00497691421611576,-0.0049769142161158,0.00497691421611576,0.00497691421611576,-0.0049769142161158
"SNAIL",1,1,0.000266153773746249,-1,-1,-1,0.00497691421611576,1,-1,1,1,-1
"ZEB",-1,-1,-0.000266153773746201,1,1,1,-0.0049769142161158,-1,1,-1,-1,1
"miR145",1,1,0.000266153773746249,-1,-1,-1,0.00497691421611576,1,-1,1,1,-1
"miR200",1,1,0.000266153773746249,-1,-1,-1,0.00497691421611576,1,-1,1,1,-1
"miR34",-1,-1,-0.000266153773746201,1,1,1,-0.0049769142161158,-1,1,-1,-1,1
