"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.264325495482828,-1,1,-0.0210087336799785,-0.00580981241557152,-1,-1,0.0210087336799785,1,1
"GRHL2",1,1,-0.264325495482828,-1,1,-0.0210087336799785,-0.00580981241557152,-1,-1,0.0210087336799785,1,1
"Iext",-0.264325495482828,-0.264325495482828,1,0.264325495482828,-0.264325495482828,0.00779764686763677,-0.00819422280389307,0.264325495482828,0.264325495482828,-0.00779764686763677,-0.264325495482828,-0.264325495482828
"KEAP1",-1,-1,0.264325495482828,1,-1,0.0210087336799785,0.00580981241557152,1,1,-0.0210087336799785,-1,-1
"NRF2",1,1,-0.264325495482828,-1,1,-0.0210087336799785,-0.00580981241557152,-1,-1,0.0210087336799785,1,1
"OCT4",-0.0210087336799785,-0.0210087336799785,0.00779764686763677,0.0210087336799785,-0.0210087336799785,1,-0.012606616512315,0.0210087336799785,0.0210087336799785,-1,-0.0210087336799785,-0.0210087336799785
"OVOL2",-0.00580981241557152,-0.00580981241557152,-0.00819422280389307,0.00580981241557152,-0.00580981241557152,-0.012606616512315,1,0.00580981241557152,0.00580981241557152,0.012606616512315,-0.00580981241557152,-0.00580981241557152
"SNAIL",-1,-1,0.264325495482828,1,-1,0.0210087336799785,0.00580981241557152,1,1,-0.0210087336799785,-1,-1
"ZEB",-1,-1,0.264325495482828,1,-1,0.0210087336799785,0.00580981241557152,1,1,-0.0210087336799785,-1,-1
"miR145",0.0210087336799785,0.0210087336799785,-0.00779764686763677,-0.0210087336799785,0.0210087336799785,-1,0.012606616512315,-0.0210087336799785,-0.0210087336799785,1,0.0210087336799785,0.0210087336799785
"miR200",1,1,-0.264325495482828,-1,1,-0.0210087336799785,-0.00580981241557152,-1,-1,0.0210087336799785,1,1
"miR34",1,1,-0.264325495482828,-1,1,-0.0210087336799785,-0.00580981241557152,-1,-1,0.0210087336799785,1,1
