"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0065536733281209,-1,-1,-1,1,0.500812318665519,-1,1,1,-0.492626195281993
"GRHL2",1,1,-0.0065536733281209,-1,-1,-1,1,0.500812318665519,-1,1,1,-0.492626195281993
"Iext",-0.0065536733281209,-0.0065536733281209,1,0.0065536733281209,0.0065536733281209,0.0065536733281209,-0.0065536733281209,0.492631831222601,0.0065536733281209,-0.0065536733281209,-0.0065536733281209,-0.500837903692063
"KEAP1",-1,-1,0.0065536733281209,1,1,1,-1,-0.500812318665519,1,-1,-1,0.492626195281993
"NRF2",-1,-1,0.0065536733281209,1,1,1,-1,-0.500812318665519,1,-1,-1,0.492626195281993
"OCT4",-1,-1,0.0065536733281209,1,1,1,-1,-0.500812318665519,1,-1,-1,0.492626195281993
"OVOL2",1,1,-0.0065536733281209,-1,-1,-1,1,0.500812318665519,-1,1,1,-0.492626195281993
"SNAIL",0.500812318665519,0.500812318665519,0.492631831222601,-0.500812318665519,-0.500812318665519,-0.500812318665519,0.500812318665519,1,-0.500812318665519,0.500812318665519,0.500812318665519,-0.670089531152626
"ZEB",-1,-1,0.0065536733281209,1,1,1,-1,-0.500812318665519,1,-1,-1,0.492626195281993
"miR145",1,1,-0.0065536733281209,-1,-1,-1,1,0.500812318665519,-1,1,1,-0.492626195281993
"miR200",1,1,-0.0065536733281209,-1,-1,-1,1,0.500812318665519,-1,1,1,-0.492626195281993
"miR34",-0.492626195281993,-0.492626195281993,-0.500837903692063,0.492626195281993,0.492626195281993,0.492626195281993,-0.492626195281993,-0.670089531152626,0.492626195281993,-0.492626195281993,-0.492626195281993,1
