"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0112081209889116,-0.146428129465356,-1,-0.146428129465356,1,-0.0112081209889116,-1,0.146428129465356,0.146428129465356,1
"GRHL2",1,1,-0.0112081209889116,-0.146428129465356,-1,-0.146428129465356,1,-0.0112081209889116,-1,0.146428129465356,0.146428129465356,1
"Iext",-0.0112081209889116,-0.0112081209889116,1,0.00301328390079351,0.0112081209889116,0.00301328390079351,-0.0112081209889116,1,0.0112081209889116,-0.00301328390079349,-0.00301328390079349,-0.0112081209889116
"KEAP1",-0.146428129465356,-0.146428129465356,0.00301328390079351,1,0.146428129465356,1,-0.146428129465356,0.00301328390079351,0.146428129465356,-1,-1,-0.146428129465356
"NRF2",-1,-1,0.0112081209889116,0.146428129465356,1,0.146428129465356,-1,0.0112081209889116,1,-0.146428129465356,-0.146428129465356,-1
"OCT4",-0.146428129465356,-0.146428129465356,0.00301328390079351,1,0.146428129465356,1,-0.146428129465356,0.00301328390079351,0.146428129465356,-1,-1,-0.146428129465356
"OVOL2",1,1,-0.0112081209889116,-0.146428129465356,-1,-0.146428129465356,1,-0.0112081209889116,-1,0.146428129465356,0.146428129465356,1
"SNAIL",-0.0112081209889116,-0.0112081209889116,1,0.00301328390079351,0.0112081209889116,0.00301328390079351,-0.0112081209889116,1,0.0112081209889116,-0.00301328390079349,-0.00301328390079349,-0.0112081209889116
"ZEB",-1,-1,0.0112081209889116,0.146428129465356,1,0.146428129465356,-1,0.0112081209889116,1,-0.146428129465356,-0.146428129465356,-1
"miR145",0.146428129465356,0.146428129465356,-0.00301328390079349,-1,-0.146428129465356,-1,0.146428129465356,-0.00301328390079349,-0.146428129465356,1,1,0.146428129465356
"miR200",0.146428129465356,0.146428129465356,-0.00301328390079349,-1,-0.146428129465356,-1,0.146428129465356,-0.00301328390079349,-0.146428129465356,1,1,0.146428129465356
"miR34",1,1,-0.0112081209889116,-0.146428129465356,-1,-0.146428129465356,1,-0.0112081209889116,-1,0.146428129465356,0.146428129465356,1
