"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0872570643283106,-1,1,-1,-0.00183404687187432,-1,-1,1,1,1
"GRHL2",1,1,-0.0872570643283106,-1,1,-1,-0.00183404687187432,-1,-1,1,1,1
"Iext",-0.0872570643283106,-0.0872570643283106,1,0.0872570643283106,-0.0872570643283106,0.0872570643283106,-0.0046042582323104,0.0872570643283106,0.0872570643283106,-0.0872570643283106,-0.0872570643283106,-0.0872570643283106
"KEAP1",-1,-1,0.0872570643283106,1,-1,1,0.00183404687187432,1,1,-1,-1,-1
"NRF2",1,1,-0.0872570643283106,-1,1,-1,-0.00183404687187432,-1,-1,1,1,1
"OCT4",-1,-1,0.0872570643283106,1,-1,1,0.00183404687187432,1,1,-1,-1,-1
"OVOL2",-0.00183404687187432,-0.00183404687187432,-0.0046042582323104,0.00183404687187432,-0.00183404687187432,0.00183404687187432,1,0.00183404687187432,0.00183404687187432,-0.00183404687187432,-0.00183404687187432,-0.00183404687187432
"SNAIL",-1,-1,0.0872570643283106,1,-1,1,0.00183404687187432,1,1,-1,-1,-1
"ZEB",-1,-1,0.0872570643283106,1,-1,1,0.00183404687187432,1,1,-1,-1,-1
"miR145",1,1,-0.0872570643283106,-1,1,-1,-0.00183404687187432,-1,-1,1,1,1
"miR200",1,1,-0.0872570643283106,-1,1,-1,-0.00183404687187432,-1,-1,1,1,1
"miR34",1,1,-0.0872570643283106,-1,1,-1,-0.00183404687187432,-1,-1,1,1,1
