"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0109030849655459,-1,-1,-1,1,0.492650475601284,-1,1,1,-0.489051670736636
"GRHL2",1,1,-0.0109030849655459,-1,-1,-1,1,0.492650475601284,-1,1,1,-0.489051670736636
"Iext",-0.0109030849655459,-0.0109030849655459,1,0.0109030849655458,0.0109030849655458,0.0109030849655458,-0.0109030849655459,0.496445902949097,0.0109030849655458,-0.0109030849655459,-0.0109030849655459,-0.500046708568149
"KEAP1",-1,-1,0.0109030849655458,1,1,1,-1,-0.492650475601284,1,-1,-1,0.489051670736636
"NRF2",-1,-1,0.0109030849655458,1,1,1,-1,-0.492650475601284,1,-1,-1,0.489051670736636
"OCT4",-1,-1,0.0109030849655458,1,1,1,-1,-0.492650475601284,1,-1,-1,0.489051670736636
"OVOL2",1,1,-0.0109030849655459,-1,-1,-1,1,0.492650475601284,-1,1,1,-0.489051670736636
"SNAIL",0.492650475601284,0.492650475601284,0.496445902949097,-0.492650475601284,-0.492650475601284,-0.492650475601284,0.492650475601284,1,-0.492650475601284,0.492650475601284,0.492650475601284,-0.66949692433827
"ZEB",-1,-1,0.0109030849655458,1,1,1,-1,-0.492650475601284,1,-1,-1,0.489051670736636
"miR145",1,1,-0.0109030849655459,-1,-1,-1,1,0.492650475601284,-1,1,1,-0.489051670736636
"miR200",1,1,-0.0109030849655459,-1,-1,-1,1,0.492650475601284,-1,1,1,-0.489051670736636
"miR34",-0.489051670736636,-0.489051670736636,-0.500046708568149,0.489051670736636,0.489051670736636,0.489051670736636,-0.489051670736636,-0.66949692433827,0.489051670736636,-0.489051670736636,-0.489051670736636,1
