"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,0.00179691748404352,-0.502399650855349,0.506225747156366,-1,0.00564317858492358,-0.00460411031665787,-1,1,0.500440915633787,1
"GRHL2",1,1,0.00179691748404352,-0.502399650855349,0.506225747156366,-1,0.00564317858492358,-0.00460411031665787,-1,1,0.500440915633787,1
"Iext",0.00179691748404352,0.00179691748404352,1,-0.00200158574747632,0.00502010598932784,-0.00179691748404352,-0.00301124887383866,-0.000797720401590056,-0.00179691748404352,0.00179691748404352,-0.0036107704855867,0.00179691748404352
"KEAP1",-0.502399650855349,-0.502399650855349,-0.00200158574747632,1,-0.739643419761165,0.502399650855349,0.0605056346477664,0.0550730455805383,0.502399650855349,-0.502399650855349,-0.663881675493597,-0.502399650855349
"NRF2",0.506225747156366,0.506225747156366,0.00502010598932784,-0.739643419761165,1,-0.506225747156366,-0.023716858141538,-0.0166772327027178,-0.506225747156366,0.506225747156366,0.469459149218751,0.506225747156366
"OCT4",-1,-1,-0.00179691748404352,0.502399650855349,-0.506225747156366,1,-0.00564317858492358,0.00460411031665787,1,-1,-0.500440915633787,-1
"OVOL2",0.00564317858492358,0.00564317858492358,-0.00301124887383866,0.0605056346477664,-0.023716858141538,-0.00564317858492358,1,0.00823581184488617,-0.00564317858492358,0.00564317858492358,-0.175523406228526,0.00564317858492358
"SNAIL",-0.00460411031665787,-0.00460411031665787,-0.000797720401590056,0.0550730455805383,-0.0166772327027178,0.00460411031665787,0.00823581184488617,1,0.00460411031665787,-0.00460411031665787,-0.168089147332027,-0.00460411031665787
"ZEB",-1,-1,-0.00179691748404352,0.502399650855349,-0.506225747156366,1,-0.00564317858492358,0.00460411031665787,1,-1,-0.500440915633787,-1
"miR145",1,1,0.00179691748404352,-0.502399650855349,0.506225747156366,-1,0.00564317858492358,-0.00460411031665787,-1,1,0.500440915633787,1
"miR200",0.500440915633787,0.500440915633787,-0.0036107704855867,-0.663881675493597,0.469459149218751,-0.500440915633787,-0.175523406228526,-0.168089147332027,-0.500440915633787,0.500440915633787,1,0.500440915633787
"miR34",1,1,0.00179691748404352,-0.502399650855349,0.506225747156366,-1,0.00564317858492358,-0.00460411031665787,-1,1,0.500440915633787,1
