"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0671010496567834,-1,-1,-1,1,-0.0671010496567834,-1,1,1,0.0671010496567834
"GRHL2",1,1,-0.0671010496567834,-1,-1,-1,1,-0.0671010496567834,-1,1,1,0.0671010496567834
"Iext",-0.0671010496567834,-0.0671010496567834,1,0.0671010496567834,0.0671010496567834,0.0671010496567834,-0.0671010496567834,1,0.0671010496567834,-0.0671010496567834,-0.0671010496567834,-1
"KEAP1",-1,-1,0.0671010496567834,1,1,1,-1,0.0671010496567834,1,-1,-1,-0.0671010496567834
"NRF2",-1,-1,0.0671010496567834,1,1,1,-1,0.0671010496567834,1,-1,-1,-0.0671010496567834
"OCT4",-1,-1,0.0671010496567834,1,1,1,-1,0.0671010496567834,1,-1,-1,-0.0671010496567834
"OVOL2",1,1,-0.0671010496567834,-1,-1,-1,1,-0.0671010496567834,-1,1,1,0.0671010496567834
"SNAIL",-0.0671010496567834,-0.0671010496567834,1,0.0671010496567834,0.0671010496567834,0.0671010496567834,-0.0671010496567834,1,0.0671010496567834,-0.0671010496567834,-0.0671010496567834,-1
"ZEB",-1,-1,0.0671010496567834,1,1,1,-1,0.0671010496567834,1,-1,-1,-0.0671010496567834
"miR145",1,1,-0.0671010496567834,-1,-1,-1,1,-0.0671010496567834,-1,1,1,0.0671010496567834
"miR200",1,1,-0.0671010496567834,-1,-1,-1,1,-0.0671010496567834,-1,1,1,0.0671010496567834
"miR34",0.0671010496567834,0.0671010496567834,-1,-0.0671010496567834,-0.0671010496567834,-0.0671010496567834,0.0671010496567834,-1,-0.0671010496567834,0.0671010496567834,0.0671010496567834,1
