"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0223705565407726,-0.517763181851183,-1,-1,0.00345277046700002,-0.0223705565407726,-1,1,0.514919768093107,0.0223705565407726
"GRHL2",1,1,-0.0223705565407726,-0.517763181851183,-1,-1,0.00345277046700002,-0.0223705565407726,-1,1,0.514919768093107,0.0223705565407726
"Iext",-0.0223705565407726,-0.0223705565407726,1,0.504646109413012,0.0223705565407726,0.0223705565407726,0.00428862394271127,1,0.0223705565407726,-0.0223705565407726,-0.507455774164424,-1
"KEAP1",-0.517763181851183,-0.517763181851183,0.504646109413012,1,0.517763181851183,0.517763181851183,0.0501220725128752,0.504646109413012,0.517763181851183,-0.517763181851183,-0.785852465831152,-0.504646109413012
"NRF2",-1,-1,0.0223705565407726,0.517763181851183,1,1,-0.00345277046700002,0.0223705565407726,1,-1,-0.514919768093107,-0.0223705565407726
"OCT4",-1,-1,0.0223705565407726,0.517763181851183,1,1,-0.00345277046700002,0.0223705565407726,1,-1,-0.514919768093107,-0.0223705565407726
"OVOL2",0.00345277046700002,0.00345277046700002,0.00428862394271127,0.0501220725128752,-0.00345277046700002,-0.00345277046700002,1,0.00428862394271127,-0.00345277046700002,0.00345277046700002,-0.159009127683762,-0.00428862394271127
"SNAIL",-0.0223705565407726,-0.0223705565407726,1,0.504646109413012,0.0223705565407726,0.0223705565407726,0.00428862394271127,1,0.0223705565407726,-0.0223705565407726,-0.507455774164424,-1
"ZEB",-1,-1,0.0223705565407726,0.517763181851183,1,1,-0.00345277046700002,0.0223705565407726,1,-1,-0.514919768093107,-0.0223705565407726
"miR145",1,1,-0.0223705565407726,-0.517763181851183,-1,-1,0.00345277046700002,-0.0223705565407726,-1,1,0.514919768093107,0.0223705565407726
"miR200",0.514919768093107,0.514919768093107,-0.507455774164424,-0.785852465831152,-0.514919768093107,-0.514919768093107,-0.159009127683762,-0.507455774164424,-0.514919768093107,0.514919768093107,1,0.507455774164424
"miR34",0.0223705565407726,0.0223705565407726,-1,-0.504646109413012,-0.0223705565407726,-0.0223705565407726,-0.00428862394271127,-1,-0.0223705565407726,0.0223705565407726,0.507455774164424,1
