"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.103869465516713,-1,1,-0.00239944446817568,0.00618402017414367,-1,-1,0.00239944446817568,1,1
"GRHL2",1,1,-0.103869465516713,-1,1,-0.00239944446817568,0.00618402017414367,-1,-1,0.00239944446817568,1,1
"Iext",-0.103869465516713,-0.103869465516713,1,0.103869465516713,-0.103869465516713,-0.00680091687314318,0.000968615380811979,0.103869465516713,0.103869465516713,0.00680091687314318,-0.103869465516713,-0.103869465516713
"KEAP1",-1,-1,0.103869465516713,1,-1,0.00239944446817568,-0.00618402017414367,1,1,-0.00239944446817568,-1,-1
"NRF2",1,1,-0.103869465516713,-1,1,-0.00239944446817568,0.00618402017414367,-1,-1,0.00239944446817568,1,1
"OCT4",-0.00239944446817568,-0.00239944446817568,-0.00680091687314318,0.00239944446817568,-0.00239944446817568,1,-0.00319207053897917,0.00239944446817568,0.00239944446817568,-1,-0.00239944446817568,-0.00239944446817568
"OVOL2",0.00618402017414367,0.00618402017414367,0.000968615380811979,-0.00618402017414367,0.00618402017414367,-0.00319207053897917,1,-0.00618402017414367,-0.00618402017414367,0.00319207053897917,0.00618402017414367,0.00618402017414367
"SNAIL",-1,-1,0.103869465516713,1,-1,0.00239944446817568,-0.00618402017414367,1,1,-0.00239944446817568,-1,-1
"ZEB",-1,-1,0.103869465516713,1,-1,0.00239944446817568,-0.00618402017414367,1,1,-0.00239944446817568,-1,-1
"miR145",0.00239944446817568,0.00239944446817568,0.00680091687314318,-0.00239944446817568,0.00239944446817568,-1,0.00319207053897917,-0.00239944446817568,-0.00239944446817568,1,0.00239944446817568,0.00239944446817568
"miR200",1,1,-0.103869465516713,-1,1,-0.00239944446817568,0.00618402017414367,-1,-1,0.00239944446817568,1,1
"miR34",1,1,-0.103869465516713,-1,1,-0.00239944446817568,0.00618402017414367,-1,-1,0.00239944446817568,1,1
