"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0798363972220008,0.211422386847533,-1,-1,1,0.211422386847533,-1,1,-0.211422386847533,-0.211422386847533
"GRHL2",1,1,-0.0798363972220008,0.211422386847533,-1,-1,1,0.211422386847533,-1,1,-0.211422386847533,-0.211422386847533
"Iext",-0.0798363972220008,-0.0798363972220008,1,0.708739380045099,0.0798363972220008,0.0798363972220008,-0.0798363972220008,0.708739380045099,0.0798363972220008,-0.0798363972220008,-0.708739380045099,-0.708739380045099
"KEAP1",0.211422386847533,0.211422386847533,0.708739380045099,1,-0.211422386847533,-0.211422386847533,0.211422386847533,1,-0.211422386847533,0.211422386847533,-1,-1
"NRF2",-1,-1,0.0798363972220008,-0.211422386847533,1,1,-1,-0.211422386847533,1,-1,0.211422386847533,0.211422386847533
"OCT4",-1,-1,0.0798363972220008,-0.211422386847533,1,1,-1,-0.211422386847533,1,-1,0.211422386847533,0.211422386847533
"OVOL2",1,1,-0.0798363972220008,0.211422386847533,-1,-1,1,0.211422386847533,-1,1,-0.211422386847533,-0.211422386847533
"SNAIL",0.211422386847533,0.211422386847533,0.708739380045099,1,-0.211422386847533,-0.211422386847533,0.211422386847533,1,-0.211422386847533,0.211422386847533,-1,-1
"ZEB",-1,-1,0.0798363972220008,-0.211422386847533,1,1,-1,-0.211422386847533,1,-1,0.211422386847533,0.211422386847533
"miR145",1,1,-0.0798363972220008,0.211422386847533,-1,-1,1,0.211422386847533,-1,1,-0.211422386847533,-0.211422386847533
"miR200",-0.211422386847533,-0.211422386847533,-0.708739380045099,-1,0.211422386847533,0.211422386847533,-0.211422386847533,-1,0.211422386847533,-0.211422386847533,1,1
"miR34",-0.211422386847533,-0.211422386847533,-0.708739380045099,-1,0.211422386847533,0.211422386847533,-0.211422386847533,-1,0.211422386847533,-0.211422386847533,1,1
