"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.00277214365337605,-1,-1,-1,-0.00119832736379324,-0.00101503237110357,-1,1,1,1
"GRHL2",1,1,-0.00277214365337605,-1,-1,-1,-0.00119832736379324,-0.00101503237110357,-1,1,1,1
"Iext",-0.00277214365337605,-0.00277214365337605,1,0.00277214365337604,0.00277214365337604,0.00277214365337604,0.0049986943996186,0.000827180327114382,0.00277214365337604,-0.00277214365337605,-0.00277214365337605,-0.00277214365337605
"KEAP1",-1,-1,0.00277214365337604,1,1,1,0.00119832736379323,0.00101503237110356,1,-1,-1,-1
"NRF2",-1,-1,0.00277214365337604,1,1,1,0.00119832736379323,0.00101503237110356,1,-1,-1,-1
"OCT4",-1,-1,0.00277214365337604,1,1,1,0.00119832736379323,0.00101503237110356,1,-1,-1,-1
"OVOL2",-0.00119832736379324,-0.00119832736379324,0.0049986943996186,0.00119832736379323,0.00119832736379323,0.00119832736379323,1,-0.00119856582998454,0.00119832736379323,-0.00119832736379324,-0.00119832736379324,-0.00119832736379324
"SNAIL",-0.00101503237110357,-0.00101503237110357,0.000827180327114382,0.00101503237110356,0.00101503237110356,0.00101503237110356,-0.00119856582998454,1,0.00101503237110356,-0.00101503237110357,-0.00101503237110357,-0.00101503237110357
"ZEB",-1,-1,0.00277214365337604,1,1,1,0.00119832736379323,0.00101503237110356,1,-1,-1,-1
"miR145",1,1,-0.00277214365337605,-1,-1,-1,-0.00119832736379324,-0.00101503237110357,-1,1,1,1
"miR200",1,1,-0.00277214365337605,-1,-1,-1,-0.00119832736379324,-0.00101503237110357,-1,1,1,1
"miR34",1,1,-0.00277214365337605,-1,-1,-1,-0.00119832736379324,-0.00101503237110357,-1,1,1,1
