"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0352055034589703,0.266456133986224,-1,-1,1,0.266456133986224,-1,1,-0.266456133986224,-0.266456133986224
"GRHL2",1,1,-0.0352055034589703,0.266456133986224,-1,-1,1,0.266456133986224,-1,1,-0.266456133986224,-0.266456133986224
"Iext",-0.0352055034589703,-0.0352055034589703,1,0.698339301329206,0.0352055034589703,0.0352055034589703,-0.0352055034589703,0.698339301329206,0.0352055034589703,-0.0352055034589703,-0.698339301329206,-0.698339301329206
"KEAP1",0.266456133986224,0.266456133986224,0.698339301329206,1,-0.266456133986224,-0.266456133986224,0.266456133986224,1,-0.266456133986224,0.266456133986224,-1,-1
"NRF2",-1,-1,0.0352055034589703,-0.266456133986224,1,1,-1,-0.266456133986224,1,-1,0.266456133986224,0.266456133986224
"OCT4",-1,-1,0.0352055034589703,-0.266456133986224,1,1,-1,-0.266456133986224,1,-1,0.266456133986224,0.266456133986224
"OVOL2",1,1,-0.0352055034589703,0.266456133986224,-1,-1,1,0.266456133986224,-1,1,-0.266456133986224,-0.266456133986224
"SNAIL",0.266456133986224,0.266456133986224,0.698339301329206,1,-0.266456133986224,-0.266456133986224,0.266456133986224,1,-0.266456133986224,0.266456133986224,-1,-1
"ZEB",-1,-1,0.0352055034589703,-0.266456133986224,1,1,-1,-0.266456133986224,1,-1,0.266456133986224,0.266456133986224
"miR145",1,1,-0.0352055034589703,0.266456133986224,-1,-1,1,0.266456133986224,-1,1,-0.266456133986224,-0.266456133986224
"miR200",-0.266456133986224,-0.266456133986224,-0.698339301329206,-1,0.266456133986224,0.266456133986224,-0.266456133986224,-1,0.266456133986224,-0.266456133986224,1,1
"miR34",-0.266456133986224,-0.266456133986224,-0.698339301329206,-1,0.266456133986224,0.266456133986224,-0.266456133986224,-1,0.266456133986224,-0.266456133986224,1,1
