"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.00260214177801276,-0.0442124110444857,0.0442124110444857,-0.0442124110444857,1,-1,-1,0.0442124110444857,0.0442124110444857,1
"GRHL2",1,1,-0.00260214177801276,-0.0442124110444857,0.0442124110444857,-0.0442124110444857,1,-1,-1,0.0442124110444857,0.0442124110444857,1
"Iext",-0.00260214177801276,-0.00260214177801276,1,-0.00220076109671278,0.00220076109671274,-0.00220076109671278,-0.00260214177801276,0.00260214177801276,0.00260214177801276,0.00220076109671274,0.00220076109671274,-0.00260214177801276
"KEAP1",-0.0442124110444857,-0.0442124110444857,-0.00220076109671278,1,-1,1,-0.0442124110444857,0.0442124110444857,0.0442124110444857,-1,-1,-0.0442124110444857
"NRF2",0.0442124110444857,0.0442124110444857,0.00220076109671274,-1,1,-1,0.0442124110444857,-0.0442124110444857,-0.0442124110444857,1,1,0.0442124110444857
"OCT4",-0.0442124110444857,-0.0442124110444857,-0.00220076109671278,1,-1,1,-0.0442124110444857,0.0442124110444857,0.0442124110444857,-1,-1,-0.0442124110444857
"OVOL2",1,1,-0.00260214177801276,-0.0442124110444857,0.0442124110444857,-0.0442124110444857,1,-1,-1,0.0442124110444857,0.0442124110444857,1
"SNAIL",-1,-1,0.00260214177801276,0.0442124110444857,-0.0442124110444857,0.0442124110444857,-1,1,1,-0.0442124110444857,-0.0442124110444857,-1
"ZEB",-1,-1,0.00260214177801276,0.0442124110444857,-0.0442124110444857,0.0442124110444857,-1,1,1,-0.0442124110444857,-0.0442124110444857,-1
"miR145",0.0442124110444857,0.0442124110444857,0.00220076109671274,-1,1,-1,0.0442124110444857,-0.0442124110444857,-0.0442124110444857,1,1,0.0442124110444857
"miR200",0.0442124110444857,0.0442124110444857,0.00220076109671274,-1,1,-1,0.0442124110444857,-0.0442124110444857,-0.0442124110444857,1,1,0.0442124110444857
"miR34",1,1,-0.00260214177801276,-0.0442124110444857,0.0442124110444857,-0.0442124110444857,1,-1,-1,0.0442124110444857,0.0442124110444857,1
