"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0210091860347057,1,-1,-0.194430697125031,1,1,-1,0.194430697125031,-1,-1
"GRHL2",1,1,-0.0210091860347057,1,-1,-0.194430697125031,1,1,-1,0.194430697125031,-1,-1
"Iext",-0.0210091860347057,-0.0210091860347057,1,-0.0210091860347057,0.0210091860347057,-0.00239736868079765,-0.0210091860347057,-0.0210091860347057,0.0210091860347057,0.00239736868079767,0.0210091860347057,0.0210091860347057
"KEAP1",1,1,-0.0210091860347057,1,-1,-0.194430697125031,1,1,-1,0.194430697125031,-1,-1
"NRF2",-1,-1,0.0210091860347057,-1,1,0.194430697125031,-1,-1,1,-0.194430697125031,1,1
"OCT4",-0.194430697125031,-0.194430697125031,-0.00239736868079765,-0.194430697125031,0.194430697125031,1,-0.194430697125031,-0.194430697125031,0.194430697125031,-1,0.194430697125031,0.194430697125031
"OVOL2",1,1,-0.0210091860347057,1,-1,-0.194430697125031,1,1,-1,0.194430697125031,-1,-1
"SNAIL",1,1,-0.0210091860347057,1,-1,-0.194430697125031,1,1,-1,0.194430697125031,-1,-1
"ZEB",-1,-1,0.0210091860347057,-1,1,0.194430697125031,-1,-1,1,-0.194430697125031,1,1
"miR145",0.194430697125031,0.194430697125031,0.00239736868079767,0.194430697125031,-0.194430697125031,-1,0.194430697125031,0.194430697125031,-0.194430697125031,1,-0.194430697125031,-0.194430697125031
"miR200",-1,-1,0.0210091860347057,-1,1,0.194430697125031,-1,-1,1,-0.194430697125031,1,1
"miR34",-1,-1,0.0210091860347057,-1,1,0.194430697125031,-1,-1,1,-0.194430697125031,1,1
