"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.00190327362746176,-1,-1,-1,-0.00409597818209417,-0.00870331306077478,-1,1,1,1
"GRHL2",1,1,-0.00190327362746176,-1,-1,-1,-0.00409597818209417,-0.00870331306077478,-1,1,1,1
"Iext",-0.00190327362746176,-0.00190327362746176,1,0.00190327362746176,0.00190327362746176,0.00190327362746176,0.00813381821802486,0.0115107835317912,0.00190327362746176,-0.00190327362746176,-0.00190327362746176,-0.00190327362746176
"KEAP1",-1,-1,0.00190327362746176,1,1,1,0.00409597818209417,0.00870331306077478,1,-1,-1,-1
"NRF2",-1,-1,0.00190327362746176,1,1,1,0.00409597818209417,0.00870331306077478,1,-1,-1,-1
"OCT4",-1,-1,0.00190327362746176,1,1,1,0.00409597818209417,0.00870331306077478,1,-1,-1,-1
"OVOL2",-0.00409597818209417,-0.00409597818209417,0.00813381821802486,0.00409597818209417,0.00409597818209417,0.00409597818209417,1,-0.00591655606263697,0.00409597818209417,-0.00409597818209417,-0.00409597818209417,-0.00409597818209417
"SNAIL",-0.00870331306077478,-0.00870331306077478,0.0115107835317912,0.00870331306077478,0.00870331306077478,0.00870331306077478,-0.00591655606263697,1,0.00870331306077478,-0.00870331306077478,-0.00870331306077478,-0.00870331306077478
"ZEB",-1,-1,0.00190327362746176,1,1,1,0.00409597818209417,0.00870331306077478,1,-1,-1,-1
"miR145",1,1,-0.00190327362746176,-1,-1,-1,-0.00409597818209417,-0.00870331306077478,-1,1,1,1
"miR200",1,1,-0.00190327362746176,-1,-1,-1,-0.00409597818209417,-0.00870331306077478,-1,1,1,1
"miR34",1,1,-0.00190327362746176,-1,-1,-1,-0.00409597818209417,-0.00870331306077478,-1,1,1,1
