"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-9.30965617475476e-05,-1,-1,-1,0.00210294748851297,-1,-1,1,1,1
"GRHL2",1,1,-9.30965617475476e-05,-1,-1,-1,0.00210294748851297,-1,-1,1,1,1
"Iext",-9.30965617475476e-05,-9.30965617475476e-05,1,9.30965617475476e-05,9.30965617475476e-05,9.30965617475476e-05,0.00589817405762107,9.30965617475476e-05,9.30965617475476e-05,-9.30965617475476e-05,-9.30965617475476e-05,-9.30965617475476e-05
"KEAP1",-1,-1,9.30965617475476e-05,1,1,1,-0.00210294748851297,1,1,-1,-1,-1
"NRF2",-1,-1,9.30965617475476e-05,1,1,1,-0.00210294748851297,1,1,-1,-1,-1
"OCT4",-1,-1,9.30965617475476e-05,1,1,1,-0.00210294748851297,1,1,-1,-1,-1
"OVOL2",0.00210294748851297,0.00210294748851297,0.00589817405762107,-0.00210294748851297,-0.00210294748851297,-0.00210294748851297,1,-0.00210294748851297,-0.00210294748851297,0.00210294748851297,0.00210294748851297,0.00210294748851297
"SNAIL",-1,-1,9.30965617475476e-05,1,1,1,-0.00210294748851297,1,1,-1,-1,-1
"ZEB",-1,-1,9.30965617475476e-05,1,1,1,-0.00210294748851297,1,1,-1,-1,-1
"miR145",1,1,-9.30965617475476e-05,-1,-1,-1,0.00210294748851297,-1,-1,1,1,1
"miR200",1,1,-9.30965617475476e-05,-1,-1,-1,0.00210294748851297,-1,-1,1,1,1
"miR34",1,1,-9.30965617475476e-05,-1,-1,-1,0.00210294748851297,-1,-1,1,1,1
