"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0505574417025486,-1,1,-1,-0.000882035400294963,-1,-1,1,1,1
"GRHL2",1,1,-0.0505574417025486,-1,1,-1,-0.000882035400294963,-1,-1,1,1,1
"Iext",-0.0505574417025486,-0.0505574417025486,1,0.0505574417025486,-0.0505574417025486,0.0505574417025486,-0.000286337002101834,0.0505574417025486,0.0505574417025486,-0.0505574417025486,-0.0505574417025486,-0.0505574417025486
"KEAP1",-1,-1,0.0505574417025486,1,-1,1,0.000882035400295002,1,1,-1,-1,-1
"NRF2",1,1,-0.0505574417025486,-1,1,-1,-0.000882035400294963,-1,-1,1,1,1
"OCT4",-1,-1,0.0505574417025486,1,-1,1,0.000882035400295002,1,1,-1,-1,-1
"OVOL2",-0.000882035400294963,-0.000882035400294963,-0.000286337002101834,0.000882035400295002,-0.000882035400294963,0.000882035400295002,1,0.000882035400295002,0.000882035400295002,-0.000882035400294963,-0.000882035400294963,-0.000882035400294963
"SNAIL",-1,-1,0.0505574417025486,1,-1,1,0.000882035400295002,1,1,-1,-1,-1
"ZEB",-1,-1,0.0505574417025486,1,-1,1,0.000882035400295002,1,1,-1,-1,-1
"miR145",1,1,-0.0505574417025486,-1,1,-1,-0.000882035400294963,-1,-1,1,1,1
"miR200",1,1,-0.0505574417025486,-1,1,-1,-0.000882035400294963,-1,-1,1,1,1
"miR34",1,1,-0.0505574417025486,-1,1,-1,-0.000882035400294963,-1,-1,1,1,1
