"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0646087802271338,-0.53211163412351,-1,-1,0.00278371228751831,-0.0646087802271338,-1,1,0.534317423983991,0.0646087802271338
"GRHL2",1,1,-0.0646087802271338,-0.53211163412351,-1,-1,0.00278371228751831,-0.0646087802271338,-1,1,0.534317423983991,0.0646087802271338
"Iext",-0.0646087802271338,-0.0646087802271338,1,0.532481658614009,0.0646087802271338,0.0646087802271338,0.00284789256857938,1,0.0646087802271338,-0.0646087802271338,-0.530321682117458,-1
"KEAP1",-0.53211163412351,-0.53211163412351,0.532481658614009,1,0.53211163412351,0.53211163412351,0.0552800275943426,0.532481658614009,0.53211163412351,-0.53211163412351,-0.801294390582532,-0.532481658614009
"NRF2",-1,-1,0.0646087802271338,0.53211163412351,1,1,-0.00278371228751831,0.0646087802271338,1,-1,-0.534317423983991,-0.0646087802271338
"OCT4",-1,-1,0.0646087802271338,0.53211163412351,1,1,-0.00278371228751831,0.0646087802271338,1,-1,-0.534317423983991,-0.0646087802271338
"OVOL2",0.00278371228751831,0.00278371228751831,0.00284789256857938,0.0552800275943426,-0.00278371228751831,-0.00278371228751831,1,0.00284789256857938,-0.00278371228751831,0.00278371228751831,-0.155106386020094,-0.00284789256857938
"SNAIL",-0.0646087802271338,-0.0646087802271338,1,0.532481658614009,0.0646087802271338,0.0646087802271338,0.00284789256857938,1,0.0646087802271338,-0.0646087802271338,-0.530321682117458,-1
"ZEB",-1,-1,0.0646087802271338,0.53211163412351,1,1,-0.00278371228751831,0.0646087802271338,1,-1,-0.534317423983991,-0.0646087802271338
"miR145",1,1,-0.0646087802271338,-0.53211163412351,-1,-1,0.00278371228751831,-0.0646087802271338,-1,1,0.534317423983991,0.0646087802271338
"miR200",0.534317423983991,0.534317423983991,-0.530321682117458,-0.801294390582532,-0.534317423983991,-0.534317423983991,-0.155106386020094,-0.530321682117458,-0.534317423983991,0.534317423983991,1,0.530321682117458
"miR34",0.0646087802271338,0.0646087802271338,-1,-0.532481658614009,-0.0646087802271338,-0.0646087802271338,-0.00284789256857938,-1,-0.0646087802271338,0.0646087802271338,0.530321682117458,1
