"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0879416212898771,0.424048051084964,-0.424048051084964,-0.0702884740813189,1,-0.0879416212898771,-1,0.0702884740813189,-0.424048051084964,1
"GRHL2",1,1,-0.0879416212898771,0.424048051084964,-0.424048051084964,-0.0702884740813189,1,-0.0879416212898771,-1,0.0702884740813189,-0.424048051084964,1
"Iext",-0.0879416212898771,-0.0879416212898771,1,0.488057268373356,-0.488057268373356,-0.00628342196888408,-0.0879416212898771,1,0.0879416212898771,0.00628342196888405,-0.488057268373356,-0.0879416212898771
"KEAP1",0.424048051084964,0.424048051084964,0.488057268373356,1,-1,0.505646942768834,0.424048051084964,0.488057268373356,-0.424048051084964,-0.505646942768834,-1,0.424048051084964
"NRF2",-0.424048051084964,-0.424048051084964,-0.488057268373356,-1,1,-0.505646942768834,-0.424048051084964,-0.488057268373356,0.424048051084964,0.505646942768834,1,-0.424048051084964
"OCT4",-0.0702884740813189,-0.0702884740813189,-0.00628342196888408,0.505646942768834,-0.505646942768834,1,-0.0702884740813189,-0.00628342196888408,0.0702884740813189,-1,-0.505646942768834,-0.0702884740813189
"OVOL2",1,1,-0.0879416212898771,0.424048051084964,-0.424048051084964,-0.0702884740813189,1,-0.0879416212898771,-1,0.0702884740813189,-0.424048051084964,1
"SNAIL",-0.0879416212898771,-0.0879416212898771,1,0.488057268373356,-0.488057268373356,-0.00628342196888408,-0.0879416212898771,1,0.0879416212898771,0.00628342196888405,-0.488057268373356,-0.0879416212898771
"ZEB",-1,-1,0.0879416212898771,-0.424048051084964,0.424048051084964,0.0702884740813189,-1,0.0879416212898771,1,-0.0702884740813189,0.424048051084964,-1
"miR145",0.0702884740813189,0.0702884740813189,0.00628342196888405,-0.505646942768834,0.505646942768834,-1,0.0702884740813189,0.00628342196888405,-0.0702884740813189,1,0.505646942768834,0.0702884740813189
"miR200",-0.424048051084964,-0.424048051084964,-0.488057268373356,-1,1,-0.505646942768834,-0.424048051084964,-0.488057268373356,0.424048051084964,0.505646942768834,1,-0.424048051084964
"miR34",1,1,-0.0879416212898771,0.424048051084964,-0.424048051084964,-0.0702884740813189,1,-0.0879416212898771,-1,0.0702884740813189,-0.424048051084964,1
