"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.260974392373506,-1,1,-1,0.00228666816193588,-1,-1,1,1,1
"GRHL2",1,1,-0.260974392373506,-1,1,-1,0.00228666816193588,-1,-1,1,1,1
"Iext",-0.260974392373506,-0.260974392373506,1,0.260974392373506,-0.260974392373506,0.260974392373506,0.0101062164740317,0.260974392373506,0.260974392373506,-0.260974392373506,-0.260974392373506,-0.260974392373506
"KEAP1",-1,-1,0.260974392373506,1,-1,1,-0.00228666816193588,1,1,-1,-1,-1
"NRF2",1,1,-0.260974392373506,-1,1,-1,0.00228666816193588,-1,-1,1,1,1
"OCT4",-1,-1,0.260974392373506,1,-1,1,-0.00228666816193588,1,1,-1,-1,-1
"OVOL2",0.00228666816193588,0.00228666816193588,0.0101062164740317,-0.00228666816193588,0.00228666816193588,-0.00228666816193588,1,-0.00228666816193588,-0.00228666816193588,0.00228666816193588,0.00228666816193588,0.00228666816193588
"SNAIL",-1,-1,0.260974392373506,1,-1,1,-0.00228666816193588,1,1,-1,-1,-1
"ZEB",-1,-1,0.260974392373506,1,-1,1,-0.00228666816193588,1,1,-1,-1,-1
"miR145",1,1,-0.260974392373506,-1,1,-1,0.00228666816193588,-1,-1,1,1,1
"miR200",1,1,-0.260974392373506,-1,1,-1,0.00228666816193588,-1,-1,1,1,1
"miR34",1,1,-0.260974392373506,-1,1,-1,0.00228666816193588,-1,-1,1,1,1
