"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.00418653227499735,-1,-1,-1,0.000416139519912032,0.00239717586339443,-1,1,1,1
"GRHL2",1,1,-0.00418653227499735,-1,-1,-1,0.000416139519912032,0.00239717586339443,-1,1,1,1
"Iext",-0.00418653227499735,-0.00418653227499735,1,0.00418653227499733,0.00418653227499733,0.00418653227499733,-0.0082202331355953,0.0166107871641638,0.00418653227499733,-0.00418653227499735,-0.00418653227499735,-0.00418653227499735
"KEAP1",-1,-1,0.00418653227499733,1,1,1,-0.000416139519912033,-0.00239717586339443,1,-1,-1,-1
"NRF2",-1,-1,0.00418653227499733,1,1,1,-0.000416139519912033,-0.00239717586339443,1,-1,-1,-1
"OCT4",-1,-1,0.00418653227499733,1,1,1,-0.000416139519912033,-0.00239717586339443,1,-1,-1,-1
"OVOL2",0.000416139519912032,0.000416139519912032,-0.0082202331355953,-0.000416139519912033,-0.000416139519912033,-0.000416139519912033,1,0.00440600516329054,-0.000416139519912033,0.000416139519912032,0.000416139519912032,0.000416139519912032
"SNAIL",0.00239717586339443,0.00239717586339443,0.0166107871641638,-0.00239717586339443,-0.00239717586339443,-0.00239717586339443,0.00440600516329054,1,-0.00239717586339443,0.00239717586339443,0.00239717586339443,0.00239717586339443
"ZEB",-1,-1,0.00418653227499733,1,1,1,-0.000416139519912033,-0.00239717586339443,1,-1,-1,-1
"miR145",1,1,-0.00418653227499735,-1,-1,-1,0.000416139519912032,0.00239717586339443,-1,1,1,1
"miR200",1,1,-0.00418653227499735,-1,-1,-1,0.000416139519912032,0.00239717586339443,-1,1,1,1
"miR34",1,1,-0.00418653227499735,-1,-1,-1,0.000416139519912032,0.00239717586339443,-1,1,1,1
