"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.00483453661523518,-1,-1,-1,0.00724135465064428,0.193690982501757,-1,1,1,-0.193690982501757
"GRHL2",1,1,-0.00483453661523518,-1,-1,-1,0.00724135465064428,0.193690982501757,-1,1,1,-0.193690982501757
"Iext",-0.00483453661523518,-0.00483453661523518,1,0.00483453661523518,0.00483453661523518,0.00483453661523518,0.00031200955626885,0.801462518928123,0.00483453661523518,-0.00483453661523518,-0.00483453661523518,-0.801462518928123
"KEAP1",-1,-1,0.00483453661523518,1,1,1,-0.00724135465064428,-0.193690982501757,1,-1,-1,0.193690982501757
"NRF2",-1,-1,0.00483453661523518,1,1,1,-0.00724135465064428,-0.193690982501757,1,-1,-1,0.193690982501757
"OCT4",-1,-1,0.00483453661523518,1,1,1,-0.00724135465064428,-0.193690982501757,1,-1,-1,0.193690982501757
"OVOL2",0.00724135465064428,0.00724135465064428,0.00031200955626885,-0.00724135465064428,-0.00724135465064428,-0.00724135465064428,1,-0.00523296642864478,-0.00724135465064428,0.00724135465064428,0.00724135465064428,0.00523296642864476
"SNAIL",0.193690982501757,0.193690982501757,0.801462518928123,-0.193690982501757,-0.193690982501757,-0.193690982501757,-0.00523296642864478,1,-0.193690982501757,0.193690982501757,0.193690982501757,-1
"ZEB",-1,-1,0.00483453661523518,1,1,1,-0.00724135465064428,-0.193690982501757,1,-1,-1,0.193690982501757
"miR145",1,1,-0.00483453661523518,-1,-1,-1,0.00724135465064428,0.193690982501757,-1,1,1,-0.193690982501757
"miR200",1,1,-0.00483453661523518,-1,-1,-1,0.00724135465064428,0.193690982501757,-1,1,1,-0.193690982501757
"miR34",-0.193690982501757,-0.193690982501757,-0.801462518928123,0.193690982501757,0.193690982501757,0.193690982501757,0.00523296642864476,-1,0.193690982501757,-0.193690982501757,-0.193690982501757,1
