"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0894709610953974,-1,1,-1,-0.00860196887191983,-0.545916223989722,-1,1,1,1
"GRHL2",1,1,-0.0894709610953974,-1,1,-1,-0.00860196887191983,-0.545916223989722,-1,1,1,1
"Iext",-0.0894709610953974,-0.0894709610953974,1,0.0894709610953973,-0.0894709610953974,0.0894709610953973,-0.00500110266465358,0.543527912321711,0.0894709610953973,-0.0894709610953974,-0.0894709610953974,-0.0894709610953974
"KEAP1",-1,-1,0.0894709610953973,1,-1,1,0.00860196887191983,0.545916223989722,1,-1,-1,-1
"NRF2",1,1,-0.0894709610953974,-1,1,-1,-0.00860196887191983,-0.545916223989722,-1,1,1,1
"OCT4",-1,-1,0.0894709610953973,1,-1,1,0.00860196887191983,0.545916223989722,1,-1,-1,-1
"OVOL2",-0.00860196887191983,-0.00860196887191983,-0.00500110266465358,0.00860196887191983,-0.00860196887191983,0.00860196887191983,1,0.004200843193852,0.00860196887191983,-0.00860196887191983,-0.00860196887191983,-0.00860196887191983
"SNAIL",-0.545916223989722,-0.545916223989722,0.543527912321711,0.545916223989722,-0.545916223989722,0.545916223989722,0.004200843193852,1,0.545916223989722,-0.545916223989722,-0.545916223989722,-0.545916223989722
"ZEB",-1,-1,0.0894709610953973,1,-1,1,0.00860196887191983,0.545916223989722,1,-1,-1,-1
"miR145",1,1,-0.0894709610953974,-1,1,-1,-0.00860196887191983,-0.545916223989722,-1,1,1,1
"miR200",1,1,-0.0894709610953974,-1,1,-1,-0.00860196887191983,-0.545916223989722,-1,1,1,1
"miR34",1,1,-0.0894709610953974,-1,1,-1,-0.00860196887191983,-0.545916223989722,-1,1,1,1
