"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,0.00591847471402769,-1,1,-1,-0.00893036362489017,-0.20838790749652,-1,1,1,0.20838790749652
"GRHL2",1,1,0.00591847471402769,-1,1,-1,-0.00893036362489017,-0.20838790749652,-1,1,1,0.20838790749652
"Iext",0.00591847471402769,0.00591847471402769,1,-0.00591847471402769,0.00591847471402769,-0.00591847471402769,-0.00288932839217274,0.785691096577433,-0.00591847471402769,0.00591847471402769,0.00591847471402769,-0.785691096577433
"KEAP1",-1,-1,-0.00591847471402769,1,-1,1,0.00893036362489017,0.20838790749652,1,-1,-1,-0.20838790749652
"NRF2",1,1,0.00591847471402769,-1,1,-1,-0.00893036362489017,-0.20838790749652,-1,1,1,0.20838790749652
"OCT4",-1,-1,-0.00591847471402769,1,-1,1,0.00893036362489017,0.20838790749652,1,-1,-1,-0.20838790749652
"OVOL2",-0.00893036362489017,-0.00893036362489017,-0.00288932839217274,0.00893036362489017,-0.00893036362489017,0.00893036362489017,1,0.00331837385708586,0.00893036362489017,-0.00893036362489017,-0.00893036362489017,-0.00331837385708586
"SNAIL",-0.20838790749652,-0.20838790749652,0.785691096577433,0.20838790749652,-0.20838790749652,0.20838790749652,0.00331837385708586,1,0.20838790749652,-0.20838790749652,-0.20838790749652,-1
"ZEB",-1,-1,-0.00591847471402769,1,-1,1,0.00893036362489017,0.20838790749652,1,-1,-1,-0.20838790749652
"miR145",1,1,0.00591847471402769,-1,1,-1,-0.00893036362489017,-0.20838790749652,-1,1,1,0.20838790749652
"miR200",1,1,0.00591847471402769,-1,1,-1,-0.00893036362489017,-0.20838790749652,-1,1,1,0.20838790749652
"miR34",0.20838790749652,0.20838790749652,-0.785691096577433,-0.20838790749652,0.20838790749652,-0.20838790749652,-0.00331837385708586,-1,-0.20838790749652,0.20838790749652,0.20838790749652,1
