"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0436090367287123,-1,-1,-1,1,-0.0436090367287123,-1,1,1,1
"GRHL2",1,1,-0.0436090367287123,-1,-1,-1,1,-0.0436090367287123,-1,1,1,1
"Iext",-0.0436090367287123,-0.0436090367287123,1,0.0436090367287123,0.0436090367287123,0.0436090367287123,-0.0436090367287123,1,0.0436090367287123,-0.0436090367287123,-0.0436090367287123,-0.0436090367287123
"KEAP1",-1,-1,0.0436090367287123,1,1,1,-1,0.0436090367287123,1,-1,-1,-1
"NRF2",-1,-1,0.0436090367287123,1,1,1,-1,0.0436090367287123,1,-1,-1,-1
"OCT4",-1,-1,0.0436090367287123,1,1,1,-1,0.0436090367287123,1,-1,-1,-1
"OVOL2",1,1,-0.0436090367287123,-1,-1,-1,1,-0.0436090367287123,-1,1,1,1
"SNAIL",-0.0436090367287123,-0.0436090367287123,1,0.0436090367287123,0.0436090367287123,0.0436090367287123,-0.0436090367287123,1,0.0436090367287123,-0.0436090367287123,-0.0436090367287123,-0.0436090367287123
"ZEB",-1,-1,0.0436090367287123,1,1,1,-1,0.0436090367287123,1,-1,-1,-1
"miR145",1,1,-0.0436090367287123,-1,-1,-1,1,-0.0436090367287123,-1,1,1,1
"miR200",1,1,-0.0436090367287123,-1,-1,-1,1,-0.0436090367287123,-1,1,1,1
"miR34",1,1,-0.0436090367287123,-1,-1,-1,1,-0.0436090367287123,-1,1,1,1
