"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.00715295362411917,-1,1,-1,1,-0.065037401227183,-1,1,1,0.065037401227183
"GRHL2",1,1,-0.00715295362411917,-1,1,-1,1,-0.065037401227183,-1,1,1,0.065037401227183
"Iext",-0.00715295362411917,-0.00715295362411917,1,0.00715295362411917,-0.00715295362411917,0.00715295362411917,-0.00715295362411917,-0.00275933224180087,0.00715295362411917,-0.00715295362411917,-0.00715295362411917,0.00275933224180089
"KEAP1",-1,-1,0.00715295362411917,1,-1,1,-1,0.065037401227183,1,-1,-1,-0.065037401227183
"NRF2",1,1,-0.00715295362411917,-1,1,-1,1,-0.065037401227183,-1,1,1,0.065037401227183
"OCT4",-1,-1,0.00715295362411917,1,-1,1,-1,0.065037401227183,1,-1,-1,-0.065037401227183
"OVOL2",1,1,-0.00715295362411917,-1,1,-1,1,-0.065037401227183,-1,1,1,0.065037401227183
"SNAIL",-0.065037401227183,-0.065037401227183,-0.00275933224180087,0.065037401227183,-0.065037401227183,0.065037401227183,-0.065037401227183,1,0.065037401227183,-0.065037401227183,-0.065037401227183,-1
"ZEB",-1,-1,0.00715295362411917,1,-1,1,-1,0.065037401227183,1,-1,-1,-0.065037401227183
"miR145",1,1,-0.00715295362411917,-1,1,-1,1,-0.065037401227183,-1,1,1,0.065037401227183
"miR200",1,1,-0.00715295362411917,-1,1,-1,1,-0.065037401227183,-1,1,1,0.065037401227183
"miR34",0.065037401227183,0.065037401227183,0.00275933224180089,-0.065037401227183,0.065037401227183,-0.065037401227183,0.065037401227183,-1,-0.065037401227183,0.065037401227183,0.065037401227183,1
