"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0685943911650338,-0.0685943911650338,0.0685943911650338,-1,1,-0.0685943911650338,-1,1,0.0685943911650338,0.0685943911650338
"GRHL2",1,1,-0.0685943911650338,-0.0685943911650338,0.0685943911650338,-1,1,-0.0685943911650338,-1,1,0.0685943911650338,0.0685943911650338
"Iext",-0.0685943911650338,-0.0685943911650338,1,1,-1,0.0685943911650338,-0.0685943911650338,1,0.0685943911650338,-0.0685943911650338,-1,-1
"KEAP1",-0.0685943911650338,-0.0685943911650338,1,1,-1,0.0685943911650338,-0.0685943911650338,1,0.0685943911650338,-0.0685943911650338,-1,-1
"NRF2",0.0685943911650338,0.0685943911650338,-1,-1,1,-0.0685943911650338,0.0685943911650338,-1,-0.0685943911650338,0.0685943911650338,1,1
"OCT4",-1,-1,0.0685943911650338,0.0685943911650338,-0.0685943911650338,1,-1,0.0685943911650338,1,-1,-0.0685943911650338,-0.0685943911650338
"OVOL2",1,1,-0.0685943911650338,-0.0685943911650338,0.0685943911650338,-1,1,-0.0685943911650338,-1,1,0.0685943911650338,0.0685943911650338
"SNAIL",-0.0685943911650338,-0.0685943911650338,1,1,-1,0.0685943911650338,-0.0685943911650338,1,0.0685943911650338,-0.0685943911650338,-1,-1
"ZEB",-1,-1,0.0685943911650338,0.0685943911650338,-0.0685943911650338,1,-1,0.0685943911650338,1,-1,-0.0685943911650338,-0.0685943911650338
"miR145",1,1,-0.0685943911650338,-0.0685943911650338,0.0685943911650338,-1,1,-0.0685943911650338,-1,1,0.0685943911650338,0.0685943911650338
"miR200",0.0685943911650338,0.0685943911650338,-1,-1,1,-0.0685943911650338,0.0685943911650338,-1,-0.0685943911650338,0.0685943911650338,1,1
"miR34",0.0685943911650338,0.0685943911650338,-1,-1,1,-0.0685943911650338,0.0685943911650338,-1,-0.0685943911650338,0.0685943911650338,1,1
