"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0305087186550304,-0.0305087186550304,0.0305087186550304,-1,0.00890151123249338,-0.0305087186550304,-1,1,0.0305087186550304,0.0305087186550304
"GRHL2",1,1,-0.0305087186550304,-0.0305087186550304,0.0305087186550304,-1,0.00890151123249338,-0.0305087186550304,-1,1,0.0305087186550304,0.0305087186550304
"Iext",-0.0305087186550304,-0.0305087186550304,1,1,-1,0.0305087186550304,-0.00530094523197232,1,0.0305087186550304,-0.0305087186550304,-1,-1
"KEAP1",-0.0305087186550304,-0.0305087186550304,1,1,-1,0.0305087186550304,-0.00530094523197232,1,0.0305087186550304,-0.0305087186550304,-1,-1
"NRF2",0.0305087186550304,0.0305087186550304,-1,-1,1,-0.0305087186550304,0.00530094523197232,-1,-0.0305087186550304,0.0305087186550304,1,1
"OCT4",-1,-1,0.0305087186550304,0.0305087186550304,-0.0305087186550304,1,-0.00890151123249338,0.0305087186550304,1,-1,-0.0305087186550304,-0.0305087186550304
"OVOL2",0.00890151123249338,0.00890151123249338,-0.00530094523197232,-0.00530094523197232,0.00530094523197232,-0.00890151123249338,1,-0.00530094523197232,-0.00890151123249338,0.00890151123249338,0.00530094523197232,0.00530094523197232
"SNAIL",-0.0305087186550304,-0.0305087186550304,1,1,-1,0.0305087186550304,-0.00530094523197232,1,0.0305087186550304,-0.0305087186550304,-1,-1
"ZEB",-1,-1,0.0305087186550304,0.0305087186550304,-0.0305087186550304,1,-0.00890151123249338,0.0305087186550304,1,-1,-0.0305087186550304,-0.0305087186550304
"miR145",1,1,-0.0305087186550304,-0.0305087186550304,0.0305087186550304,-1,0.00890151123249338,-0.0305087186550304,-1,1,0.0305087186550304,0.0305087186550304
"miR200",0.0305087186550304,0.0305087186550304,-1,-1,1,-0.0305087186550304,0.00530094523197232,-1,-0.0305087186550304,0.0305087186550304,1,1
"miR34",0.0305087186550304,0.0305087186550304,-1,-1,1,-0.0305087186550304,0.00530094523197232,-1,-0.0305087186550304,0.0305087186550304,1,1
