"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.037205414520997,-1,1,-1,1,-0.512527105923148,-1,1,1,1
"GRHL2",1,1,-0.037205414520997,-1,1,-1,1,-0.512527105923148,-1,1,1,1
"Iext",-0.037205414520997,-0.037205414520997,1,0.037205414520997,-0.037205414520997,0.037205414520997,-0.037205414520997,0.524665120122812,0.037205414520997,-0.037205414520997,-0.037205414520997,-0.037205414520997
"KEAP1",-1,-1,0.037205414520997,1,-1,1,-1,0.512527105923148,1,-1,-1,-1
"NRF2",1,1,-0.037205414520997,-1,1,-1,1,-0.512527105923148,-1,1,1,1
"OCT4",-1,-1,0.037205414520997,1,-1,1,-1,0.512527105923148,1,-1,-1,-1
"OVOL2",1,1,-0.037205414520997,-1,1,-1,1,-0.512527105923148,-1,1,1,1
"SNAIL",-0.512527105923148,-0.512527105923148,0.524665120122812,0.512527105923148,-0.512527105923148,0.512527105923148,-0.512527105923148,1,0.512527105923148,-0.512527105923148,-0.512527105923148,-0.512527105923148
"ZEB",-1,-1,0.037205414520997,1,-1,1,-1,0.512527105923148,1,-1,-1,-1
"miR145",1,1,-0.037205414520997,-1,1,-1,1,-0.512527105923148,-1,1,1,1
"miR200",1,1,-0.037205414520997,-1,1,-1,1,-0.512527105923148,-1,1,1,1
"miR34",1,1,-0.037205414520997,-1,1,-1,1,-0.512527105923148,-1,1,1,1
