"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.000600961345922767,-1,1,-1,0.00279809623893392,0.00580692268428447,-1,1,1,-0.00580692268428447
"GRHL2",1,1,-0.000600961345922767,-1,1,-1,0.00279809623893392,0.00580692268428447,-1,1,1,-0.00580692268428447
"Iext",-0.000600961345922767,-0.000600961345922767,1,0.000600961345922767,-0.000600961345922767,0.000600961345922767,-0.000402405421668127,-0.00780268691947261,0.000600961345922767,-0.000600961345922767,-0.000600961345922767,0.00780268691947261
"KEAP1",-1,-1,0.000600961345922767,1,-1,1,-0.00279809623893392,-0.00580692268428447,1,-1,-1,0.00580692268428447
"NRF2",1,1,-0.000600961345922767,-1,1,-1,0.00279809623893392,0.00580692268428447,-1,1,1,-0.00580692268428447
"OCT4",-1,-1,0.000600961345922767,1,-1,1,-0.00279809623893392,-0.00580692268428447,1,-1,-1,0.00580692268428447
"OVOL2",0.00279809623893392,0.00279809623893392,-0.000402405421668127,-0.00279809623893392,0.00279809623893392,-0.00279809623893392,1,-0.0151970573137623,-0.00279809623893392,0.00279809623893392,0.00279809623893392,0.0151970573137623
"SNAIL",0.00580692268428447,0.00580692268428447,-0.00780268691947261,-0.00580692268428447,0.00580692268428447,-0.00580692268428447,-0.0151970573137623,1,-0.00580692268428447,0.00580692268428447,0.00580692268428447,-1
"ZEB",-1,-1,0.000600961345922767,1,-1,1,-0.00279809623893392,-0.00580692268428447,1,-1,-1,0.00580692268428447
"miR145",1,1,-0.000600961345922767,-1,1,-1,0.00279809623893392,0.00580692268428447,-1,1,1,-0.00580692268428447
"miR200",1,1,-0.000600961345922767,-1,1,-1,0.00279809623893392,0.00580692268428447,-1,1,1,-0.00580692268428447
"miR34",-0.00580692268428447,-0.00580692268428447,0.00780268691947261,0.00580692268428447,-0.00580692268428447,0.00580692268428447,0.0151970573137623,-1,0.00580692268428447,-0.00580692268428447,-0.00580692268428447,1
