"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0177609891854543,-1,1,-1,1,-0.34306498231703,-1,1,1,0.34306498231703
"GRHL2",1,1,-0.0177609891854543,-1,1,-1,1,-0.34306498231703,-1,1,1,0.34306498231703
"Iext",-0.0177609891854543,-0.0177609891854543,1,0.0177609891854543,-0.0177609891854543,0.0177609891854543,-0.0177609891854543,0.674686605104713,0.0177609891854543,-0.0177609891854543,-0.0177609891854543,-0.674686605104713
"KEAP1",-1,-1,0.0177609891854543,1,-1,1,-1,0.34306498231703,1,-1,-1,-0.34306498231703
"NRF2",1,1,-0.0177609891854543,-1,1,-1,1,-0.34306498231703,-1,1,1,0.34306498231703
"OCT4",-1,-1,0.0177609891854543,1,-1,1,-1,0.34306498231703,1,-1,-1,-0.34306498231703
"OVOL2",1,1,-0.0177609891854543,-1,1,-1,1,-0.34306498231703,-1,1,1,0.34306498231703
"SNAIL",-0.34306498231703,-0.34306498231703,0.674686605104713,0.34306498231703,-0.34306498231703,0.34306498231703,-0.34306498231703,1,0.34306498231703,-0.34306498231703,-0.34306498231703,-1
"ZEB",-1,-1,0.0177609891854543,1,-1,1,-1,0.34306498231703,1,-1,-1,-0.34306498231703
"miR145",1,1,-0.0177609891854543,-1,1,-1,1,-0.34306498231703,-1,1,1,0.34306498231703
"miR200",1,1,-0.0177609891854543,-1,1,-1,1,-0.34306498231703,-1,1,1,0.34306498231703
"miR34",0.34306498231703,0.34306498231703,-0.674686605104713,-0.34306498231703,0.34306498231703,-0.34306498231703,0.34306498231703,-1,-0.34306498231703,0.34306498231703,0.34306498231703,1
