"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,0.0026841188631678,-1,1,-1,0.00351134697804523,-1,-1,1,1,1
"GRHL2",1,1,0.0026841188631678,-1,1,-1,0.00351134697804523,-1,-1,1,1,1
"Iext",0.0026841188631678,0.0026841188631678,1,-0.0026841188631678,0.0026841188631678,-0.0026841188631678,-0.00587446537836141,-0.0026841188631678,-0.0026841188631678,0.0026841188631678,0.0026841188631678,0.0026841188631678
"KEAP1",-1,-1,-0.0026841188631678,1,-1,1,-0.00351134697804523,1,1,-1,-1,-1
"NRF2",1,1,0.0026841188631678,-1,1,-1,0.00351134697804523,-1,-1,1,1,1
"OCT4",-1,-1,-0.0026841188631678,1,-1,1,-0.00351134697804523,1,1,-1,-1,-1
"OVOL2",0.00351134697804523,0.00351134697804523,-0.00587446537836141,-0.00351134697804523,0.00351134697804523,-0.00351134697804523,1,-0.00351134697804523,-0.00351134697804523,0.00351134697804523,0.00351134697804523,0.00351134697804523
"SNAIL",-1,-1,-0.0026841188631678,1,-1,1,-0.00351134697804523,1,1,-1,-1,-1
"ZEB",-1,-1,-0.0026841188631678,1,-1,1,-0.00351134697804523,1,1,-1,-1,-1
"miR145",1,1,0.0026841188631678,-1,1,-1,0.00351134697804523,-1,-1,1,1,1
"miR200",1,1,0.0026841188631678,-1,1,-1,0.00351134697804523,-1,-1,1,1,1
"miR34",1,1,0.0026841188631678,-1,1,-1,0.00351134697804523,-1,-1,1,1,1
