"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,0.00180312914329776,-0.00500933729718598,-1,-1,0.00339974203995093,1,-1,1,-0.00139936567222016,-1
"GRHL2",1,1,0.00180312914329776,-0.00500933729718598,-1,-1,0.00339974203995093,1,-1,1,-0.00139936567222016,-1
"Iext",0.00180312914329776,0.00180312914329776,1,-0.00338806394733975,-0.00180312914329776,-0.00180312914329776,0.00141509940666518,0.00180312914329776,-0.00180312914329776,0.00180312914329776,-0.00220971534064424,-0.00180312914329776
"KEAP1",-0.00500933729718598,-0.00500933729718598,-0.00338806394733975,1,0.00500933729718598,0.00500933729718598,0.111873325881808,-0.00500933729718598,0.00500933729718598,-0.00500933729718598,-0.560353514277838,0.00500933729718598
"NRF2",-1,-1,-0.00180312914329776,0.00500933729718598,1,1,-0.00339974203995093,-1,1,-1,0.00139936567222016,1
"OCT4",-1,-1,-0.00180312914329776,0.00500933729718598,1,1,-0.00339974203995093,-1,1,-1,0.00139936567222016,1
"OVOL2",0.00339974203995093,0.00339974203995093,0.00141509940666518,0.111873325881808,-0.00339974203995093,-0.00339974203995093,1,0.00339974203995093,-0.00339974203995093,0.00339974203995093,-0.342129590321774,-0.00339974203995093
"SNAIL",1,1,0.00180312914329776,-0.00500933729718598,-1,-1,0.00339974203995093,1,-1,1,-0.00139936567222016,-1
"ZEB",-1,-1,-0.00180312914329776,0.00500933729718598,1,1,-0.00339974203995093,-1,1,-1,0.00139936567222016,1
"miR145",1,1,0.00180312914329776,-0.00500933729718598,-1,-1,0.00339974203995093,1,-1,1,-0.00139936567222016,-1
"miR200",-0.00139936567222016,-0.00139936567222016,-0.00220971534064424,-0.560353514277838,0.00139936567222016,0.00139936567222016,-0.342129590321774,-0.00139936567222016,0.00139936567222016,-0.00139936567222016,1,0.00139936567222016
"miR34",-1,-1,-0.00180312914329776,0.00500933729718598,1,1,-0.00339974203995093,-1,1,-1,0.00139936567222016,1
