"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.00191182364849002,-0.0653214513523523,0.0653214513523523,-1,1,-0.0653214513523523,-1,1,0.0653214513523523,0.0653214513523523
"GRHL2",1,1,-0.00191182364849002,-0.0653214513523523,0.0653214513523523,-1,1,-0.0653214513523523,-1,1,0.0653214513523523,0.0653214513523523
"Iext",-0.00191182364849002,-0.00191182364849002,1,0.523661116020304,-0.523661116020304,0.00191182364849002,-0.00191182364849002,0.523661116020304,0.00191182364849002,-0.00191182364849002,-0.523661116020304,-0.523661116020304
"KEAP1",-0.0653214513523523,-0.0653214513523523,0.523661116020304,1,-1,0.0653214513523523,-0.0653214513523523,1,0.0653214513523523,-0.0653214513523523,-1,-1
"NRF2",0.0653214513523523,0.0653214513523523,-0.523661116020304,-1,1,-0.0653214513523523,0.0653214513523523,-1,-0.0653214513523523,0.0653214513523523,1,1
"OCT4",-1,-1,0.00191182364849002,0.0653214513523523,-0.0653214513523523,1,-1,0.0653214513523523,1,-1,-0.0653214513523523,-0.0653214513523523
"OVOL2",1,1,-0.00191182364849002,-0.0653214513523523,0.0653214513523523,-1,1,-0.0653214513523523,-1,1,0.0653214513523523,0.0653214513523523
"SNAIL",-0.0653214513523523,-0.0653214513523523,0.523661116020304,1,-1,0.0653214513523523,-0.0653214513523523,1,0.0653214513523523,-0.0653214513523523,-1,-1
"ZEB",-1,-1,0.00191182364849002,0.0653214513523523,-0.0653214513523523,1,-1,0.0653214513523523,1,-1,-0.0653214513523523,-0.0653214513523523
"miR145",1,1,-0.00191182364849002,-0.0653214513523523,0.0653214513523523,-1,1,-0.0653214513523523,-1,1,0.0653214513523523,0.0653214513523523
"miR200",0.0653214513523523,0.0653214513523523,-0.523661116020304,-1,1,-0.0653214513523523,0.0653214513523523,-1,-0.0653214513523523,0.0653214513523523,1,1
"miR34",0.0653214513523523,0.0653214513523523,-0.523661116020304,-1,1,-0.0653214513523523,0.0653214513523523,-1,-0.0653214513523523,0.0653214513523523,1,1
