"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
23,6.53727661227661,39,8.97757936507936,14,"EMT_MET_reduced_1"
28,7.68055555555556,34,7.83430042180042,12,"EMT_MET_reduced_10"
32,9.54696275946276,30,5.96789321789322,11,"EMT_MET_reduced_100"
35,9.36369047619048,27,6.1511655011655,12,"EMT_MET_reduced_101"
31,8.01501831501831,31,7.49983766233766,11,"EMT_MET_reduced_102"
28,8.01111111111111,34,7.50374486624487,14,"EMT_MET_reduced_103"
30,7.91227661227661,32,7.60257936507936,13,"EMT_MET_reduced_104"
34,6.87120518370518,28,8.64365079365079,15,"EMT_MET_reduced_105"
26,7.32477661227661,36,8.19007936507936,14,"EMT_MET_reduced_106"
32,9.12420634920635,30,6.39064962814963,12,"EMT_MET_reduced_107"
37,10.1670385170385,25,5.34781746031746,10,"EMT_MET_reduced_108"
29,7.63787185037185,33,7.87698412698413,15,"EMT_MET_reduced_109"
32,9.29844877344877,30,6.2164072039072,12,"EMT_MET_reduced_11"
31,8.51111111111111,31,7.00374486624487,12,"EMT_MET_reduced_110"
33,7.45535714285714,29,8.05949883449883,12,"EMT_MET_reduced_111"
41,9.62394688644689,21,5.89090909090909,10,"EMT_MET_reduced_112"
37,9.76025641025641,25,5.75459956709957,11,"EMT_MET_reduced_113"
31,8.20112942612943,31,7.31372655122655,12,"EMT_MET_reduced_114"
31,8.68733766233766,31,6.82751831501831,12,"EMT_MET_reduced_115"
31,8.995670995671,31,6.51918498168498,10,"EMT_MET_reduced_116"
31,6.9789072039072,31,8.53594877344877,16,"EMT_MET_reduced_117"
26,6.8491452991453,36,8.66571067821068,11,"EMT_MET_reduced_118"
33,8.40096708846709,29,7.11388888888889,12,"EMT_MET_reduced_119"
37,9.04844877344877,25,6.4664072039072,12,"EMT_MET_reduced_12"
33,9.76944444444444,29,5.74541153291153,10,"EMT_MET_reduced_120"
31,8.61779609279609,31,6.89705988455988,13,"EMT_MET_reduced_121"
31,8.03787185037185,31,7.47698412698413,14,"EMT_MET_reduced_122"
32,8.36848845598846,30,7.14636752136752,15,"EMT_MET_reduced_123"
28,7.57083333333333,34,7.94402264402264,13,"EMT_MET_reduced_124"
34,8.47480158730159,28,7.04005439005439,10,"EMT_MET_reduced_125"
31,9.46035353535354,31,6.05450244200244,11,"EMT_MET_reduced_126"
34,8.15678210678211,28,7.35807387057387,12,"EMT_MET_reduced_127"
26,6.26922105672106,36,9.24563492063492,15,"EMT_MET_reduced_128"
34,10.1197802197802,28,5.39507575757576,12,"EMT_MET_reduced_129"
