states,flag,Avg0,SD0,frust0
'00111100',0,0.061200000000000004,0.0006976149845485452,0.25
'10000011',0,0.08593333333333335,0.0015434449203720316,0.1875
'00101100',0,0.008366666666666666,0.0008259674462242577,0.1875
'10001011',0,0.047433333333333334,0.003987759047663516,0.4375
'01110100',0,0.0473,0.0015253414918196713,0.4375
'10101101',0,0.008733333333333334,0.0007586537784494025,0.4375
'10001001',0,0.0171,0.0008831760866327852,0.5625
'01011110',0,0.014566666666666667,0.0007133644853010901,0.3125
'01111100',0,0.0866,0.002404163056034265,0.1875
'10010011',0,0.017266666666666666,0.0005436502143433358,0.125
'10101001',0,0.018699999999999998,0.001061445555206044,0.4375
'11110011',0,0.0019,0.00024494897427831784,0.3125
'00101101',0,0.002733333333333333,0.0004921607686744467,0.375
'01011100',0,0.012499999999999999,0.0006976149845485452,0.1875
'10000010',0,0.004166666666666667,0.00016996731711975955,0.375
'01111101',0,0.0031999999999999997,0.0002943920288775949,0.375
'11011001',0,0.0017666666666666666,0.00026246692913372703,0.5625
'10101100',0,0.0067,0.00028284271247461896,0.25
'11101011',0,0.0031999999999999997,0.0002449489742783179,0.375
'00000100',0,0.0006666666666666666,0.0001699673171197595,0.5625
'01110110',0,0.016466666666666668,4.7140452079102885e-5,0.5625
'11100100',0,0.0006666666666666666,0.00038586123009300746,0.5625
'10100001',0,0.013633333333333332,0.00020548046676563205,0.3125
'11011010',0,0.0017666666666666666,0.00018856180831641265,0.375
'00110010',0,0.0037333333333333337,0.0005185449728701349,0.5
'11001011',0,0.03623333333333333,0.0008219218670625309,0.375
'00010011',0,0.010033333333333333,0.00044969125210773475,0.1875
'01010011',0,0.0077333333333333325,0.001033870827951388,0.25
'11110010',0,0.0015000000000000002,0.0004546060565661952,0.5
'11101001',0,0.015433333333333334,0.0006018490028422594,0.375
'11010010',0,0.004033333333333333,0.0006944222218666551,0.375
'00110100',0,0.037533333333333335,0.0020154955277107986,0.375
'00011110',0,0.011433333333333332,0.0008653836657164777,0.375
'11000011',0,0.05983333333333333,0.001948218559493661,0.25
'01010110',0,0.0189,0.0008041558721209874,0.4375
'00110110',0,0.015366666666666666,0.0005734883511361752,0.5
'11001001',0,0.014499999999999999,0.0004546060565661954,0.5
'01110011',0,0.002333333333333333,0.00046427960923947067,0.375
'10100011',0,0.011533333333333333,0.0003399346342395191,0.1875
'11000010',0,0.0024,8.164965809277265e-5,0.4375
'01110010',0,0.005266666666666667,0.0003299831645537222,0.5625
'10001100',0,0.0019666666666666665,0.00044969125210773465,0.375
'01000010',0,0.00016666666666666666,9.428090415820633e-5,0.625
'00111110',0,0.005066666666666666,0.0006236095644623235,0.5
'00011100',0,0.009200000000000002,0.000535412613473634,0.25
'00010100',0,0.0034666666666666665,0.0002867441755680876,0.375
'10010010',0,0.0032,0.000374165738677394,0.3125
'11110110',0,,,0.75
'11101101',0,0.006566666666666668,0.00041096093353126513,0.375
'10011001',0,0.00023333333333333336,0.00012472191289246472,0.625
'10100100',0,0.0023333333333333335,0.00044969125210773475,0.5
'11100101',0,0.002,0.00021602468994692874,0.5
'01001101',0,0.001,0.00014142135623730948,0.4375
'11110000',0,,,0.625
'11111001',0,0.0015666666666666665,0.0003858612300930075,0.5625
'00010010',0,0.007333333333333333,9.428090415820658e-5,0.375
'00010110',0,0.016466666666666668,0.0010338708279513877,0.375
'10111011',0,0.0002666666666666667,9.428090415820634e-5,0.625
'11111011',0,0.0004333333333333333,0.0001247219128924647,0.5625
'11101100',0,0.013366666666666666,0.00024944382578492944,0.1875
'01010010',0,0.008266666666666667,0.0006182412330330469,0.4375
'10101011',0,0.0036000000000000003,0.00045460605656619534,0.4375
'11100011',0,0.009033333333333334,0.000654896090146283,0.25
'00011010',0,0.0015333333333333334,0.00024944382578492944,0.5
'10000001',0,0.0064333333333333334,0.0004784233364802443,0.4375
'01101100',0,0.0178,0.0008640987597877142,0.125
'01111110',0,0.007233333333333334,0.0008730533902472531,0.4375
'00111000',0,0.00036666666666666667,4.714045207910318e-5,0.625
'10110010',0,0.0009000000000000001,0.0003265986323710904,0.4375
'00010001',0,,,0.4375
'11100001',0,0.011533333333333333,0.00016996731711975982,0.375
'00111010',0,0.0007666666666666667,0.000339934634239519,0.625
'10001010',0,0.002033333333333333,0.000262466929133727,0.375
'11010011',0,0.008033333333333332,0.0006182412330330469,0.1875
'10011011',0,0.0006,0.0,0.5
'01011101',0,0.0012,0.00024494897427831784,0.375
'01101101',0,0.0028666666666666667,0.0004988876515698588,0.3125
'01011010',0,0.0018666666666666666,0.00030912061651652346,0.4375
'00100110',0,0.0014999999999999998,0.00021602468994692865,0.5625
'11001000',0,0.0006666666666666666,0.00012472191289246472,0.4375
'11011011',0,0.004433333333333333,0.00020548046676563273,0.4375
'00110101',0,0.002,0.00016329931618554527,0.3125
'01110101',0,0.0022,0.0004320493798938573,0.375
'01010100',0,0.004233333333333333,0.000793025150224688,0.4375
'01001100',0,0.002033333333333333,4.714045207910309e-5,0.25
'10111000',0,0.0002666666666666666,0.00012472191289246472,0.5625
'10001101',0,0.005399999999999999,0.0006377042156569664,0.5625
'10100010',0,0.0012333333333333332,4.714045207910319e-5,0.375
'00001110',0,0.0006333333333333333,0.00024944382578492944,0.4375
'00010111',0,0.0008666666666666666,0.0001885618083164127,0.3125
'10110011',0,0.0019666666666666665,0.0004714045207910317,0.25
'00100101',0,0.0015333333333333334,0.0001699673171197595,0.375
'00001100',0,0.0017,0.0005715476066494083,0.3125
'00011011',0,0.0004666666666666666,0.0001247219128924647,0.5625
'00100100',0,0.0046,0.0013063945294843615,0.4375
'00000111',0,0.0003,8.164965809277261e-5,0.5
'01011011',0,0.0026333333333333334,0.00030912061651652335,0.5
'10001110',0,,,0.5
'00110011',0,0.0026666666666666666,0.00026246692913372703,0.3125
'10100101',0,0.002033333333333333,0.00044969125210773465,0.4375
'00101011',0,,,0.625
'10100000',0,0.0009000000000000001,8.16496580927726e-5,0.5
'01111000',0,,,0.5625
'11001100',0,0.0023,0.000282842712474619,0.3125
'00001101',0,0.0010333333333333334,4.714045207910318e-5,0.5
'11000001',0,0.006266666666666667,0.00030912061651652346,0.5
