states,flag,Avg0,SD0,frust0
'01101100',1,0.224,0.002531139400875946,0.125
'10010011',1,0.23006666666666667,0.0017556258776351512,0.125
'11101000',1,0.06263333333333333,0.0018061622912192066,0.3125
'00010111',1,0.06403333333333333,0.003680881536926837,0.3125
'01010111',1,0.027533333333333337,0.000984321537348893,0.375
'11011010',1,0.10566666666666667,0.0020677416559027753,0.375
'00100101',1,0.10376666666666666,0.0015369522511198017,0.375
'10101000',1,0.02726666666666667,0.0013474255287605162,0.375
'11010011',1,0.0789,0.001392838827718411,0.1875
'00101100',1,0.07613333333333333,0.002428076513529906,0.1875
