states,Avg0,SD0,frust0
'10100001',0.035866666666666665,0.0012814921857827403,0.3125
'10001011',0.036333333333333336,0.0014007934259633796,0.4375
'01110100',0.0356,0.0008524474568362946,0.4375
'11001001',0.019600000000000003,0.0014719601443879743,0.5
'00110110',0.02043333333333333,0.0010338708279513877,0.5
'10101001',0.06623333333333332,0.0018624953392931967,0.4375
'01010110',0.0633,0.004259107887809369,0.4375
'00011110',0.032933333333333335,0.0013021349989749754,0.375
'00111100',0.05853333333333333,0.0013424687043734865,0.25
'00110100',0.0334,0.00337441352929167,0.375
'10001001',0.021966666666666666,0.0018979521127315683,0.5625
'01011110',0.036666666666666674,0.0011841546445554407,0.3125
'11100001',0.03373333333333334,0.0011085526098877263,0.375
'10100011',0.021900000000000003,0.0015513435037626787,0.1875
'00011100',0.019100000000000002,0.0004966554808583782,0.25
'11101011',0.0064333333333333334,0.0005312459150169746,0.375
'11101001',0.05936666666666667,0.0006018490028422587,0.375
'01011100',0.021566666666666665,0.0006798692684790382,0.1875
'11100011',0.0198,0.0004966554808583782,0.25
'10101011',0.0075,0.000374165738677394,0.4375
'01010100',0.007166666666666666,0.0008178562764256869,0.4375
'01111110',0.006833333333333334,0.00016996731711975955,0.4375
'01111100',0.06533333333333334,0.003781827894315424,0.1875
'10000011',0.0653,0.0032537158245099828,0.1875
'11000011',0.06103333333333333,0.0006944222218666552,0.25
'00111110',0.0067666666666666665,0.0011897712198383162,0.5
'00010110',0.06216666666666667,0.0012036980056845193,0.375
'01110110',0.021533333333333335,0.0003399346342395185,0.5625
'11001011',0.0341,0.0020116328359486156,0.375
'10000001',0.0064,0.0007118052168020876,0.4375
'11000001',0.006966666666666667,0.0004714045207910317,0.5
'00010100',0.0061333333333333335,0.0008993825042154695,0.375
