states,Avg0,SD0,frust0
'01110100',0.05603333333333333,0.004099864496405814,0.4375
'10001001',0.020033333333333334,0.0003858612300930079,0.5625
'11101100',0.01703333333333333,0.0006128258770283417,0.1875
'00110100',0.03,0.0009201449161228176,0.375
'00010011',0.017533333333333335,0.00032998316455372167,0.1875
'11101001',0.019,0.0015937377450509216,0.375
'01111100',0.10283333333333333,0.0024689178916188223,0.1875
'11001011',0.03303333333333333,0.001126449683247719,0.375
'00111100',0.026766666666666664,0.00040276819911981825,0.25
'10001011',0.057466666666666666,0.0037606146069787878,0.4375
'10000011',0.10476666666666666,0.00020548046676563316,0.1875
'01110110',0.0208,0.0024097026095903766,0.5625
'10101101',0.009366666666666667,0.0007845734863959875,0.4375
'00010110',0.020133333333333333,0.0003858612300930079,0.375
'01110010',0.005299999999999999,0.0007788880963698615,0.5625
'10010011',0.026566666666666666,0.0010274023338281636,0.125
'10101001',0.018633333333333335,0.002332857094256359,0.4375
'10100011',0.010766666666666667,0.0006649979114420001,0.1875
'11101101',0.0126,0.000374165738677394,0.375
'11010011',0.0231,0.0013366625103842288,0.1875
'01011110',0.0129,0.0008286535263104036,0.3125
'10001100',0.0034666666666666665,0.0006649979114420003,0.375
'01010110',0.019100000000000002,0.0007257180352359079,0.4375
'10001010',0.002,0.0003559026084010437,0.375
'10100101',0.0023666666666666667,0.0005734883511361751,0.4375
'10101100',0.013833333333333335,0.0011115554667022044,0.25
'11001001',0.017,0.0005099019513592786,0.5
'10000001',0.007233333333333334,0.0006548960901462833,0.4375
'11000011',0.025466666666666665,0.0007133644853010899,0.25
'01111101',0.0040999999999999995,8.164965809277247e-5,0.375
'01111110',0.006966666666666666,4.714045207910329e-5,0.4375
'01011100',0.009333333333333334,0.0005734883511361752,0.1875
'11111010',0.0005333333333333334,0.00030912061651652346,0.5
'11011011',0.0013333333333333333,0.0003091206165165235,0.4375
'01010011',0.014199999999999999,0.0003265986323710906,0.25
'01010000',,,0.6875
'01101100',0.027066666666666666,0.002774086436208424,0.125
'01010100',0.0032666666666666664,0.00044969125210773465,0.4375
'11100011',0.0019,0.0004320493798938573,0.25
'00010010',0.012700000000000001,0.0014854853303438128,0.375
'11100010',0.0007333333333333333,0.00023570226039551582,0.4375
'10100001',0.011633333333333334,0.0007586537784494028,0.3125
'10110010',0.0018000000000000002,0.0006377042156569664,0.4375
'10000010',0.003833333333333333,0.00016996731711975955,0.375
'01110011',0.0031333333333333335,0.0002867441755680876,0.375
'00110110',0.016366666666666665,0.0010498677165349077,0.5
'11110011',0.0037333333333333333,0.00044969125210773465,0.3125
'00110011',0.003166666666666667,0.00046427960923947056,0.3125
'00101101',0.0037,0.00035590260840104364,0.375
'11111000',0.0003333333333333333,9.428090415820634e-5,0.5
'00001101',0.0013333333333333333,0.00024944382578492944,0.5
'01101101',0.006600000000000001,0.0003559026084010438,0.3125
'01010010',0.009133333333333332,0.0007845734863959883,0.4375
'00110010',0.0056,0.00016329931618554492,0.5
'00101100',0.022466666666666666,0.00041899350299921806,0.1875
'10001101',0.004533333333333333,0.0007930251502246879,0.5625
'00111101',0.0023333333333333335,0.0001247219128924647,0.4375
'01001101',0.0018333333333333333,0.00044969125210773475,0.4375
'11101011',0.0011,0.00037416573867739413,0.375
'10010010',0.0073,0.00045460605656619496,0.3125
'00101111',,,0.625
'00110101',0.0022,0.0002160246899469287,0.3125
'10101011',0.0031333333333333335,0.0004496912521077347,0.4375
'11001010',0.0022,0.000496655480858378,0.3125
'00011110',0.0005666666666666666,0.0001699673171197595,0.375
'01111010',0.0012666666666666666,0.00026246692913372703,0.5625
'10100110',0.0003666666666666666,9.428090415820635e-5,0.625
'00001100',0.0026999999999999997,0.00014142135623730948,0.3125
'01110101',0.002166666666666667,0.00020548046676563248,0.375
'11000010',0.0029333333333333334,0.00041096093353126513,0.4375
'10110011',0.0026333333333333334,0.0005436502143433364,0.25
'01011101',0.0009333333333333333,0.0001885618083164126,0.375
'10100111',0.0006666666666666666,9.428090415820638e-5,0.5625
'11001100',0.0029,0.0002160246899469287,0.3125
'00010100',0.0013666666666666664,0.00016996731711975958,0.375
'01011011',0.0011666666666666668,0.000590668171555645,0.5
'00100101',0.0017666666666666666,0.0003299831645537222,0.375
'01001100',0.002433333333333333,0.00046427960923947056,0.25
'11011000',0.00039999999999999996,0.0001414213562373095,0.5
'11010010',0.0036000000000000003,0.0009899494936611666,0.375
'00100100',0.001,0.00021602468994692865,0.4375
'00000101',0.0006,8.16496580927726e-5,0.5
'11011010',0.0016666666666666668,9.428090415820628e-5,0.375
'00101110',0.0003,0.0001414213562373095,0.4375
'00000011',0.00046666666666666666,0.0001247219128924647,0.375
'11110001',0.0004333333333333333,0.00020548046676563254,0.4375
'00011100',0.002133333333333333,0.0008993825042154694,0.25
'11111001',0.0004666666666666666,0.0001247219128924647,0.5625
'11110010',0.0016666666666666668,0.0006018490028422596,0.5
'11001101',0.005399999999999999,0.0007788880963698615,0.5
'10100100',0.0007333333333333333,0.00024944382578492944,0.5
'00000110',0.0006,0.0001414213562373095,0.5625
'00101010',,,0.5625
'01011010',0.0025666666666666667,0.00016996731711975955,0.4375
'10001000',0.0007666666666666667,4.714045207910318e-5,0.5
'10101000',0.00046666666666666666,9.42809041582063e-5,0.375
'10101010',0.0003,8.164965809277261e-5,0.375
'01011001',0.0004333333333333333,9.428090415820635e-5,0.625
'10000111',0.0003333333333333333,4.714045207910318e-5,0.5625
'01010001',0.00013333333333333334,4.714045207910317e-5,0.5
'11101000',0.0006,0.00021602468994692865,0.3125
'11110100',0.0001,0.0,0.625
'00100011',,,0.375
'11010001',0.0003,8.164965809277261e-5,0.4375
'11000101',,,0.625
'10000110',,,0.625
'11011001',0.0004666666666666667,0.00024944382578492944,0.5625
'00010101',0.0005333333333333334,0.0001885618083164127,0.3125
'00001111',0.00016666666666666666,4.714045207910317e-5,0.625
'10000101',0.0009666666666666668,0.0006599663291074443,0.5625
'11111100',0.00036666666666666667,0.00012472191289246472,0.375
'00011101',0.0004666666666666666,0.00018856180831641262,0.4375
'10000100',0.0002,8.16496580927726e-5,0.625
'01111011',0.0003,8.164965809277261e-5,0.625
'11101010',0.0002666666666666666,0.00012472191289246472,0.3125
'10001110',0.0003666666666666666,9.428090415820635e-5,0.5
'00110111',0.0008333333333333334,0.0004496912521077347,0.4375
'00001110',0.0006,0.0001414213562373095,0.4375
'11100001',0.0003333333333333333,0.00020548046676563254,0.375
'01111001',0.0003666666666666666,0.00016996731711975947,0.625
'01110111',0.0010333333333333334,9.428090415820637e-5,0.5
'11100100',,,0.5625
'11001000',0.0009333333333333333,0.00040276819911981907,0.4375
'01110001',0.0002666666666666666,4.714045207910315e-5,0.5
'10100010',0.0007666666666666667,0.0004189935029992178,0.375
'01011000',0.0005666666666666667,9.428090415820633e-5,0.5625
'01010111',0.0005333333333333333,0.00026246692913372703,0.375
'00101011',0.0001,0.0,0.625
'11011101',0.00016666666666666666,4.714045207910317e-5,0.5625
'11011100',0.00016666666666666666,4.714045207910317e-5,0.375
'00010111',0.0008,0.0003741657386773941,0.3125
'01110000',,,0.6875
'00100110',0.00036666666666666667,0.00012472191289246472,0.5625
'00000111',0.0002666666666666666,4.714045207910315e-5,0.5
'11110000',0.0001,0.0,0.625
'00011111',0.0001,0.0,0.5625
'00100111',0.0004333333333333333,0.00024944382578492944,0.5
'01010101',0.00019999999999999998,8.16496580927726e-5,0.375
'01111000',0.0003333333333333333,0.00018856180831641265,0.5625
'00101001',,,0.625
'11100101',,,0.5
'10001111',,,0.6875
'00111110',,,0.5
'11000000',,,0.6875
'00100010',,,0.5625
'00000010',,,0.5625
'10101110',,,0.5
'00000100',,,0.5625
'11100000',,,0.5625
'11111101',,,0.5625
'00001011',,,0.625
'11000001',,,0.5
'11101110',,,0.4375
'11000110',,,0.6875
'01000110',,,0.625
'11110101',,,0.5625
'10101111',,,0.6875
'11111011',,,0.5625
'10011011',,,0.5
'11010000',,,0.625
'11010110',,,0.625
'01100100',,,0.5
'01100110',,,0.625
